number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,loss_rate,expectancy,standard_deviation_trade,average_win,average_loss,risk_reward_ratio,largest_win,largest_loss,long_number_of_trades,long_total_profit,long_win_rate,long_profit_factor,long_expectancy,short_number_of_trades,short_total_profit,short_win_rate,short_profit_factor,short_expectancy,longest_losing_streak,longest_winning_streak,max_drawdown,average_drawdown,recovery_factor,biggest_loss,median_trade,std_trade,first_quartile,third_quartile,interquartile_range,profit_from_top_5_trades,profit_from_top_10_trades,top_5_trades_share,top_10_trades_share,long_profit_share,short_profit_share,skewness,kurtosis,coefficient_of_variation,profitable_windows_share,profitable_repetitions_share,average_profit_per_window,std_profit_per_window,window_profit_consistency,worst_window_profit,best_window_profit,average_trade_count_per_window,min_trade_count_per_window,repetition_name
49,169.0,777.0,608.0,1.2779605263157894,0.3469387755102041,0.6530612244897959,3.4489795918367347,34.4014663110999,45.705882352941174,19.0,2.4055727554179565,111.0,19.0,15,-35.0,0.2,0.8464912280701754,-2.3333333333333335,34,204.0,0.4117647058823529,1.5368421052631578,6.0,6,5,162.0,78.47727272727273,1.0432098765432098,19.0,-19.0,34.4014663110999,-19.0,41.0,60.0,345.0,550.0,2.0414201183431953,3.2544378698224854,-0.20710059171597633,1.2071005917159763,1.4694598876266602,1.8368207862919879,9.97438964049642,0.6666666666666666,1.0,56.333333333333336,57.11683931498077,0.9862823995332329,-5.0,108.0,16.333333333333332,6,rep_1
58,-167.0,688.0,855.0,0.8046783625730994,0.22413793103448276,0.7758620689655172,-2.8793103448275863,32.498894764584534,52.92307692307692,19.0,2.7854251012145745,111.0,19.0,21,-209.0,0.09523809523809523,0.42105263157894735,-9.952380952380953,37,42.0,0.2972972972972973,1.0850202429149798,1.135135135135135,14,4,347.0,178.83636363636364,-0.4812680115273775,19.0,-19.0,32.498894764584534,-19.0,-19.0,0.0,360.0,565.0,-2.155688622754491,-3.3832335329341316,1.251497005988024,-0.25149700598802394,2.0070479429599053,3.583391111144303,-11.287041295484448,0.3333333333333333,0.0,-55.666666666666664,109.24437437842433,-0.5095609452056213,-128.0,70.0,19.333333333333332,10,rep_2
28,28.0,427.0,399.0,1.0701754385964912,0.25,0.75,1.0,40.870164794998935,61.0,19.0,3.210526315789474,111.0,19.0,7,-3.0,0.14285714285714285,0.9736842105263158,-0.42857142857142855,21,31.0,0.2857142857142857,1.1087719298245613,1.4761904761904763,11,4,209.0,101.88461538461539,0.1339712918660287,19.0,-19.0,40.870164794998935,-19.0,-7.75,11.25,375.0,370.0,13.392857142857142,13.214285714285714,-0.10714285714285714,1.1071428571428572,2.0778996296179764,3.2310004526866782,40.870164794998935,0.6666666666666666,1.0,9.333333333333334,101.63332786706009,0.09183339293525503,-108.0,70.0,9.333333333333334,6,rep_3
