number_of_trades_mean,number_of_trades_std,net_profit_mean,net_profit_std,gross_profit_mean,gross_profit_std,gross_loss_mean,gross_loss_std,profit_factor_mean,profit_factor_std,win_rate_mean,win_rate_std,loss_rate_mean,loss_rate_std,expectancy_mean,expectancy_std,standard_deviation_trade_mean,standard_deviation_trade_std,average_win_mean,average_win_std,average_loss_mean,average_loss_std,risk_reward_ratio_mean,risk_reward_ratio_std,largest_win_mean,largest_win_std,largest_loss_mean,largest_loss_std,long_number_of_trades_mean,long_number_of_trades_std,long_total_profit_mean,long_total_profit_std,long_win_rate_mean,long_win_rate_std,long_profit_factor_mean,long_profit_factor_std,long_expectancy_mean,long_expectancy_std,short_number_of_trades_mean,short_number_of_trades_std,short_total_profit_mean,short_total_profit_std,short_win_rate_mean,short_win_rate_std,short_profit_factor_mean,short_profit_factor_std,short_expectancy_mean,short_expectancy_std,longest_losing_streak_mean,longest_losing_streak_std,longest_winning_streak_mean,longest_winning_streak_std,max_drawdown_mean,max_drawdown_std,average_drawdown_mean,average_drawdown_std,recovery_factor_mean,recovery_factor_std,biggest_loss_mean,biggest_loss_std,median_trade_mean,median_trade_std,std_trade_mean,std_trade_std,first_quartile_mean,first_quartile_std,third_quartile_mean,third_quartile_std,interquartile_range_mean,interquartile_range_std,profit_from_top_5_trades_mean,profit_from_top_5_trades_std,profit_from_top_10_trades_mean,profit_from_top_10_trades_std,top_5_trades_share_mean,top_5_trades_share_std,top_10_trades_share_mean,top_10_trades_share_std,long_profit_share_mean,long_profit_share_std,short_profit_share_mean,short_profit_share_std,skewness_mean,skewness_std,kurtosis_mean,kurtosis_std,coefficient_of_variation_mean,coefficient_of_variation_std,profitable_windows_share_mean,profitable_windows_share_std,profitable_repetitions_share_mean,profitable_repetitions_share_std,average_profit_per_window_mean,average_profit_per_window_std,std_profit_per_window_mean,std_profit_per_window_std,window_profit_consistency_mean,window_profit_consistency_std,worst_window_profit_mean,worst_window_profit_std,best_window_profit_mean,best_window_profit_std,average_trade_count_per_window_mean,average_trade_count_per_window_std,min_trade_count_per_window_mean,min_trade_count_per_window_std
45.0,15.394804318340652,10.0,168.72166428766639,630.6666666666666,181.90748564403097,620.6666666666666,228.26373635190794,1.0509381091617935,0.23722680658406822,0.27369223551489563,0.06473795925697329,0.7263077644851044,0.06473795925697333,0.5232230823363828,3.1909717254363668,35.923508623561126,4.388279854478324,53.20965309200603,7.651085091408121,19.0,0.0,2.8005080574740018,0.4026886890214802,111.0,0.0,19.0,0.0,14.333333333333334,7.023769168568492,-82.33333333333333,110.85726558657909,0.14603174603174604,0.05245305283129621,0.7470760233918129,0.28941830056752793,-4.238095238095238,5.039526306789696,30.666666666666668,8.504900548115383,92.33333333333333,96.86244542304996,0.33159209629797864,0.06967264194078923,1.243544759334233,0.254280426900059,2.8704418704418706,2.7156362516228363,10.333333333333334,4.041451884327381,4.333333333333333,0.5773502691896258,239.33333333333334,96.15785632663268,119.7327505827506,52.50622562671,0.23197105229395368,0.7669492633720875,19.0,0.0,-19.0,0.0,35.923508623561126,4.388279854478324,-19.0,0.0,4.75,31.893377055432683,23.75,31.893377055432683,360.0,15.0,495.0,108.51267207105353,4.426196212815282,8.043922340618662,4.361830017058023,8.353990023711873,0.31241785237639685,0.8148006687136401,0.6875821476236031,0.8148006687136401,1.8514691534015142,0.3327210539310001,2.8837374500409894,0.9236182488823805,13.185837713336971,26.226486341763408,0.5555555555555555,0.19245008972987526,0.6666666666666666,0.5773502691896258,3.3333333333333353,56.24055476255546,89.33151385348839,28.157076356859495,0.18951828242095556,0.7526908935447909,-80.33333333333333,66.00252520421725,82.66666666666667,21.939310229205777,15.0,5.131601439446883,7.333333333333333,2.309401076758503
