number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,loss_rate,expectancy,standard_deviation_trade,average_win,average_loss,risk_reward_ratio,largest_win,largest_loss,long_number_of_trades,long_total_profit,long_win_rate,long_profit_factor,long_expectancy,short_number_of_trades,short_total_profit,short_win_rate,short_profit_factor,short_expectancy,longest_losing_streak,longest_winning_streak,max_drawdown,average_drawdown,recovery_factor,biggest_loss,median_trade,std_trade,first_quartile,third_quartile,interquartile_range,profit_from_top_5_trades,profit_from_top_10_trades,top_5_trades_share,top_10_trades_share,long_profit_share,short_profit_share,skewness,kurtosis,coefficient_of_variation,profitable_windows_share,profitable_repetitions_share,average_profit_per_window,std_profit_per_window,window_profit_consistency,worst_window_profit,best_window_profit,average_trade_count_per_window,min_trade_count_per_window
135,30.0,1892.0,1862.0,1.016111707841031,0.2740740740740741,0.725925925925926,0.2222222222222222,34.89786091607067,51.13513513513514,19.0,2.6913229018492175,111.0,19.0,43,-247.0,0.13953488372093023,0.6486486486486487,-5.744186046511628,92,277.0,0.33695652173913043,1.2389991371872304,3.010869565217391,14,5,385.0,161.046875,0.07792207792207792,19.0,-19.0,34.89786091607067,-19.0,26.0,45.0,555.0,905.0,18.5,30.166666666666668,-8.233333333333333,9.233333333333333,1.817451465968295,2.6637003846765768,157.040374122318,0.6666666666666666,0.6666666666666666,10.0,235.05743978866101,0.042542792982817094,-222.0,248.0,45.0,28
