dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
train,1,0,22406,22406,53560,0,9,361,5.5,5,12,20,3.0,3,3.0,112.0,109.0,1.0275229357798166,109.0,0.6666666666666666,1.0,109.0,1
test,1,0,22406,22406,53560,0,9,361,5.5,5,12,20,-380.0,5,-380.0,56.0,436.0,0.12844036697247707,436.0,0.2,-76.0,109.0,4
train,1,0,22406,22406,53560,1,7,1477,8.25,4,15,2,66.0,6,66.0,142.0,76.0,1.868421052631579,57.0,0.3333333333333333,11.0,19.0,3
test,1,0,22406,22406,53560,1,7,1477,8.25,4,15,2,-34.0,16,-34.0,213.0,247.0,0.8623481781376519,190.0,0.1875,-2.125,19.0,10
train,1,0,22406,22406,53560,2,5,1841,7.25,4,8,2,117.0,17,117.0,288.0,171.0,1.6842105263157894,99.0,0.47058823529411764,6.882352941176471,19.0,5
test,1,0,22406,22406,53560,2,5,1841,7.25,4,8,2,-214.0,46,-214.0,432.0,646.0,0.6687306501547987,299.0,0.2608695652173913,-4.6521739130434785,19.0,9
train,1,0,22406,22406,53560,3,5,427,7.25,4,8,2,157.0,12,157.0,252.0,95.0,2.6526315789473682,40.0,0.5833333333333334,13.083333333333334,19.0,2
test,1,0,22406,22406,53560,3,5,427,7.25,4,8,2,-149.0,31,-149.0,288.0,437.0,0.6590389016018307,270.0,0.25806451612903225,-4.806451612903226,19.0,14
train,1,0,22406,22406,53560,4,5,427,7.25,4,8,2,157.0,12,157.0,252.0,95.0,2.6526315789473682,40.0,0.5833333333333334,13.083333333333334,19.0,2
test,1,0,22406,22406,53560,4,5,427,7.25,4,8,2,-149.0,31,-149.0,288.0,437.0,0.6590389016018307,270.0,0.25806451612903225,-4.806451612903226,19.0,14
train,1,0,22406,22406,53560,5,4,427,7.25,4,9,2,173.0,13,173.0,287.0,114.0,2.517543859649123,38.0,0.5384615384615384,13.307692307692308,19.0,2
test,1,0,22406,22406,53560,5,4,427,7.25,4,9,2,-109.0,31,-109.0,328.0,437.0,0.7505720823798627,266.0,0.25806451612903225,-3.5161290322580645,19.0,14
train,1,0,22406,22406,53560,6,5,427,7.25,4,8,2,157.0,12,157.0,252.0,95.0,2.6526315789473682,40.0,0.5833333333333334,13.083333333333334,19.0,2
test,1,0,22406,22406,53560,6,5,427,7.25,4,8,2,-149.0,31,-149.0,288.0,437.0,0.6590389016018307,270.0,0.25806451612903225,-4.806451612903226,19.0,14
train,1,0,22406,22406,53560,7,5,427,7.25,4,8,2,157.0,12,157.0,252.0,95.0,2.6526315789473682,40.0,0.5833333333333334,13.083333333333334,19.0,2
test,1,0,22406,22406,53560,7,5,427,7.25,4,8,2,-149.0,31,-149.0,288.0,437.0,0.6590389016018307,270.0,0.25806451612903225,-4.806451612903226,19.0,14
train,1,0,22406,22406,53560,8,5,361,7.25,4,8,2,157.0,12,157.0,252.0,95.0,2.6526315789473682,40.0,0.5833333333333334,13.083333333333334,19.0,2
test,1,0,22406,22406,53560,8,5,361,7.25,4,8,2,-219.0,26,-219.0,180.0,399.0,0.45112781954887216,327.0,0.19230769230769232,-8.423076923076923,19.0,17
train,1,0,22406,22406,53560,9,5,361,7.25,4,8,2,157.0,12,157.0,252.0,95.0,2.6526315789473682,40.0,0.5833333333333334,13.083333333333334,19.0,2
test,1,0,22406,22406,53560,9,5,361,7.25,4,8,2,-219.0,26,-219.0,180.0,399.0,0.45112781954887216,327.0,0.19230769230769232,-8.423076923076923,19.0,17
train,1,0,22406,22406,53560,10,4,427,7.5,4,9,2,173.0,13,173.0,287.0,114.0,2.517543859649123,38.0,0.5384615384615384,13.307692307692308,19.0,2
test,1,0,22406,22406,53560,10,4,427,7.5,4,9,2,-109.0,31,-109.0,328.0,437.0,0.7505720823798627,266.0,0.25806451612903225,-3.5161290322580645,19.0,14
train,1,0,22406,22406,53560,11,5,463,7.25,4,9,2,192.0,12,192.0,287.0,95.0,3.0210526315789474,38.0,0.5833333333333334,16.0,19.0,2
test,1,0,22406,22406,53560,11,5,463,7.25,4,9,2,-109.0,31,-109.0,328.0,437.0,0.7505720823798627,266.0,0.25806451612903225,-3.5161290322580645,19.0,14
train,1,0,22406,22406,53560,12,4,361,7.25,4,9,2,173.0,13,173.0,287.0,114.0,2.517543859649123,38.0,0.5384615384615384,13.307692307692308,19.0,2
test,1,0,22406,22406,53560,12,4,361,7.25,4,9,2,-194.0,26,-194.0,205.0,399.0,0.5137844611528822,323.0,0.19230769230769232,-7.461538461538462,19.0,17
train,1,0,22406,22406,53560,13,5,1055,7.25,4,9,2,173.0,13,173.0,287.0,114.0,2.517543859649123,57.0,0.5384615384615384,13.307692307692308,19.0,3
test,1,0,22406,22406,53560,13,5,1055,7.25,4,9,2,-97.0,43,-97.0,492.0,589.0,0.8353140916808149,238.0,0.27906976744186046,-2.255813953488372,19.0,8
train,1,0,22406,22406,53560,14,5,361,7.25,4,9,2,192.0,12,192.0,287.0,95.0,3.0210526315789474,38.0,0.5833333333333334,16.0,19.0,2
test,1,0,22406,22406,53560,14,5,361,7.25,4,9,2,-194.0,26,-194.0,205.0,399.0,0.5137844611528822,323.0,0.19230769230769232,-7.461538461538462,19.0,17
train,1,0,22406,22406,53560,15,5,361,7.5,4,9,2,192.0,12,192.0,287.0,95.0,3.0210526315789474,38.0,0.5833333333333334,16.0,19.0,2
test,1,0,22406,22406,53560,15,5,361,7.5,4,9,2,-194.0,26,-194.0,205.0,399.0,0.5137844611528822,323.0,0.19230769230769232,-7.461538461538462,19.0,17
train,1,0,22406,22406,53560,16,5,350,7.25,4,9,2,192.0,12,192.0,287.0,95.0,3.0210526315789474,38.0,0.5833333333333334,16.0,19.0,2
test,1,0,22406,22406,53560,16,5,350,7.25,4,9,2,-194.0,26,-194.0,205.0,399.0,0.5137844611528822,323.0,0.19230769230769232,-7.461538461538462,19.0,17
train,1,0,22406,22406,53560,17,5,361,7.0,4,9,2,192.0,12,192.0,287.0,95.0,3.0210526315789474,38.0,0.5833333333333334,16.0,19.0,2
