window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,53560,53560,86986,13,2777,8.5,8,27,4,262.0,131.0,262.0,2.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0
2,22406,86986,86986,125287,12,518,4.5,8,27,2,-4.0,-2.0,-4.0,2.0,8,-2.0,131.0,133.0,0.9849624060150376,133.0,0.125,-0.25,19.0,7
3,53560,125287,125287,130699,12,2950,3.25,9,20,2,-2000.0,-1000.0,-2000.0,2.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
