window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,22406,22406,53560,6,188,8.0,3,21,2,-34.01117949407977,-34.01117949407977,-34.01117949407977,1.0,12,-108.0,101.0,209.0,0.48325358851674644,209.0,0.08333333333333333,-9.0,19.0,11
2,0,53560,53560,86986,11,520,3.25,4,6,2,161.66632302368973,80.83316151184486,161.66632302368973,2.0,6,66.0,104.0,38.0,2.736842105263158,38.0,0.6666666666666666,11.0,19.0,2
3,0,86986,86986,125287,13,885,4.0,4,23,2,110.67971810589327,36.89323936863109,110.67971810589327,3.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6
4,0,125287,125287,130699,13,3739,6.25,7,14,2,-1000.0,-1000.0,-1000.0,4.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
