generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter
0,1,0,22406,22406,53560,-15.75,-1968.4282186390244,-1000.0,-30077.8966144576,3981.4741855209286,30062.1466144576,0
1,1,0,22406,22406,53560,-7.462405778299649,-829.1030421576381,-1000.0,-4108.511204803998,632.3335716923181,4101.048799025699,0
2,1,0,22406,22406,53560,26.944387170614956,-638.0779034339629,-562.2843172828925,-4154.182701807902,611.2102511910786,4181.127088978517,0
3,1,0,22406,22406,53560,31.843366656181313,-458.50059834968465,-192.17295711140108,-5677.404645273475,710.2847006585235,5709.248011929656,0
4,1,0,22406,22406,53560,59.69924622639719,-307.910171257846,-134.1674658778372,-2600.163756862248,451.0017105915304,2659.863003088645,0
5,1,0,22406,22406,53560,64.55633198997602,-195.54200099794502,-80.86933616596261,-2394.9952551496526,350.7852164937311,2459.5515871396287,0
6,1,0,22406,22406,53560,109.17728701520295,-195.38111403138777,-35.48243820747088,-1000.0,367.066285716347,1109.1772870152029,0
7,1,0,22406,22406,53560,145.4922678357857,-81.0994951498549,2.48746859276655,-1000.0,276.29707364509414,1145.4922678357857,0
8,1,0,22406,22406,53560,145.4922678357857,-37.184050851594115,25.285714285714285,-1000.0,248.34272003557584,1145.4922678357857,1
9,1,0,22406,22406,53560,117.66256838944153,-85.78374227186039,36.76955262170048,-1000.0,341.32853729927825,1117.6625683894415,2
10,1,0,22406,22406,53560,145.4922678357857,-8.127185919591339,29.435045014404174,-1000.0,208.01383463400384,1145.4922678357857,3
11,1,0,22406,22406,53560,150.1463869029155,20.296171119638924,53.27328569508361,-1000.0,183.7258361345544,1150.1463869029155,0
12,1,0,22406,22406,53560,145.4922678357857,31.03929082824466,57.0,-1000.0,154.46060793012106,1145.4922678357857,1
13,1,0,22406,22406,53560,145.4922678357857,19.565104334970155,59.69924622639719,-1000.0,187.544979206508,1145.4922678357857,2
14,1,0,22406,22406,53560,145.4922678357857,9.526111483822191,75.23616151824866,-1000.0,237.43951137883928,1145.4922678357857,3
15,1,0,22406,22406,53560,145.4922678357857,75.29818265119304,102.81536850101739,-67.56293362488044,49.924084389606904,213.05520146066613,4
16,1,0,22406,22406,53560,145.4922678357857,77.88653783705085,102.81536850101739,-1000.0,120.99035872294886,1145.4922678357857,5
17,1,0,22406,22406,53560,145.4922678357857,110.91686149963917,102.81536850101739,-56.8836531878887,44.68184200680447,202.37592102367438,6
18,1,0,22406,22406,53560,145.4922678357857,86.58893632195151,145.4922678357857,-1000.0,199.38518645287039,1145.4922678357857,7
19,1,0,22406,22406,53560,145.4922678357857,111.94953114966557,145.4922678357857,-1000.0,127.18485463233621,1145.4922678357857,8
20,1,0,22406,22406,53560,145.4922678357857,134.53033892797328,145.4922678357857,-59.03592126832611,41.04521441545767,204.52818910411182,9
21,1,0,22406,22406,53560,145.4922678357857,120.76491977696286,145.4922678357857,-184.63951364753967,62.70338388255018,330.13178148332537,10
22,1,0,22406,22406,53560,145.4922678357857,130.5833239851209,145.4922678357857,-59.03592126832611,43.40765909258519,204.52818910411182,11
23,1,0,22406,22406,53560,145.4922678357857,127.66757585865969,145.4922678357857,-63.24555320336759,53.226416579795305,208.7378210391533,12
24,1,0,22406,22406,53560,145.4922678357857,106.68767207254088,145.4922678357857,-1000.0,166.97889486378247,1145.4922678357857,13
25,1,0,22406,22406,53560,145.4922678357857,108.22870217718247,145.4922678357857,-1000.0,167.40728030776657,1145.4922678357857,14
26,1,0,22406,22406,53560,145.4922678357857,111.91014774919276,145.4922678357857,-1000.0,125.56092375972969,1145.4922678357857,15
