dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,walk_forward_type,fitness_function,train_size,repetition
train,1,0,22406,22406,53560,9,7,226,9.0,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,9,7,226,9.0,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,10,6,226,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,10,6,226,9.25,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,11,6,226,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,11,6,226,9.25,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,12,5,2633,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,12,5,2633,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.200524246395806,712.0,0.3,-61.0,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,13,6,452,9.25,5,11,6,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,13,6,452,9.25,5,11,6,-54.0,6,-54.0,102.0,156.0,0.6538461538461539,156.0,0.3333333333333333,-9.0,39.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,14,6,226,9.25,5,11,6,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,14,6,226,9.25,5,11,6,-78.0,2,-78.0,0.0,78.0,0.0,78.0,0.0,-39.0,39.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,15,6,226,9.25,5,11,6,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,15,6,226,9.25,5,11,6,-78.0,2,-78.0,0.0,78.0,0.0,78.0,0.0,-39.0,39.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,16,7,2607,9.25,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,16,7,2607,9.25,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,17,6,226,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,17,6,226,9.25,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,18,6,2580,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,18,6,2580,9.25,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,19,8,226,9.25,5,11,18,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,19,8,226,9.25,5,11,18,-198.0,2,-198.0,0.0,198.0,0.0,198.0,0.0,-99.0,99.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,20,5,2633,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,20,5,2633,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.200524246395806,712.0,0.3,-61.0,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,21,6,3040,9.25,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,21,6,3040,9.25,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,22,6,2448,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,22,6,2448,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,23,5,2580,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,23,5,2580,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.200524246395806,712.0,0.3,-61.0,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,24,6,2580,9.75,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,24,6,2580,9.75,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,25,8,452,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,25,8,452,9.25,5,11,20,-334.0,6,-334.0,102.0,436.0,0.2339449541284403,436.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,26,6,2607,9.25,5,11,18,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,26,6,2607,9.25,5,11,18,-441.0,9,-441.0,153.0,594.0,0.2575757575757575,543.0,0.3333333333333333,-49.0,99.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,27,6,2633,9.25,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,27,6,2633,9.25,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,28,6,2633,9.0,5,11,23,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,28,6,2633,9.0,5,11,23,-591.0,9,-591.0,153.0,744.0,0.2056451612903226,693.0,0.3333333333333333,-65.66666666666667,124.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,29,6,2869,9.25,5,11,23,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,29,6,2869,9.25,5,11,23,-591.0,9,-591.0,153.0,744.0,0.2056451612903226,693.0,0.3333333333333333,-65.66666666666667,124.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,30,6,452,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,30,6,452,9.5,5,11,20,-334.0,6,-334.0,102.0,436.0,0.2339449541284403,436.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,31,6,2752,9.5,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,31,6,2752,9.5,5,11,19,-471.0,9,-471.0,153.0,624.0,0.2451923076923076,573.0,0.3333333333333333,-52.333333333333336,104.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,32,5,210,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,32,5,210,9.5,5,11,20,-327.0,3,-327.0,0.0,327.0,0.0,327.0,0.0,-109.0,109.0,3,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,33,5,2607,9.25,5,11,23,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,33,5,2607,9.25,5,11,23,-715.0,10,-715.0,153.0,868.0,0.1762672811059907,817.0,0.3,-71.5,124.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,34,5,2607,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,34,5,2607,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.200524246395806,712.0,0.3,-61.0,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,35,6,474,9.5,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,35,6,474,9.5,5,11,19,-314.0,6,-314.0,102.0,416.0,0.2451923076923076,416.0,0.3333333333333333,-52.333333333333336,104.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,36,6,2869,9.0,5,11,18,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,36,6,2869,9.0,5,11,18,-441.0,9,-441.0,153.0,594.0,0.2575757575757575,543.0,0.3333333333333333,-49.0,99.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,37,6,2921,9.5,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,37,6,2921,9.5,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,38,6,2607,9.5,5,11,4,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,38,6,2607,9.5,5,11,4,-21.0,9,-21.0,153.0,174.0,0.8793103448275862,123.0,0.3333333333333333,-2.333333333333333,29.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,39,6,242,9.25,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,39,6,242,9.25,5,11,19,-208.0,2,-208.0,0.0,208.0,0.0,208.0,0.0,-104.0,104.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,40,6,2607,9.0,5,11,18,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,40,6,2607,9.0,5,11,18,-441.0,9,-441.0,153.0,594.0,0.2575757575757575,543.0,0.3333333333333333,-49.0,99.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,41,6,492,9.25,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,41,6,492,9.25,5,11,3,6.0,6,6.0,102.0,96.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,42,8,2607,9.25,5,11,7,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,42,8,2607,9.25,5,11,7,-111.0,9,-111.0,153.0,264.0,0.5795454545454546,213.0,0.3333333333333333,-12.333333333333334,44.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,43,6,2607,9.0,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,43,6,2607,9.0,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,44,6,242,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,44,6,242,9.5,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,45,6,2607,9.0,5,11,4,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,45,6,2607,9.0,5,11,4,-21.0,9,-21.0,153.0,174.0,0.8793103448275862,123.0,0.3333333333333333,-2.333333333333333,29.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,46,8,2607,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,46,8,2607,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,47,8,2554,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,47,8,2554,9.25,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,48,6,2869,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,48,6,2869,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,49,8,243,9.25,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,49,8,243,9.25,5,11,19,-208.0,2,-208.0,0.0,208.0,0.0,208.0,0.0,-104.0,104.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,50,7,245,9.5,5,11,4,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,50,7,245,9.5,5,11,4,-58.0,2,-58.0,0.0,58.0,0.0,58.0,0.0,-29.0,29.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,51,6,2659,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,51,6,2659,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,52,6,2659,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,52,6,2659,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,53,8,242,9.5,5,11,7,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,53,8,242,9.5,5,11,7,-88.0,2,-88.0,0.0,88.0,0.0,88.0,0.0,-44.0,44.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,54,5,2607,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,54,5,2607,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.200524246395806,712.0,0.3,-61.0,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,55,7,2921,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,55,7,2921,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,56,6,2711,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,56,6,2711,9.25,5,11,20,-501.0,9,-501.0,153.0,654.0,0.2339449541284403,603.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,57,8,492,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,57,8,492,9.5,5,11,20,-334.0,6,-334.0,102.0,436.0,0.2339449541284403,436.0,0.3333333333333333,-55.66666666666666,109.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,58,8,2607,9.75,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,58,8,2607,9.75,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,59,5,225,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,59,5,225,9.25,5,11,20,-327.0,3,-327.0,0.0,327.0,0.0,327.0,0.0,-109.0,109.0,3,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,60,8,2867,9.75,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,60,8,2867,9.75,5,11,21,-531.0,9,-531.0,153.0,684.0,0.2236842105263158,633.0,0.3333333333333333,-59.0,114.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,61,8,243,9.75,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,61,8,243,9.75,5,11,21,-228.0,2,-228.0,0.0,228.0,0.0,228.0,0.0,-114.0,114.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,62,8,2607,9.5,5,11,6,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,62,8,2607,9.5,5,11,6,-81.0,9,-81.0,153.0,234.0,0.6538461538461539,183.0,0.3333333333333333,-9.0,39.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,63,7,2607,9.25,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,63,7,2607,9.25,5,11,21,-531.0,9,-531.0,153.0,684.0,0.2236842105263158,633.0,0.3333333333333333,-59.0,114.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,64,5,2711,9.25,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,64,5,2711,9.25,5,11,19,-575.0,10,-575.0,153.0,728.0,0.2101648351648351,677.0,0.3,-57.5,104.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,65,8,254,9.25,5,11,2,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,65,8,254,9.25,5,11,2,-38.0,2,-38.0,0.0,38.0,0.0,38.0,0.0,-19.0,19.0,2,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,66,5,2867,9.5,5,11,24,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,66,5,2867,9.5,5,11,24,-750.0,10,-750.0,153.0,903.0,0.1694352159468438,852.0,0.3,-75.0,129.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,67,5,2841,9.25,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,67,5,2841,9.25,5,11,21,-645.0,10,-645.0,153.0,798.0,0.1917293233082706,747.0,0.3,-64.5,114.0,4,expanding,net_profit_fitness,expanding,rep_1
train,1,0,22406,22406,53560,68,5,2607,9.25,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0,expanding,net_profit_fitness,expanding,rep_1
test,1,0,22406,22406,53560,68,5,2607,9.25,5,11,21,-645.0,10,-645.0,153.0,798.0,0.1917293233082706,747.0,0.3,-64.5,114.0,4,expanding,net_profit_fitness,expanding,rep_1
