window_id,first_generation,last_generation,first_population_best_fitness,last_population_best_fitness,population_best_improvement,first_population_average_fitness,last_population_average_fitness,population_average_improvement,first_population_median_fitness,last_population_median_fitness,population_median_improvement,first_std_fitness,last_std_fitness,std_change,first_fitness_range,last_fitness_range,fitness_range_change,first_best_so_far_fitness,last_best_so_far_fitness,best_so_far_improvement,final_selected_generation,number_of_generations_observed,optimizer_learned
1,0.0,100.0,26.0,114.0,88.0,-1022.85,108.48,1131.33,-1000.0,114.0,1114.0,1458.2643368959643,20.090944741501342,-1438.173392154463,11158.0,114.0,-11044.0,26.0,114.0,88.0,8,101,True
2,0.0,100.0,101.0,131.0,30.0,-2801.08,124.28,2925.36,-486.0,131.0,617.0,5317.593141809382,29.779350177089107,-5287.813791632293,30577.0,150.0,-30427.0,101.0,131.0,30.0,15,101,True
3,0.0,100.0,195.0,295.0,100.0,-2645.25,287.35,2932.6,-497.5,295.0,792.5,6206.241554257937,34.590351606227195,-6171.65120265171,45128.0,222.0,-44906.0,195.0,355.0,160.0,6,101,True
4,0.0,100.0,235.0,559.0,324.0,-7019.53,549.54,7569.07,-1340.5,559.0,1899.5,13179.83906605736,37.6974719834022,-13142.141594073959,69507.0,231.0,-69276.0,235.0,559.0,324.0,12,101,True
