max_drawdown,net_profit,number_of_trades,win_rate,expectancy,gross_profit,gross_loss,profit_factor,recovery_factor,longest_losing_streak,simulation_id
605.0,-180.0,135,0.2518518518518518,-1.3333333333333333,1739.0,1919.0,0.9062011464304325,-0.2975206611570248,14,180
473.0,610.0,135,0.2962962962962963,4.518518518518518,2415.0,1805.0,1.3379501385041552,1.2896405919661733,13,181
962.0,-470.0,135,0.21481481481481482,-3.4814814814814814,1544.0,2014.0,0.7666335650446872,-0.4885654885654886,16,182
1400.0,-1400.0,135,0.13333333333333333,-10.37037037037037,823.0,2223.0,0.3702204228520018,-1.0,19,183
250.0,555.0,135,0.3333333333333333,4.111111111111111,2265.0,1710.0,1.3245614035087718,2.22,11,184
462.0,-10.0,135,0.2814814814814815,-0.07407407407407407,1833.0,1843.0,0.9945740640260445,-0.021645021645021644,14,185
525.0,-200.0,135,0.23703703703703705,-1.4814814814814814,1757.0,1957.0,0.8978027593254982,-0.38095238095238093,12,186
380.0,-105.0,135,0.23703703703703705,-0.7777777777777778,1852.0,1957.0,0.9463464486458866,-0.27631578947368424,15,187
420.0,-10.0,135,0.25925925925925924,-0.07407407407407407,1890.0,1900.0,0.9947368421052631,-0.023809523809523808,9,188
1047.0,-705.0,135,0.1925925925925926,-5.222222222222222,1366.0,2071.0,0.6595847416706905,-0.673352435530086,22,189
475.0,-235.0,135,0.24444444444444444,-1.7407407407407407,1703.0,1938.0,0.8787409700722394,-0.49473684210526314,12,190
288.0,80.0,135,0.26666666666666666,0.5925925925925926,1961.0,1881.0,1.0425305688463584,0.2777777777777778,11,191
291.0,240.0,135,0.3111111111111111,1.7777777777777777,2007.0,1767.0,1.1358234295415959,0.8247422680412371,8,192
294.0,185.0,135,0.2962962962962963,1.3703703703703705,1990.0,1805.0,1.1024930747922437,0.6292517006802721,11,193
234.0,395.0,135,0.28888888888888886,2.925925925925926,2219.0,1824.0,1.2165570175438596,1.688034188034188,11,194
426.0,-5.0,135,0.2740740740740741,-0.037037037037037035,1857.0,1862.0,0.9973147153598282,-0.011737089201877934,20,195
279.0,-95.0,135,0.2814814814814815,-0.7037037037037037,1748.0,1843.0,0.9484536082474226,-0.34050179211469533,8,196
851.0,-390.0,135,0.22962962962962963,-2.888888888888889,1586.0,1976.0,0.8026315789473685,-0.4582843713278496,15,197
392.0,-285.0,135,0.2740740740740741,-2.111111111111111,1577.0,1862.0,0.8469387755102041,-0.7270408163265306,9,198
265.0,-70.0,135,0.2740740740740741,-0.5185185185185185,1792.0,1862.0,0.9624060150375939,-0.2641509433962264,11,199
240.0,55.0,135,0.2814814814814815,0.4074074074074074,1898.0,1843.0,1.0298426478567553,0.22916666666666666,12,200
306.0,465.0,135,0.34074074074074073,3.4444444444444446,2156.0,1691.0,1.2749852158486104,1.5196078431372548,10,201
298.0,110.0,135,0.2814814814814815,0.8148148148148148,1953.0,1843.0,1.0596852957135106,0.3691275167785235,13,202
168.0,745.0,135,0.3037037037037037,5.518518518518518,2531.0,1786.0,1.4171332586786114,4.434523809523809,8,203
789.0,-580.0,135,0.22962962962962963,-4.296296296296297,1396.0,1976.0,0.7064777327935222,-0.7351077313054499,9,204
171.0,605.0,135,0.31851851851851853,4.481481481481482,2353.0,1748.0,1.3461098398169336,3.538011695906433,9,205
635.0,65.0,135,0.3111111111111111,0.48148148148148145,1832.0,1767.0,1.0367855121675156,0.10236220472440945,11,206
