metric,mean,median,standard_deviation,minimum,maximum,percentile_5,percentile_95
max_drawdown,445.5448,412.0,184.4312749859958,118.0,1512.0,210.0,798.0
net_profit,28.41,15.0,401.28042800515453,-1400.0,1635.0,-605.0,715.0
win_rate,0.27360296296296294,0.2740740740740741,0.03824716028262098,0.1259259259259259,0.4444444444444444,0.21481481481481482,0.34074074074074073
expectancy,0.21044444444444443,0.1111111111111111,2.9724476148529964,-10.37037037037037,12.11111111111111,-4.481481481481482,5.296296296296297
gross_profit,1891.6184,1878.0,315.78827524377783,823.0,3212.0,1398.9,2442.05
gross_loss,1863.2084,1862.0,98.10396612492279,1425.0,2242.0,1691.0,2014.0
profit_factor,1.0256396210982845,1.0078947368421052,0.21943594281224352,0.3702204228520018,2.0367786937222574,0.6981398450254076,1.4152522779817764
recovery_factor,0.40660218076943216,0.033158758896699336,1.2867590331040473,-1.0,10.300751879699249,-0.8738307688407817,2.9700353825740824
longest_losing_streak,12.579,12.0,3.826559682012029,5.0,44.0,8.0,20.0
