entry_index,exit_index,direction,entry_price,exit_price,exit_reason,entry_timestamp,exit_timestamp,result,window_id,train_start,train_end,test_start,test_end,generation,repetition_id,repetition_name,source_repetition,source_file,result_ticks,net_result
6152,6154,short,30800.75,30801.5,SL,2026-06-16 15:37:01.516,2026-06-16 15:37:01.517,-3.0,1,0,22406,22406,53560,11,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
11716,11717,short,30811.0,30811.75,SL,2026-06-16 15:59:38.477,2026-06-16 15:59:38.477,-3.0,1,0,22406,22406,53560,11,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
12877,12878,short,30791.0,30791.75,SL,2026-06-16 16:03:51.620,2026-06-16 16:03:51.635,-3.0,1,0,22406,22406,53560,11,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
15259,15262,short,30773.75,30774.5,SL,2026-06-16 16:16:44.159,2026-06-16 16:16:44.175,-3.0,1,0,22406,22406,53560,11,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
15991,15992,short,30737.5,30738.25,SL,2026-06-16 16:19:42.520,2026-06-16 16:19:42.520,-3.0,1,0,22406,22406,53560,11,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
25881,25882,short,30578.75,30579.5,SL,2026-06-16 16:58:49.548,2026-06-16 16:58:49.548,-3.0,1,0,22406,22406,53560,11,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
29590,29593,short,30555.75,30556.5,SL,2026-06-16 17:22:19.034,2026-06-16 17:22:19.038,-3.0,1,0,22406,22406,53560,11,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
2447,2449,short,30497.25,30495.75,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,6.0,2,0,53560,53560,86986,10,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,6.0,26.0
2450,2452,short,30492.75,30491.25,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,6.0,2,0,53560,53560,86986,10,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,6.0,26.0
2453,2455,short,30489.0,30487.5,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,6.0,2,0,53560,53560,86986,10,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,6.0,26.0
2456,2458,short,30485.25,30483.75,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,6.0,2,0,53560,53560,86986,10,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,6.0,26.0
2459,2461,short,30481.5,30482.25,SL,2026-06-17 15:30:01.008,2026-06-17 15:30:01.012,-3.0,2,0,53560,53560,86986,10,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
28343,28344,short,30398.25,30399.0,SL,2026-06-17 16:55:10.963,2026-06-17 16:55:10.972,-3.0,2,0,53560,53560,86986,10,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
8523,8526,long,30472.0,30477.75,TP,2026-06-18 15:36:36.035,2026-06-18 15:36:36.035,23.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,23.0,111.0
8527,8531,long,30479.5,30478.75,SL,2026-06-18 15:36:36.035,2026-06-18 15:36:36.036,-3.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
8591,8593,short,30439.5,30440.25,SL,2026-06-18 15:36:37.779,2026-06-18 15:36:37.781,-3.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
9266,9271,short,30416.75,30411.0,TP,2026-06-18 15:37:47.137,2026-06-18 15:37:47.137,23.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,23.0,111.0
10042,10047,long,30452.5,30451.75,SL,2026-06-18 15:39:15.457,2026-06-18 15:39:15.459,-3.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
10188,10189,long,30466.75,30466.0,SL,2026-06-18 15:39:29.647,2026-06-18 15:39:29.654,-3.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
11419,11420,short,30431.25,30432.0,SL,2026-06-18 15:42:03.839,2026-06-18 15:42:03.840,-3.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
13048,13051,long,30476.0,30475.25,SL,2026-06-18 15:45:26.232,2026-06-18 15:45:26.237,-3.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
13612,13613,short,30441.75,30442.5,SL,2026-06-18 15:46:31.142,2026-06-18 15:46:31.144,-3.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
21538,21539,short,30559.5,30560.25,SL,2026-06-18 16:07:25.078,2026-06-18 16:07:25.087,-3.0,3,0,86986,86986,125287,9,3,rep_3,rep_3,experiments\NQ-5D\results\expanding\losing_streak_fitness\rep_3\walk_forward_trades.csv,-3.0,-19.0
