window_id,first_generation,last_generation,first_population_best_fitness,last_population_best_fitness,population_best_improvement,first_population_average_fitness,last_population_average_fitness,population_average_improvement,first_population_median_fitness,last_population_median_fitness,population_median_improvement,first_std_fitness,last_std_fitness,std_change,first_fitness_range,last_fitness_range,fitness_range_change,first_best_so_far_fitness,last_best_so_far_fitness,best_so_far_improvement,final_selected_generation,number_of_generations_observed,optimizer_learned
1,0.0,100.0,3.0,220.0,217.0,-1108.24,210.18,1318.42,-1000.0,220.0,1220.0,1565.7785949759464,34.51317417913328,-1531.265420796813,9355.0,227.0,-9128.0,3.0,220.0,217.0,24,101,True
2,0.0,100.0,106.0,106.0,0.0,-1549.09,95.58,1644.6699999999998,-432.0,106.0,538.0,4222.88303331152,42.76271858769156,-4180.120314723828,38224.0,320.0,-37904.0,106.0,106.0,0.0,0,101,False
3,0.0,100.0,257.0,314.0,57.0,-4169.46,303.44,4472.9,-909.5,314.0,1223.5,9614.102496674646,44.78440385092592,-9569.31809282372,53616.0,241.0,-53375.0,257.0,314.0,57.0,10,101,True
4,0.0,100.0,294.0,504.0,210.0,-4624.97,494.77,5119.74,-1408.0,504.0,1912.0,8454.44797337144,35.21588685336047,-8419.232086518079,51559.0,176.0,-51383.0,294.0,520.0,226.0,5,101,True
