window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,22406,22406,53560,5,503,7.5,4,9,2,-43.349022539176595,-43.349022539176595,-43.349022539176595,1.0,31,-109.0,328.0,437.0,0.7505720823798627,266.0,0.25806451612903225,-3.5161290322580645,19.0,14
2,0,53560,53560,86986,8,537,8.75,4,10,2,-75.3939314398658,-37.6969657199329,-75.3939314398658,2.0,17,-128.0,138.0,266.0,0.518796992481203,266.0,0.17647058823529413,-7.529411764705882,19.0,14
3,0,86986,86986,125287,13,671,5.25,1,23,2,110.67971810589327,36.89323936863109,110.67971810589327,3.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6
4,0,125287,125287,130699,14,2084,5.5,3,10,2,-1000.0,-1000.0,-1000.0,4.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
