generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter
0,1,0,22406,22406,53560,21.0,-1194.78,-1000.0,-10920.0,1816.6465863777632,10941.0,0
1,1,0,22406,22406,53560,32.0,-463.64,-181.5,-5230.0,733.7305745023823,5262.0,0
2,1,0,22406,22406,53560,81.0,-242.09,-80.5,-2191.0,405.85306329988316,2272.0,0
3,1,0,22406,22406,53560,32.0,-272.8,-92.5,-1189.0,358.5459411556515,1221.0,1
4,1,0,22406,22406,53560,141.0,-205.14,-57.5,-1000.0,334.8192643770364,1141.0,0
5,1,0,22406,22406,53560,141.0,-185.57,-38.5,-1000.0,335.33602188813177,1141.0,1
6,1,0,22406,22406,53560,141.0,-166.47,-38.0,-1039.0,320.0848200402544,1180.0,2
7,1,0,22406,22406,53560,141.0,-108.58,-19.0,-1099.0,245.3568080007629,1240.0,3
8,1,0,22406,22406,53560,141.0,-87.95,-19.0,-1000.0,237.93468991861332,1141.0,4
9,1,0,22406,22406,53560,141.0,-74.19,-19.0,-1000.0,229.1165155041593,1141.0,5
10,1,0,22406,22406,53560,146.0,-99.77,-0.5,-1000.0,309.0247564532817,1146.0,0
11,1,0,22406,22406,53560,146.0,-84.44,22.0,-1000.0,310.32567838750737,1146.0,1
12,1,0,22406,22406,53560,146.0,-88.74,32.0,-1000.0,338.4513637977629,1146.0,2
13,1,0,22406,22406,53560,146.0,-39.05,42.0,-1000.0,322.01579028351887,1146.0,3
14,1,0,22406,22406,53560,146.0,11.85,141.0,-1000.0,295.07511028053636,1146.0,4
15,1,0,22406,22406,53560,146.0,112.38,146.0,-1000.0,164.0848991876283,1146.0,5
16,1,0,22406,22406,53560,146.0,133.1,146.0,-1000.0,115.0762154119406,1146.0,6
17,1,0,22406,22406,53560,146.0,100.06,146.0,-1000.0,225.6811382495581,1146.0,7
18,1,0,22406,22406,53560,146.0,130.82,146.0,-1000.0,116.18518655903418,1146.0,8
19,1,0,22406,22406,53560,146.0,122.92,146.0,-1000.0,123.41460712786494,1146.0,9
20,1,0,22406,22406,53560,146.0,128.15,146.0,-1000.0,120.21927566918811,1146.0,10
21,1,0,22406,22406,53560,146.0,134.57,146.0,-474.0,68.97902696918942,620.0,11
22,1,0,22406,22406,53560,146.0,128.24,146.0,-1000.0,117.15500566998985,1146.0,12
23,1,0,22406,22406,53560,146.0,135.83,146.0,-350.0,55.16477704353228,496.0,13
24,1,0,22406,22406,53560,146.0,111.48,146.0,-1000.0,168.57168723535318,1146.0,14
25,1,0,22406,22406,53560,146.0,128.24,146.0,-1000.0,121.06264510741552,1146.0,15
26,1,0,22406,22406,53560,146.0,125.49,146.0,-1000.0,119.4877530599397,1146.0,16
27,1,0,22406,22406,53560,146.0,136.93,146.0,-109.0,41.980816927484746,255.0,17
28,1,0,22406,22406,53560,146.0,130.07,146.0,-410.0,78.79615113914787,556.0,18
29,1,0,22406,22406,53560,146.0,129.34,146.0,-1000.0,119.79614165554564,1146.0,19
30,1,0,22406,22406,53560,146.0,117.87,146.0,-1000.0,162.46371187673782,1146.0,20
31,1,0,22406,22406,53560,146.0,129.46,146.0,-1000.0,118.19863609939658,1146.0,21
32,1,0,22406,22406,53560,146.0,111.93,146.0,-1000.0,168.1799934653947,1146.0,22
33,1,0,22406,22406,53560,146.0,137.45,146.0,-109.0,36.20016602450906,255.0,23
34,1,0,22406,22406,53560,146.0,123.03,146.0,-1000.0,161.24186331362114,1146.0,24
35,1,0,22406,22406,53560,146.0,132.06,146.0,-1000.0,115.62066328203527,1146.0,25
36,1,0,22406,22406,53560,146.0,134.75,146.0,-109.0,44.02349579279435,255.0,26
37,1,0,22406,22406,53560,146.0,122.62,146.0,-1000.0,127.38225143165738,1146.0,27
38,1,0,22406,22406,53560,146.0,119.26,146.0,-1000.0,162.0626902021423,1146.0,28
39,1,0,22406,22406,53560,146.0,125.74,146.0,-1000.0,119.52850300368958,1146.0,29
40,1,0,22406,22406,53560,146.0,122.02,146.0,-1000.0,124.57304700618043,1146.0,30
41,1,0,22406,22406,53560,146.0,127.03,146.0,-1000.0,119.09078575828296,1146.0,31
42,1,0,22406,22406,53560,146.0,114.94,146.0,-1000.0,166.5057295704805,1146.0,32
43,1,0,22406,22406,53560,146.0,125.54,146.0,-1000.0,119.66176405927575,1146.0,33
44,1,0,22406,22406,53560,146.0,93.79,146.0,-1000.0,226.84659948293185,1146.0,34
45,1,0,22406,22406,53560,146.0,133.16,146.0,-226.0,55.144020802830745,372.0,35
46,1,0,22406,22406,53560,146.0,104.61,146.0,-1000.0,179.3228506004596,1146.0,36
47,1,0,22406,22406,53560,146.0,108.01,146.0,-1000.0,174.56210697605363,1146.0,37
48,1,0,22406,22406,53560,146.0,131.84,146.0,-1000.0,117.24813711341284,1146.0,38
49,1,0,22406,22406,53560,146.0,112.97,146.0,-1000.0,167.96791751144417,1146.0,39
50,1,0,22406,22406,53560,146.0,84.05,146.0,-1000.0,231.6315593629877,1146.0,40
51,1,0,22406,22406,53560,146.0,107.75,146.0,-1000.0,196.97804702580694,1146.0,41
52,1,0,22406,22406,53560,146.0,96.7,146.0,-1000.0,204.03082060702437,1146.0,42
53,1,0,22406,22406,53560,146.0,145.95,146.0,141.0,0.5,5.0,43
54,1,0,22406,22406,53560,146.0,135.89,146.0,-114.0,43.277095208631664,260.0,44
55,1,0,22406,22406,53560,146.0,121.59,146.0,-1000.0,161.55301190805963,1146.0,45
56,1,0,22406,22406,53560,146.0,115.5,146.0,-1000.0,164.90214423019845,1146.0,46
57,1,0,22406,22406,53560,146.0,129.58,146.0,-1000.0,120.10577661277402,1146.0,47
58,1,0,22406,22406,53560,146.0,116.71,146.0,-1000.0,163.75470044915326,1146.0,48
59,1,0,22406,22406,53560,146.0,115.57,146.0,-1000.0,163.9386590752588,1146.0,49
60,1,0,22406,22406,53560,146.0,129.53,146.0,-1000.0,116.63328137042326,1146.0,50
61,1,0,22406,22406,53560,146.0,127.35,146.0,-1000.0,120.95957877311618,1146.0,51
62,1,0,22406,22406,53560,146.0,130.67,146.0,-1000.0,116.1211536423589,1146.0,52
63,1,0,22406,22406,53560,146.0,144.41,146.0,12.0,13.43829519610943,134.0,53
64,1,0,22406,22406,53560,146.0,142.23,146.0,12.0,21.29203151558362,134.0,54
65,1,0,22406,22406,53560,146.0,144.81,146.0,27.0,11.9,119.0,55
66,1,0,22406,22406,53560,146.0,135.89,146.0,-114.0,42.832512667530274,260.0,56
67,1,0,22406,22406,53560,146.0,118.18,146.0,-1000.0,126.964990004602,1146.0,57
68,1,0,22406,22406,53560,146.0,126.81,146.0,-1000.0,120.39863878890917,1146.0,58
69,1,0,22406,22406,53560,146.0,124.7,146.0,-1000.0,131.1885450160735,1146.0,59
70,1,0,22406,22406,53560,146.0,126.2,146.0,-449.0,82.3936106182213,595.0,60
71,1,0,22406,22406,53560,146.0,136.31,146.0,-449.0,65.42953569615285,595.0,61
72,1,0,22406,22406,53560,146.0,139.8,146.0,17.0,26.50824152385195,129.0,62
73,1,0,22406,22406,53560,146.0,131.96,146.0,-1000.0,115.66696533015323,1146.0,63
74,1,0,22406,22406,53560,146.0,125.9,146.0,-241.0,76.12303969047197,387.0,64
75,1,0,22406,22406,53560,146.0,129.33,146.0,-1000.0,116.66043749604094,1146.0,65
76,1,0,22406,22406,53560,146.0,139.41,146.0,-114.0,38.299483077979055,260.0,66
77,1,0,22406,22406,53560,146.0,133.2,146.0,-1000.0,115.0852999415054,1146.0,67
78,1,0,22406,22406,53560,146.0,128.37,146.0,-1000.0,118.53300737931117,1146.0,68
79,1,0,22406,22406,53560,146.0,142.13,146.0,27.0,20.421149167794972,119.0,69
80,1,0,22406,22406,53560,146.0,130.65,146.0,-1000.0,117.59650023995981,1146.0,70
81,1,0,22406,22406,53560,146.0,98.01,146.0,-1000.0,207.75809043552104,1146.0,71
82,1,0,22406,22406,53560,146.0,122.84,146.0,-1000.0,126.25145023669505,1146.0,72
83,1,0,22406,22406,53560,146.0,121.74,146.0,-1000.0,136.73897717471738,1146.0,73
84,1,0,22406,22406,53560,146.0,115.57,146.0,-1000.0,166.46195033427583,1146.0,74
85,1,0,22406,22406,53560,146.0,135.61,146.0,-114.0,39.63670755573154,260.0,75
86,1,0,22406,22406,53560,146.0,108.59,146.0,-1000.0,196.84979121916868,1146.0,76
87,1,0,22406,22406,53560,146.0,103.87,146.0,-1000.0,200.00326537738368,1146.0,77
88,1,0,22406,22406,53560,146.0,117.9,146.0,-1000.0,163.4848709523393,1146.0,78
89,1,0,22406,22406,53560,146.0,125.5,146.0,-1000.0,122.50652425421465,1146.0,79
90,1,0,22406,22406,53560,146.0,106.39,146.0,-1000.0,198.03835436091614,1146.0,80
91,1,0,22406,22406,53560,146.0,110.28,146.0,-1000.0,196.66466768372888,1146.0,81
92,1,0,22406,22406,53560,146.0,83.57,146.0,-1000.0,251.66770037917343,1146.0,82
93,1,0,22406,22406,53560,146.0,129.51,146.0,-1000.0,118.14863904883082,1146.0,83
94,1,0,22406,22406,53560,146.0,133.0,146.0,-1000.0,115.12364894084337,1146.0,84
95,1,0,22406,22406,53560,146.0,79.7,146.0,-1000.0,253.7874120303261,1146.0,85
96,1,0,22406,22406,53560,146.0,111.63,146.0,-1000.0,165.7760235981066,1146.0,86
97,1,0,22406,22406,53560,146.0,101.23,146.0,-1000.0,201.11933514631798,1146.0,87
98,1,0,22406,22406,53560,146.0,135.96,146.0,-114.0,38.754060067522886,260.0,88
99,1,0,22406,22406,53560,146.0,86.25,146.0,-1000.0,233.81696091627146,1146.0,89
100,1,0,22406,22406,53560,146.0,121.5,146.0,-1000.0,126.5670661041893,1146.0,90
0,2,22406,53560,53560,86986,71.0,-1301.02,-399.5,-11104.0,2235.1118426358244,11175.0,0
1,2,22406,53560,53560,86986,72.0,-260.18,-128.5,-5408.0,575.3142203363411,5480.0,0
2,2,22406,53560,53560,86986,110.0,-109.22,-54.0,-1000.0,163.85917703622798,1110.0,0
3,2,22406,53560,53560,86986,180.0,-102.92,-28.5,-1152.0,256.5458464156676,1332.0,0
4,2,22406,53560,53560,86986,132.0,-32.69,2.0,-2532.0,267.0534957568607,2664.0,1
5,2,22406,53560,53560,86986,245.0,0.45,22.0,-824.0,122.27088448162625,1069.0,0
6,2,22406,53560,53560,86986,245.0,38.69,37.0,-159.0,44.66591926104671,404.0,1
7,2,22406,53560,53560,86986,266.0,17.21,57.5,-2818.0,302.9711889159286,3084.0,0
8,2,22406,53560,53560,86986,245.0,56.62,71.0,-271.0,78.31892581882198,516.0,1
9,2,22406,53560,53560,86986,291.0,67.55,76.0,-679.0,109.59829083309353,970.0,0
10,2,22406,53560,53560,86986,291.0,106.47,106.0,-135.0,79.48832008731239,426.0,1
11,2,22406,53560,53560,86986,291.0,121.97,106.0,-103.0,79.92186272487736,394.0,2
12,2,22406,53560,53560,86986,291.0,135.23,193.0,-1000.0,182.3443215901214,1291.0,3
13,2,22406,53560,53560,86986,309.0,209.6,245.0,-276.0,93.65960288257266,585.0,0
14,2,22406,53560,53560,86986,310.0,244.52,245.0,-54.0,65.24413824825626,364.0,0
15,2,22406,53560,53560,86986,310.0,251.98,291.0,-276.0,96.69372453079033,586.0,1
16,2,22406,53560,53560,86986,317.0,273.16,291.0,-240.0,75.49777172442599,557.0,0
17,2,22406,53560,53560,86986,356.0,275.87,291.0,-336.0,84.26481286319152,692.0,0
18,2,22406,53560,53560,86986,356.0,292.42,309.0,-205.0,61.675786385441626,561.0,1
19,2,22406,53560,53560,86986,371.0,303.43,309.0,41.0,56.85285899370036,330.0,0
20,2,22406,53560,53560,86986,371.0,319.99,326.0,39.0,61.271460062428886,332.0,1
21,2,22406,53560,53560,86986,375.0,327.03,356.0,-184.0,77.13617173478983,559.0,0
22,2,22406,53560,53560,86986,375.0,341.13,356.0,49.0,63.22249551697512,326.0,1
23,2,22406,53560,53560,86986,375.0,346.43,356.0,30.0,61.67563489250791,345.0,2
24,2,22406,53560,53560,86986,375.0,350.27,373.0,49.0,63.21310038754673,326.0,3
25,2,22406,53560,53560,86986,375.0,356.89,375.0,68.0,60.32385577661275,307.0,4
26,2,22406,53560,53560,86986,375.0,353.1,375.0,68.0,66.95717008851723,307.0,5
27,2,22406,53560,53560,86986,375.0,357.13,375.0,90.0,55.9602411168732,285.0,6
28,2,22406,53560,53560,86986,375.0,358.05,375.0,68.0,61.83872393393785,307.0,7
29,2,22406,53560,53560,86986,375.0,352.36,375.0,68.0,64.11188452520904,307.0,8
30,2,22406,53560,53560,86986,375.0,360.82,375.0,68.0,55.13589822182344,307.0,9
31,2,22406,53560,53560,86986,375.0,361.57,375.0,90.0,47.18569698542134,285.0,10
32,2,22406,53560,53560,86986,375.0,356.57,375.0,68.0,62.02903442027057,307.0,11
33,2,22406,53560,53560,86986,375.0,355.71,375.0,68.0,60.60107926498346,307.0,12
34,2,22406,53560,53560,86986,375.0,353.8,375.0,68.0,68.09426027814887,307.0,13
35,2,22406,53560,53560,86986,375.0,356.72,375.0,68.0,61.46577926132573,307.0,14
36,2,22406,53560,53560,86986,375.0,363.31,375.0,90.0,47.65441567508024,285.0,15
37,2,22406,53560,53560,86986,375.0,358.79,375.0,68.0,57.27221813145506,307.0,16
38,2,22406,53560,53560,86986,375.0,361.67,375.0,140.0,46.37551056104913,235.0,17
39,2,22406,53560,53560,86986,375.0,355.23,375.0,68.0,66.96250345295394,307.0,18
40,2,22406,53560,53560,86986,375.0,352.72,375.0,68.0,67.84356337125203,307.0,19
41,2,22406,53560,53560,86986,375.0,355.73,375.0,68.0,68.62868249213342,307.0,20
42,2,22406,53560,53560,86986,375.0,360.86,375.0,68.0,48.568398088976465,307.0,21
43,2,22406,53560,53560,86986,375.0,349.04,375.0,68.0,73.32120009818705,307.0,22
44,2,22406,53560,53560,86986,375.0,358.34,375.0,68.0,58.53708485251297,307.0,23
45,2,22406,53560,53560,86986,375.0,364.12,375.0,68.0,46.056899372384805,307.0,24
46,2,22406,53560,53560,86986,375.0,361.25,375.0,68.0,55.25375347184364,307.0,25
47,2,22406,53560,53560,86986,375.0,361.74,375.0,90.0,50.58917918394259,285.0,26
48,2,22406,53560,53560,86986,375.0,356.12,375.0,83.0,65.48132280554232,292.0,27
49,2,22406,53560,53560,86986,375.0,355.8,375.0,68.0,63.096206804619506,307.0,28
50,2,22406,53560,53560,86986,375.0,334.94,375.0,68.0,92.22138712047354,307.0,29
51,2,22406,53560,53560,86986,375.0,359.55,375.0,83.0,57.25459268773452,292.0,30
52,2,22406,53560,53560,86986,375.0,360.88,375.0,90.0,55.12506991681129,285.0,31
53,2,22406,53560,53560,86986,375.0,363.56,375.0,113.0,48.18049397837262,262.0,32
54,2,22406,53560,53560,86986,375.0,358.75,375.0,68.0,60.47912654358318,307.0,33
55,2,22406,53560,53560,86986,375.0,360.63,375.0,68.0,55.006456003092964,307.0,34
56,2,22406,53560,53560,86986,375.0,350.5,375.0,83.0,70.02705105020401,292.0,35
57,2,22406,53560,53560,86986,375.0,352.29,375.0,68.0,70.75941526387035,307.0,36
58,2,22406,53560,53560,86986,375.0,363.6,375.0,68.0,50.81398041937481,307.0,37
59,2,22406,53560,53560,86986,375.0,344.04,375.0,68.0,81.39154896194225,307.0,38
60,2,22406,53560,53560,86986,375.0,358.25,375.0,83.0,62.982020041316936,292.0,39
61,2,22406,53560,53560,86986,375.0,355.12,375.0,83.0,64.69903594741774,292.0,40
62,2,22406,53560,53560,86986,375.0,361.3,375.0,83.0,51.62089859463095,292.0,41
63,2,22406,53560,53560,86986,375.0,360.9,375.0,68.0,56.323111857326644,307.0,42
64,2,22406,53560,53560,86986,375.0,361.13,375.0,90.0,53.56571627072637,285.0,43
65,2,22406,53560,53560,86986,375.0,361.76,375.0,68.0,56.214976975567964,307.0,44
66,2,22406,53560,53560,86986,375.0,355.8,375.0,68.0,70.54850040284988,307.0,45
