dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
train,1,0,22406,22406,53560,0,6,496,7.75,2,24,3,-4.6283352950392205,18,-12.0,348.0,360.0,0.9666666666666667,264.0,0.16666666666666666,-0.6666666666666666,24.0,11
test,1,0,22406,22406,53560,0,6,496,7.75,2,24,3,-105.27282340157299,39,-236.0,580.0,816.0,0.7107843137254902,340.0,0.1282051282051282,-6.051282051282051,24.0,14
train,1,0,22406,22406,53560,1,6,448,5.0,2,9,2,130.28675638332888,23,163.0,410.0,247.0,1.6599190283400809,114.0,0.43478260869565216,7.086956521739131,19.0,6
test,1,0,22406,22406,53560,1,6,448,5.0,2,9,2,-142.85424179911496,54,-486.0,369.0,855.0,0.43157894736842106,549.0,0.16666666666666666,-9.0,19.0,25
train,1,0,22406,22406,53560,2,6,448,5.0,3,19,2,53.60037313302959,17,117.0,364.0,247.0,1.4736842105263157,171.0,0.23529411764705882,6.882352941176471,19.0,9
test,1,0,22406,22406,53560,2,6,448,5.0,3,19,2,-97.6,36,-244.0,364.0,608.0,0.5986842105263158,316.0,0.1111111111111111,-6.777777777777778,19.0,15
train,1,0,22406,22406,53560,3,6,300,7.0,2,19,2,139.17427923290998,13,193.0,364.0,171.0,2.128654970760234,95.0,0.3076923076923077,14.846153846153847,19.0,5
test,1,0,22406,22406,53560,3,6,300,7.0,2,19,2,-79.34782608695652,25,-365.0,91.0,456.0,0.19956140350877194,437.0,0.04,-14.6,19.0,23
train,1,0,22406,22406,53560,4,6,448,8.75,1,9,2,185.0,25,185.0,451.0,266.0,1.6954887218045114,95.0,0.44,7.4,19.0,5
test,1,0,22406,22406,53560,4,6,448,8.75,1,9,2,-195.65299320480636,54,-426.0,410.0,836.0,0.4904306220095694,489.0,0.18518518518518517,-7.888888888888889,19.0,16
train,1,0,22406,22406,53560,5,6,281,6.25,3,9,2,251.7439175034821,15,195.0,328.0,133.0,2.4661654135338344,57.0,0.5333333333333333,13.0,19.0,3
test,1,0,22406,22406,53560,5,6,281,6.25,3,9,2,-77.63157894736842,25,-295.0,123.0,418.0,0.2942583732057416,361.0,0.12,-11.8,19.0,19
train,1,0,22406,22406,53560,6,6,300,6.25,2,9,2,571.050129148046,17,277.0,410.0,133.0,3.082706766917293,38.0,0.5882352941176471,16.294117647058822,19.0,2
test,1,0,22406,22406,53560,6,6,300,6.25,2,9,2,-88.14664500099109,29,-311.0,164.0,475.0,0.3452631578947368,377.0,0.13793103448275862,-10.724137931034482,19.0,19
train,1,0,22406,22406,53560,7,6,300,8.5,2,9,2,571.050129148046,17,277.0,410.0,133.0,3.082706766917293,38.0,0.5882352941176471,16.294117647058822,19.0,2
test,1,0,22406,22406,53560,7,6,300,8.5,2,9,2,-75.11768544535079,24,-276.0,123.0,399.0,0.3082706766917293,342.0,0.125,-11.5,19.0,18
train,1,0,22406,22406,53560,8,6,255,9.75,2,9,2,840.0934471831094,13,233.0,328.0,95.0,3.4526315789473685,19.0,0.6153846153846154,17.923076923076923,19.0,1
