dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
train,1,0,22406,22406,53560,0,9,244,9.75,4,5,28,42.0,2,42.0,42.0,0.0,inf,0.0,1.0,21.0,0.0,0
test,1,0,22406,22406,53560,0,9,244,9.75,4,5,28,-298.0,2,-298.0,0.0,298.0,0.0,298.0,0.0,-149.0,149.0,2
train,1,0,22406,22406,53560,1,7,2819,9.25,4,16,3,80.0,5,80.0,152.0,72.0,2.111111111111111,48.0,0.4,16.0,24.0,2
test,1,0,22406,22406,53560,1,7,2819,9.25,4,16,3,-84.0,16,-84.0,228.0,312.0,0.7307692307692307,192.0,0.1875,-5.25,24.0,8
train,1,0,22406,22406,53560,2,7,2819,9.25,4,16,3,80.0,5,80.0,152.0,72.0,2.111111111111111,48.0,0.4,16.0,24.0,2
test,1,0,22406,22406,53560,2,7,2819,9.25,4,16,3,-84.0,16,-84.0,228.0,312.0,0.7307692307692307,192.0,0.1875,-5.25,24.0,8
train,1,0,22406,22406,53560,3,8,3944,4.0,8,17,18,81.0,1,81.0,81.0,0.0,inf,0.0,1.0,81.0,0.0,0
test,1,0,22406,22406,53560,3,8,3944,4.0,8,17,18,-612.0,8,-612.0,81.0,693.0,0.11688311688311688,612.0,0.125,-76.5,99.0,5
train,1,0,22406,22406,53560,4,7,869,9.25,4,15,3,94.0,4,94.0,142.0,48.0,2.9583333333333335,48.0,0.5,23.5,24.0,2
test,1,0,22406,22406,53560,4,7,869,9.25,4,15,3,-3.0,12,-3.0,213.0,216.0,0.9861111111111112,144.0,0.25,-0.25,24.0,6
train,1,0,22406,22406,53560,5,6,452,9.25,5,8,6,72.0,2,72.0,72.0,0.0,inf,0.0,1.0,36.0,0.0,0
test,1,0,22406,22406,53560,5,6,452,9.25,5,8,6,27.0,7,27.0,144.0,117.0,1.2307692307692308,81.0,0.5714285714285714,3.857142857142857,39.0,2
train,1,0,22406,22406,53560,6,6,2633,9.25,5,10,3,92.0,2,92.0,92.0,0.0,inf,0.0,1.0,46.0,0.0,0
test,1,0,22406,22406,53560,6,6,2633,9.25,5,10,3,-6.0,9,-6.0,138.0,144.0,0.9583333333333334,98.0,0.3333333333333333,-0.6666666666666666,24.0,4
train,1,0,22406,22406,53560,7,7,452,9.25,5,10,20,92.0,2,92.0,92.0,0.0,inf,0.0,1.0,46.0,0.0,0
test,1,0,22406,22406,53560,7,7,452,9.25,5,10,20,-344.0,6,-344.0,92.0,436.0,0.21100917431192662,436.0,0.3333333333333333,-57.333333333333336,109.0,4
train,1,0,22406,22406,53560,8,6,2633,9.25,5,10,3,92.0,2,92.0,92.0,0.0,inf,0.0,1.0,46.0,0.0,0
test,1,0,22406,22406,53560,8,6,2633,9.25,5,10,3,-6.0,9,-6.0,138.0,144.0,0.9583333333333334,98.0,0.3333333333333333,-0.6666666666666666,24.0,4
train,1,0,22406,22406,53560,9,7,226,9.0,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,9,7,226,9.0,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2
train,1,0,22406,22406,53560,10,6,226,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,10,6,226,9.25,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2
train,1,0,22406,22406,53560,11,6,226,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,11,6,226,9.25,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2
train,1,0,22406,22406,53560,12,5,2633,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,12,5,2633,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.20052424639580602,712.0,0.3,-61.0,109.0,4
train,1,0,22406,22406,53560,13,6,452,9.25,5,11,6,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,13,6,452,9.25,5,11,6,-54.0,6,-54.0,102.0,156.0,0.6538461538461539,156.0,0.3333333333333333,-9.0,39.0,4
train,1,0,22406,22406,53560,14,6,226,9.25,5,11,6,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,14,6,226,9.25,5,11,6,-78.0,2,-78.0,0.0,78.0,0.0,78.0,0.0,-39.0,39.0,2
train,1,0,22406,22406,53560,15,6,226,9.25,5,11,6,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,15,6,226,9.25,5,11,6,-78.0,2,-78.0,0.0,78.0,0.0,78.0,0.0,-39.0,39.0,2
train,1,0,22406,22406,53560,16,7,2607,9.25,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,16,7,2607,9.25,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4
train,1,0,22406,22406,53560,17,6,226,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,17,6,226,9.25,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2
train,1,0,22406,22406,53560,18,6,2580,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,18,6,2580,9.25,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,19,8,226,9.25,5,11,18,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,19,8,226,9.25,5,11,18,-198.0,2,-198.0,0.0,198.0,0.0,198.0,0.0,-99.0,99.0,2
train,1,0,22406,22406,53560,20,5,2633,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,20,5,2633,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.20052424639580602,712.0,0.3,-61.0,109.0,4
train,1,0,22406,22406,53560,21,6,3040,9.25,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,21,6,3040,9.25,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4
train,1,0,22406,22406,53560,22,6,2448,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,22,6,2448,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,23,5,2580,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,23,5,2580,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.20052424639580602,712.0,0.3,-61.0,109.0,4
train,1,0,22406,22406,53560,24,6,2580,9.75,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,24,6,2580,9.75,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4
train,1,0,22406,22406,53560,25,8,452,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,25,8,452,9.25,5,11,20,-334.0,6,-334.0,102.0,436.0,0.23394495412844038,436.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,26,6,2607,9.25,5,11,18,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,26,6,2607,9.25,5,11,18,-441.0,9,-441.0,153.0,594.0,0.25757575757575757,543.0,0.3333333333333333,-49.0,99.0,4
train,1,0,22406,22406,53560,27,6,2633,9.25,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,27,6,2633,9.25,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4
train,1,0,22406,22406,53560,28,6,2633,9.0,5,11,23,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,28,6,2633,9.0,5,11,23,-591.0,9,-591.0,153.0,744.0,0.2056451612903226,693.0,0.3333333333333333,-65.66666666666667,124.0,4
train,1,0,22406,22406,53560,29,6,2869,9.25,5,11,23,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,29,6,2869,9.25,5,11,23,-591.0,9,-591.0,153.0,744.0,0.2056451612903226,693.0,0.3333333333333333,-65.66666666666667,124.0,4
train,1,0,22406,22406,53560,30,6,452,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,30,6,452,9.5,5,11,20,-334.0,6,-334.0,102.0,436.0,0.23394495412844038,436.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,31,6,2752,9.5,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,31,6,2752,9.5,5,11,19,-471.0,9,-471.0,153.0,624.0,0.24519230769230768,573.0,0.3333333333333333,-52.333333333333336,104.0,4
train,1,0,22406,22406,53560,32,5,210,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,32,5,210,9.5,5,11,20,-327.0,3,-327.0,0.0,327.0,0.0,327.0,0.0,-109.0,109.0,3
train,1,0,22406,22406,53560,33,5,2607,9.25,5,11,23,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,33,5,2607,9.25,5,11,23,-715.0,10,-715.0,153.0,868.0,0.17626728110599077,817.0,0.3,-71.5,124.0,4
train,1,0,22406,22406,53560,34,5,2607,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,34,5,2607,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.20052424639580602,712.0,0.3,-61.0,109.0,4
train,1,0,22406,22406,53560,35,6,474,9.5,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,35,6,474,9.5,5,11,19,-314.0,6,-314.0,102.0,416.0,0.24519230769230768,416.0,0.3333333333333333,-52.333333333333336,104.0,4
train,1,0,22406,22406,53560,36,6,2869,9.0,5,11,18,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,36,6,2869,9.0,5,11,18,-441.0,9,-441.0,153.0,594.0,0.25757575757575757,543.0,0.3333333333333333,-49.0,99.0,4
train,1,0,22406,22406,53560,37,6,2921,9.5,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,37,6,2921,9.5,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4
train,1,0,22406,22406,53560,38,6,2607,9.5,5,11,4,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,38,6,2607,9.5,5,11,4,-21.0,9,-21.0,153.0,174.0,0.8793103448275862,123.0,0.3333333333333333,-2.3333333333333335,29.0,4
train,1,0,22406,22406,53560,39,6,242,9.25,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,39,6,242,9.25,5,11,19,-208.0,2,-208.0,0.0,208.0,0.0,208.0,0.0,-104.0,104.0,2
train,1,0,22406,22406,53560,40,6,2607,9.0,5,11,18,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,40,6,2607,9.0,5,11,18,-441.0,9,-441.0,153.0,594.0,0.25757575757575757,543.0,0.3333333333333333,-49.0,99.0,4
train,1,0,22406,22406,53560,41,6,492,9.25,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,41,6,492,9.25,5,11,3,6.0,6,6.0,102.0,96.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4
train,1,0,22406,22406,53560,42,8,2607,9.25,5,11,7,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,42,8,2607,9.25,5,11,7,-111.0,9,-111.0,153.0,264.0,0.5795454545454546,213.0,0.3333333333333333,-12.333333333333334,44.0,4
train,1,0,22406,22406,53560,43,6,2607,9.0,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,43,6,2607,9.0,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,44,6,242,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,44,6,242,9.5,5,11,20,-218.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2
train,1,0,22406,22406,53560,45,6,2607,9.0,5,11,4,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,45,6,2607,9.0,5,11,4,-21.0,9,-21.0,153.0,174.0,0.8793103448275862,123.0,0.3333333333333333,-2.3333333333333335,29.0,4
train,1,0,22406,22406,53560,46,8,2607,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,46,8,2607,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,47,8,2554,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,47,8,2554,9.25,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,48,6,2869,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,48,6,2869,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,49,8,243,9.25,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,49,8,243,9.25,5,11,19,-208.0,2,-208.0,0.0,208.0,0.0,208.0,0.0,-104.0,104.0,2
train,1,0,22406,22406,53560,50,7,245,9.5,5,11,4,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,50,7,245,9.5,5,11,4,-58.0,2,-58.0,0.0,58.0,0.0,58.0,0.0,-29.0,29.0,2
train,1,0,22406,22406,53560,51,6,2659,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,51,6,2659,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,52,6,2659,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,52,6,2659,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,53,8,242,9.5,5,11,7,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,53,8,242,9.5,5,11,7,-88.0,2,-88.0,0.0,88.0,0.0,88.0,0.0,-44.0,44.0,2
train,1,0,22406,22406,53560,54,5,2607,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,54,5,2607,9.25,5,11,20,-610.0,10,-610.0,153.0,763.0,0.20052424639580602,712.0,0.3,-61.0,109.0,4
train,1,0,22406,22406,53560,55,7,2921,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,55,7,2921,9.5,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,56,6,2711,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,56,6,2711,9.25,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,57,8,492,9.5,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,57,8,492,9.5,5,11,20,-334.0,6,-334.0,102.0,436.0,0.23394495412844038,436.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,58,8,2607,9.75,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,58,8,2607,9.75,5,11,3,9.0,9,9.0,153.0,144.0,1.0625,96.0,0.3333333333333333,1.0,24.0,4
train,1,0,22406,22406,53560,59,5,225,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,59,5,225,9.25,5,11,20,-327.0,3,-327.0,0.0,327.0,0.0,327.0,0.0,-109.0,109.0,3
train,1,0,22406,22406,53560,60,8,2867,9.75,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,60,8,2867,9.75,5,11,21,-531.0,9,-531.0,153.0,684.0,0.2236842105263158,633.0,0.3333333333333333,-59.0,114.0,4
train,1,0,22406,22406,53560,61,8,243,9.75,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,61,8,243,9.75,5,11,21,-228.0,2,-228.0,0.0,228.0,0.0,228.0,0.0,-114.0,114.0,2
train,1,0,22406,22406,53560,62,8,2607,9.5,5,11,6,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,62,8,2607,9.5,5,11,6,-81.0,9,-81.0,153.0,234.0,0.6538461538461539,183.0,0.3333333333333333,-9.0,39.0,4
train,1,0,22406,22406,53560,63,7,2607,9.25,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,63,7,2607,9.25,5,11,21,-531.0,9,-531.0,153.0,684.0,0.2236842105263158,633.0,0.3333333333333333,-59.0,114.0,4
train,1,0,22406,22406,53560,64,5,2711,9.25,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,64,5,2711,9.25,5,11,19,-575.0,10,-575.0,153.0,728.0,0.21016483516483517,677.0,0.3,-57.5,104.0,4
train,1,0,22406,22406,53560,65,8,254,9.25,5,11,2,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,65,8,254,9.25,5,11,2,-38.0,2,-38.0,0.0,38.0,0.0,38.0,0.0,-19.0,19.0,2
train,1,0,22406,22406,53560,66,5,2867,9.5,5,11,24,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,66,5,2867,9.5,5,11,24,-750.0,10,-750.0,153.0,903.0,0.16943521594684385,852.0,0.3,-75.0,129.0,4
train,1,0,22406,22406,53560,67,5,2841,9.25,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,67,5,2841,9.25,5,11,21,-645.0,10,-645.0,153.0,798.0,0.19172932330827067,747.0,0.3,-64.5,114.0,4
train,1,0,22406,22406,53560,68,5,2607,9.25,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,68,5,2607,9.25,5,11,21,-645.0,10,-645.0,153.0,798.0,0.19172932330827067,747.0,0.3,-64.5,114.0,4
train,1,0,22406,22406,53560,69,6,2607,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,69,6,2607,9.25,5,11,20,-501.0,9,-501.0,153.0,654.0,0.23394495412844038,603.0,0.3333333333333333,-55.666666666666664,109.0,4
train,1,0,22406,22406,53560,70,8,269,9.25,5,11,3,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,70,8,269,9.25,5,11,3,-48.0,2,-48.0,0.0,48.0,0.0,48.0,0.0,-24.0,24.0,2
train,1,0,22406,22406,53560,71,6,2607,9.25,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,71,6,2607,9.25,5,11,21,-531.0,9,-531.0,153.0,684.0,0.2236842105263158,633.0,0.3333333333333333,-59.0,114.0,4
train,1,0,22406,22406,53560,72,5,243,9.5,5,11,24,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,72,5,243,9.5,5,11,24,-387.0,3,-387.0,0.0,387.0,0.0,387.0,0.0,-129.0,129.0,3
train,1,0,22406,22406,53560,73,8,243,9.5,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,73,8,243,9.5,5,11,21,-228.0,2,-228.0,0.0,228.0,0.0,228.0,0.0,-114.0,114.0,2
train,1,0,22406,22406,53560,74,5,2841,9.25,5,11,6,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,74,5,2841,9.25,5,11,6,-120.0,10,-120.0,153.0,273.0,0.5604395604395604,222.0,0.3,-12.0,39.0,4
train,1,0,22406,22406,53560,75,8,2841,9.0,5,11,19,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,75,8,2841,9.0,5,11,19,-471.0,9,-471.0,153.0,624.0,0.24519230769230768,573.0,0.3333333333333333,-52.333333333333336,104.0,4
train,1,0,22406,22406,53560,76,8,247,9.25,5,11,24,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,76,8,247,9.25,5,11,24,-258.0,2,-258.0,0.0,258.0,0.0,258.0,0.0,-129.0,129.0,2
train,1,0,22406,22406,53560,77,8,269,9.25,5,11,22,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,77,8,269,9.25,5,11,22,-238.0,2,-238.0,0.0,238.0,0.0,238.0,0.0,-119.0,119.0,2
train,1,0,22406,22406,53560,78,8,250,9.25,5,11,21,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
test,1,0,22406,22406,53560,78,8,250,9.25,5,11,21,-228.0,2,-228.0,0.0,228.0,0.0,228.0,0.0,-114.0,114.0,2
train,1,0,22406,22406,53560,79,8,243,9.25,5,11,20,102.0,2,102.0,102.0,0.0,inf,0.0,1.0,51.0,0.0,0
