window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,22406,22406,53560,7,226,9.0,5,11,20,-218.0,-218.0,-218.0,1.0,2,-218.0,0.0,218.0,0.0,218.0,0.0,-109.0,109.0,2
2,0,53560,53560,86986,13,812,4.25,10,27,18,64.0,32.0,64.0,2.0,2,32.0,131.0,99.0,1.3232323232323233,99.0,0.5,16.0,99.0,1
3,0,86986,86986,125287,13,1620,9.25,5,23,2,324.0,108.0,324.0,3.0,8,108.0,222.0,114.0,1.9473684210526316,114.0,0.25,13.5,19.0,6
4,0,125287,125287,130699,12,1495,9.0,3,26,2,-4000.0,-1000.0,-4000.0,4.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
