dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,analysis_generation,selected_generation
test,1,0,86986,86986,125287,0,14,3904,6.5,4,16,13,-297.0,9,-66.0,304.0,370.0,0.8216216216216217,220.0,0.4444444444444444,-7.333333333333333,74.0,2,0,0
train,1,0,86986,86986,125287,0,14,3904,6.5,4,16,13,178.88543819998318,5,80.0,228.0,148.0,1.5405405405405406,74.0,0.6,16.0,74.0,1,0,0
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,1,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,1,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,2,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,2,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,3,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,3,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,4,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,4,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,5,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,5,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,6,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,6,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,7,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,7,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,8,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,8,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,9,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,9,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,10,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,10,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,11,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,11,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,12,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,12,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,13,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,13,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,14,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,14,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,15,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,15,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,16,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,16,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,17,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,17,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,18,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,18,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,19,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,19,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,20,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,20,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,21,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,21,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,22,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,22,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,23,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,23,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,24,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,24,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,25,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,25,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,26,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,26,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5,27,1
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,27,1
