dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
train,1,0,53560,53560,86986,0,9,3704,8.75,8,27,7,87.0,2,87.0,131.0,44.0,2.977272727272727,44.0,0.5,43.5,44.0,1
test,1,0,53560,53560,86986,0,9,3704,8.75,8,27,7,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0
train,1,0,53560,53560,86986,1,13,628,8.25,7,10,25,92.0,2,92.0,92.0,0.0,inf,0.0,1.0,46.0,0.0,0
test,1,0,53560,53560,86986,1,13,628,8.25,7,10,25,-84.0,3,-42.0,92.0,134.0,0.6865671641791045,134.0,0.6666666666666666,-14.0,134.0,1
train,1,0,53560,53560,86986,2,14,1427,9.0,1,22,10,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,2,14,1427,9.0,1,22,10,94.0,2,47.0,106.0,59.0,1.7966101694915255,59.0,0.5,23.5,59.0,1
train,1,0,53560,53560,86986,3,14,1427,9.0,1,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,3,14,1427,9.0,1,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,4,14,962,9.0,1,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,4,14,962,9.0,1,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,5,14,2515,4.25,9,22,2,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,5,14,2515,4.25,9,22,2,174.0,2,87.0,106.0,19.0,5.578947368421052,19.0,0.5,43.5,19.0,1
train,1,0,53560,53560,86986,6,14,2389,4.25,9,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,6,14,2389,4.25,9,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,7,14,1541,4.25,7,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,7,14,1541,4.25,7,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,8,14,985,4.25,9,22,2,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,8,14,985,4.25,9,22,2,174.0,2,87.0,106.0,19.0,5.578947368421052,19.0,0.5,43.5,19.0,1
train,1,0,53560,53560,86986,9,14,2555,7.25,1,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,9,14,2555,7.25,1,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,10,14,3586,4.5,1,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,10,14,3586,4.5,1,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,11,14,865,8.25,9,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,11,14,865,8.25,9,22,4,-58.0,1,-29.0,0.0,29.0,0.0,29.0,0.0,-29.0,29.0,1
train,1,0,53560,53560,86986,12,14,2515,4.25,9,22,2,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,12,14,2515,4.25,9,22,2,174.0,2,87.0,106.0,19.0,5.578947368421052,19.0,0.5,43.5,19.0,1
train,1,0,53560,53560,86986,13,14,2515,8.25,9,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,13,14,2515,8.25,9,22,4,-58.0,1,-29.0,0.0,29.0,0.0,29.0,0.0,-29.0,29.0,1
train,1,0,53560,53560,86986,14,14,1959,8.0,8,22,2,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,14,14,1959,8.0,8,22,2,174.0,2,87.0,106.0,19.0,5.578947368421052,19.0,0.5,43.5,19.0,1
train,1,0,53560,53560,86986,15,14,1959,4.5,7,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,15,14,1959,4.5,7,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,16,14,2515,7.5,7,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,16,14,2515,7.5,7,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,17,14,1959,4.5,8,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,17,14,1959,4.5,8,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,18,14,1959,4.25,1,22,4,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,18,14,1959,4.25,1,22,4,154.0,2,77.0,106.0,29.0,3.6551724137931036,29.0,0.5,38.5,29.0,1
train,1,0,53560,53560,86986,19,14,1959,4.75,8,22,2,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
test,1,0,53560,53560,86986,19,14,1959,4.75,8,22,2,174.0,2,87.0,106.0,19.0,5.578947368421052,19.0,0.5,43.5,19.0,1
train,1,0,53560,53560,86986,20,14,3586,4.25,7,22,6,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0
