generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter
0,1,0,53560,53560,86986,87.0,-2177.66,-621.5,-30595.0,4334.872494064615,30682.0,0
1,1,0,53560,53560,86986,92.0,-321.77,-115.0,-3765.0,582.9635686071921,3857.0,0
2,1,0,53560,53560,86986,106.0,-62.42,-35.0,-1000.0,134.8659776192347,1106.0,0
3,1,0,53560,53560,86986,106.0,-6.85,0.5,-271.0,56.45242477189321,377.0,1
4,1,0,53560,53560,86986,106.0,-12.18,22.0,-1000.0,179.047557589563,1106.0,2
5,1,0,53560,53560,86986,106.0,39.24,38.0,-232.0,47.783417097304266,338.0,3
6,1,0,53560,53560,86986,106.0,52.22,59.5,-44.0,45.183482277344126,150.0,4
7,1,0,53560,53560,86986,106.0,64.31,76.0,-29.0,44.02196306757835,135.0,5
8,1,0,53560,53560,86986,106.0,77.24,106.0,-39.0,43.673517852540364,145.0,6
9,1,0,53560,53560,86986,106.0,91.09,106.0,-39.0,35.70334986971379,145.0,7
10,1,0,53560,53560,86986,106.0,95.19,106.0,-39.0,33.921089355006025,145.0,8
11,1,0,53560,53560,86986,106.0,96.75,106.0,-29.0,32.53696421616559,135.0,9
12,1,0,53560,53560,86986,106.0,93.12,106.0,-65.0,39.49434942322302,171.0,10
13,1,0,53560,53560,86986,106.0,101.95,106.0,-39.0,23.188892760861773,145.0,11
14,1,0,53560,53560,86986,106.0,100.94,106.0,-29.0,20.83839696038992,135.0,12
15,1,0,53560,53560,86986,106.0,96.01,106.0,-39.0,32.927681701301445,145.0,13
16,1,0,53560,53560,86986,106.0,99.36,106.0,-29.0,26.042513804403086,135.0,14
17,1,0,53560,53560,86986,106.0,100.85,106.0,-24.0,24.85772647803024,130.0,15
18,1,0,53560,53560,86986,106.0,97.71,106.0,-29.0,29.52735249653354,135.0,16
19,1,0,53560,53560,86986,106.0,99.14,106.0,-39.0,28.150755771471758,145.0,17
20,1,0,53560,53560,86986,106.0,99.16,106.0,-39.0,27.03746745656195,145.0,18
21,1,0,53560,53560,86986,106.0,95.59,106.0,-89.0,35.15250899848955,195.0,19
22,1,0,53560,53560,86986,106.0,97.64,106.0,-89.0,33.256128773657665,195.0,20
23,1,0,53560,53560,86986,106.0,101.29,106.0,-19.0,21.822652950963175,125.0,21
24,1,0,53560,53560,86986,106.0,93.76,106.0,-39.0,36.729455880708734,145.0,22
25,1,0,53560,53560,86986,106.0,94.51,106.0,-98.0,38.5988158608342,204.0,23
26,1,0,53560,53560,86986,106.0,102.19,106.0,-19.0,18.949531589850643,125.0,24
27,1,0,53560,53560,86986,106.0,100.96,106.0,-65.0,23.852628341293517,171.0,25
28,1,0,53560,53560,86986,106.0,100.31,106.0,-39.0,26.23772247753377,145.0,26
29,1,0,53560,53560,86986,106.0,101.18,106.0,-39.0,22.082206374903716,145.0,27
30,1,0,53560,53560,86986,106.0,101.08,106.0,-39.0,23.514311137748184,145.0,28
31,1,0,53560,53560,86986,106.0,102.96,106.0,-39.0,19.225362037021448,145.0,29
32,1,0,53560,53560,86986,106.0,100.29,106.0,-29.0,22.230789005295783,135.0,30
33,1,0,53560,53560,86986,106.0,104.31,106.0,-39.0,14.607798526053738,145.0,31
34,1,0,53560,53560,86986,106.0,99.67,106.0,-24.0,24.089083407094165,130.0,32
35,1,0,53560,53560,86986,106.0,97.08,106.0,-39.0,32.757659294037516,145.0,33
36,1,0,53560,53560,86986,106.0,98.71,106.0,-39.0,30.4024503930027,145.0,34
37,1,0,53560,53560,86986,106.0,94.03,106.0,-39.0,36.87912414876197,145.0,35
