analysis_generation,mean_train_fitness,std_train_fitness,train_observation_count,mean_test_fitness,std_test_fitness,test_observation_count,mean_generalization_gap,std_generalization_gap,gap_observation_count
0,136.49464252649156,188.09225201286793,4,-561.4307835450768,473.46206305083984,4,697.9254260715684,641.0081213327118,4
1,186.609197473474,158.54817941937108,4,-281.88007893154077,481.8411114194349,4,468.4892764050148,618.245701388563,4
2,191.1648878383582,160.64089200175562,4,-262.92457286874645,498.0549892793834,4,454.0894607071046,626.2474546841077,4
3,191.1648878383582,160.64089200175562,4,-262.92457286874645,498.0549892793834,4,454.0894607071046,626.2474546841077,4
4,213.18351399287764,148.19313977782306,4,-251.58417139896864,502.91650397054485,4,464.76768539184627,621.0792557622209,4
5,294.5630618931709,178.4889448233697,4,-307.37503046462933,470.24508475904554,4,601.9380923578003,617.1402318965809,4
6,323.70944879608646,223.56227397941083,4,-307.37503046462933,470.24508475904554,4,631.0844792607159,672.9169540068909,4
7,323.70944879608646,223.56227397941083,4,-307.37503046462933,470.24508475904554,4,631.0844792607159,672.9169540068909,4
8,323.70944879608646,223.56227397941083,4,-307.37503046462933,470.24508475904554,4,631.0844792607159,672.9169540068909,4
9,332.0947037117107,210.70827468842984,4,-294.5130831975939,480.24395083278307,4,626.6077869093047,677.5730639344764,4
10,332.0947037117107,210.70827468842984,4,-294.5130831975939,480.24395083278307,4,626.6077869093047,677.5730639344764,4
11,351.3300888877506,206.5479561494142,4,-316.6495172219279,462.85584314670194,4,667.9796061096786,651.7079660050287,4
12,351.3300888877506,206.5479561494142,4,-316.6495172219279,462.85584314670194,4,667.9796061096786,651.7079660050287,4
13,361.6378529517948,207.2436193224971,4,-323.2367229494633,458.3803536543899,4,684.874575901258,643.9102406052147,4
14,364.4329379236695,202.46977965883485,4,-321.482821049413,460.0493502266351,4,685.9157589730826,642.636640250782,4
15,364.4329379236695,202.46977965883485,4,-321.482821049413,460.0493502266351,4,685.9157589730826,642.636640250782,4
16,364.4329379236695,202.46977965883485,4,-321.482821049413,460.0493502266351,4,685.9157589730826,642.636640250782,4
17,364.4329379236695,202.46977965883485,4,-321.482821049413,460.0493502266351,4,685.9157589730826,642.636640250782,4
18,364.4329379236695,202.46977965883485,4,-321.482821049413,460.0493502266351,4,685.9157589730826,642.636640250782,4
19,364.4329379236695,202.46977965883485,4,-321.482821049413,460.0493502266351,4,685.9157589730826,642.636640250782,4
20,364.4329379236695,202.46977965883485,4,-321.482821049413,460.0493502266351,4,685.9157589730826,642.636640250782,4
21,364.4329379236695,202.46977965883485,4,-321.482821049413,460.0493502266351,4,685.9157589730826,642.636640250782,4
22,364.4329379236695,202.46977965883485,4,-321.482821049413,460.0493502266351,4,685.9157589730826,642.636640250782,4
23,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
24,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
25,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
26,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
27,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
28,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
29,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
30,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
31,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
32,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
33,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
34,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
35,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
36,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
37,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
38,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
39,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
40,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
41,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
42,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
43,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
44,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
45,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
46,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
47,369.53995572165445,203.50297663748523,4,-321.482821049413,460.0493502266351,4,691.0227767710675,640.5959952635927,4
