dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,analysis_generation,selected_generation
test,1,0,22406,22406,53560,0,5,1198,7.5,5,28,6,-38.72983346207417,15,-60.0,408.0,468.0,0.8717948717948718,293.0,0.2,-4.0,39.0,6,0,0
train,1,0,22406,22406,53560,0,5,1198,7.5,5,28,6,-11.180339887498947,5,-20.0,136.0,156.0,0.8717948717948718,156.0,0.2,-4.0,39.0,4,0,0
test,1,0,22406,22406,53560,0,5,1198,7.5,5,28,6,-38.72983346207417,15,-60.0,408.0,468.0,0.8717948717948718,293.0,0.2,-4.0,39.0,6,1,0
train,1,0,22406,22406,53560,0,5,1198,7.5,5,28,6,-11.180339887498947,5,-20.0,136.0,156.0,0.8717948717948718,156.0,0.2,-4.0,39.0,4,1,0
test,1,0,22406,22406,53560,2,5,2118,8.25,4,15,2,-76.68115805072325,30,-210.0,284.0,494.0,0.5748987854251012,309.0,0.1333333333333333,-7.0,19.0,15,2,2
train,1,0,22406,22406,53560,2,5,2118,8.25,4,15,2,5.4,9,9.0,142.0,133.0,1.0676691729323309,95.0,0.2222222222222222,1.0,19.0,5,2,2
test,1,0,22406,22406,53560,3,6,1114,5.5,4,9,2,-227.845518382332,50,-290.0,451.0,741.0,0.6086369770580297,353.0,0.22,-5.8,19.0,9,3,3
train,1,0,22406,22406,53560,3,6,1114,5.5,4,9,2,61.746330862651256,23,103.0,369.0,266.0,1.387218045112782,152.0,0.391304347826087,4.478260869565218,19.0,8,3,3
test,1,0,22406,22406,53560,3,6,1114,5.5,4,9,2,-227.845518382332,50,-290.0,451.0,741.0,0.6086369770580297,353.0,0.22,-5.8,19.0,9,4,3
train,1,0,22406,22406,53560,3,6,1114,5.5,4,9,2,61.746330862651256,23,103.0,369.0,266.0,1.387218045112782,152.0,0.391304347826087,4.478260869565218,19.0,8,4,3
test,1,0,22406,22406,53560,5,5,1523,7.75,4,9,2,-79.50894210716176,43,-97.0,492.0,589.0,0.8353140916808149,238.0,0.2790697674418604,-2.255813953488372,19.0,8,5,5
