window_id,first_generation,last_generation,first_population_best_fitness,last_population_best_fitness,population_best_improvement,first_population_average_fitness,last_population_average_fitness,population_average_improvement,first_population_median_fitness,last_population_median_fitness,population_median_improvement,first_std_fitness,last_std_fitness,std_change,first_fitness_range,last_fitness_range,fitness_range_change,first_best_so_far_fitness,last_best_so_far_fitness,best_so_far_improvement,final_selected_generation,number_of_generations_observed,optimizer_learned
1,0.0,100.0,-11.180339887498947,332.55375505322445,343.7340949407234,-1740.0559838665044,308.15657283698295,2048.2125567034873,-1000.0,332.55375505322445,1332.5537550532244,4584.663428514635,73.35342505320095,-4511.310003461434,41941.02045291955,328.87952043904966,-41612.1409324805,-11.180339887498947,332.55375505322445,343.7340949407234,11,101,True
2,0.0,100.0,1.3228756555322954,786.3510666362703,785.028190980738,-5509.869949054247,727.6109825525098,6237.480931606757,-918.849302116624,786.3510666362703,1705.2003687528943,29141.40197919649,162.73485524372057,-28978.667123952768,226263.645536765,697.3510666362703,-225566.29447012872,1.3228756555322954,786.3510666362703,785.028190980738,31,101,True
3,0.0,100.0,234.1489910292163,659.640053362438,425.49106233322175,-11666.703427809009,617.6044040966511,12284.30783190566,-1000.0,659.640053362438,1659.640053362438,46186.70427711854,187.10404217908305,-45999.600234939455,417380.5472692596,1659.640053362438,-415720.90721589717,234.1489910292163,659.640053362438,425.49106233322175,18,101,True
4,0.0,100.0,100.25467570143547,1384.0,1283.7453242985646,-7986.526424515912,1311.7218508060212,9298.248275321934,-1054.3717164502532,1384.0,2438.371716450253,18669.53184222631,236.99878178148435,-18432.533060444828,117337.97286553156,1074.1613323034069,-116263.81153322814,100.25467570143547,1384.0,1283.7453242985646,7,101,True
