entry_index,exit_index,direction,entry_price,exit_price,exit_reason,entry_timestamp,exit_timestamp,result,window_id,train_start,train_end,test_start,test_end,generation,repetition_id
3026,3031,long,30605.25,30611.0,TP,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,23.0,1,0,86986,86986,125287,48,2
3032,3037,long,30613.25,30619.0,TP,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,23.0,1,0,86986,86986,125287,48,2
3038,3039,long,30620.0,30619.25,SL,2026-06-18 15:26:33.962,2026-06-18 15:26:33.965,-3.0,1,0,86986,86986,125287,48,2
8525,8531,long,30477.0,30476.25,SL,2026-06-18 15:36:36.035,2026-06-18 15:36:36.036,-3.0,1,0,86986,86986,125287,48,2
8591,8593,short,30439.5,30440.25,SL,2026-06-18 15:36:37.779,2026-06-18 15:36:37.781,-3.0,1,0,86986,86986,125287,48,2
9266,9271,short,30416.75,30411.0,TP,2026-06-18 15:37:47.137,2026-06-18 15:37:47.137,23.0,1,0,86986,86986,125287,48,2
10042,10047,long,30452.5,30451.75,SL,2026-06-18 15:39:15.457,2026-06-18 15:39:15.459,-3.0,1,0,86986,86986,125287,48,2
10188,10189,long,30466.75,30466.0,SL,2026-06-18 15:39:29.647,2026-06-18 15:39:29.654,-3.0,1,0,86986,86986,125287,48,2
13049,13050,long,30477.25,30476.5,SL,2026-06-18 15:45:26.232,2026-06-18 15:45:26.232,-3.0,1,0,86986,86986,125287,48,2
13612,13613,short,30441.75,30442.5,SL,2026-06-18 15:46:31.142,2026-06-18 15:46:31.144,-3.0,1,0,86986,86986,125287,48,2
21538,21539,short,30559.5,30560.25,SL,2026-06-18 16:07:25.078,2026-06-18 16:07:25.087,-3.0,1,0,86986,86986,125287,48,2
