dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
train,1,0,53560,53560,86986,0,9,843,6.75,8,26,2,25.311394008759507,6,31.0,126.0,95.0,1.3263157894736841,57.0,0.16666666666666666,5.166666666666667,19.0,3
test,1,0,53560,53560,86986,0,9,843,6.75,8,26,2,55.90169943749474,5,50.0,126.0,76.0,1.6578947368421053,76.0,0.2,10.0,19.0,4
train,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,271.9319767883137,12,157.0,252.0,95.0,2.6526315789473682,38.0,0.5833333333333334,13.083333333333334,19.0,2
test,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,58.09475019311125,15,45.0,216.0,171.0,1.263157894736842,114.0,0.4,3.0,19.0,6
train,1,0,53560,53560,86986,2,7,2651,9.25,5,8,2,271.9319767883137,12,157.0,252.0,95.0,2.6526315789473682,38.0,0.5833333333333334,13.083333333333334,19.0,2
test,1,0,53560,53560,86986,2,7,2651,9.25,5,8,2,58.09475019311125,15,45.0,216.0,171.0,1.263157894736842,114.0,0.4,3.0,19.0,6
train,1,0,53560,53560,86986,3,6,810,9.25,5,8,2,271.9319767883137,12,157.0,252.0,95.0,2.6526315789473682,38.0,0.5833333333333334,13.083333333333334,19.0,2
test,1,0,53560,53560,86986,3,6,810,9.25,5,8,2,296.838152684066,14,119.0,252.0,133.0,1.894736842105263,59.0,0.5,8.5,19.0,3
train,1,0,53560,53560,86986,4,8,737,6.75,5,11,2,231.22391744800103,18,218.0,408.0,190.0,2.1473684210526316,76.0,0.4444444444444444,12.11111111111111,19.0,4
test,1,0,53560,53560,86986,4,8,737,6.75,5,11,2,-29.548923650259898,17,-43.0,204.0,247.0,0.8259109311740891,228.0,0.23529411764705882,-2.5294117647058822,19.0,12
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1
