walk_forward_type,fitness_function,train_size,repetition,window_id,first_generation,last_generation,first_population_best_fitness,last_population_best_fitness,population_best_improvement,first_population_average_fitness,last_population_average_fitness,population_average_improvement,first_population_median_fitness,last_population_median_fitness,population_median_improvement,first_std_fitness,last_std_fitness,std_change,first_fitness_range,last_fitness_range,fitness_range_change,first_best_so_far_fitness,last_best_so_far_fitness,best_so_far_improvement,final_selected_generation,number_of_generations_observed,optimizer_learned
rolling,losing_streak_fitness,2_days,rep_1,1,0,100,50.31152949374527,424.2384235309197,373.9268940371744,-2242.0623185288614,406.8733567217649,2648.9356752506264,-1000.0,424.2384235309197,1424.2384235309196,4990.994600575103,62.55780995064983,-4928.436790624452,31554.4768770874,328.35474400202384,-31226.122133085377,50.31152949374527,424.2384235309197,373.9268940371744,61,101,True
rolling,losing_streak_fitness,2_days,rep_1,2,0,100,342.0,560.0285706997457,218.02857069974573,-5043.638247126038,502.5865572988757,5546.224804424914,-1000.0,560.0285706997457,1560.0285706997456,24109.154396482267,141.79787551123565,-23967.356520971032,235621.212335578,555.1798384858951,-235066.0324970921,342.0,560.0285706997457,218.02857069974573,5,101,True
rolling,losing_streak_fitness,2_days,rep_1,3,0,100,238.5,942.8976614670332,704.3976614670332,-11037.354373717264,895.709505235529,11933.063878952793,-1142.561534556086,942.8976614670332,2085.459196023119,30514.562839274724,159.41296366852123,-30355.149875606203,213514.55421068723,751.3625798240089,-212763.19163086324,238.5,942.8976614670332,704.3976614670332,11,101,True
rolling,losing_streak_fitness,2_days,rep_2,1,0,100,25.311394008759507,894.1767163150693,868.8653223063097,-4506.740860249791,742.1273573825144,5248.8682176323055,-1000.0,894.1767163150693,1894.1767163150694,14342.360210671412,288.47229360430964,-14053.887917067103,98148.49357158116,943.2027864773364,-97205.29078510382,25.311394008759507,894.1767163150693,868.8653223063097,35,101,True
rolling,losing_streak_fitness,2_days,rep_2,2,0,100,391.3118960624632,793.8041320124254,402.4922359499622,-5034.41978569411,700.3843090251368,5734.804094719247,-1000.0,793.8041320124254,1793.8041320124253,12246.48568821604,361.9816386762861,-11884.504049539753,81728.68870353026,1793.8041320124253,-79934.88457151783,391.3118960624632,793.8041320124254,402.4922359499622,26,101,True
rolling,losing_streak_fitness,2_days,rep_2,3,0,100,488.43832773442335,1193.5887063808873,705.1503786464639,-7748.707813326902,1152.725247163044,8901.433060489946,-1000.0,1193.5887063808873,2193.5887063808873,22465.3935170588,162.87959582407598,-22302.513921234724,146367.866899163,961.4131262696276,-145406.45377289338,488.43832773442335,1193.5887063808873,705.1503786464639,3,101,True
rolling,losing_streak_fitness,2_days,rep_3,1,0,100,-26.08745973749755,894.1767163150693,920.2641760525668,-6450.411949126526,823.518853746615,7273.930802873141,-1000.0,894.1767163150693,1894.1767163150694,24719.893950850623,200.83195165981937,-24519.061999190802,235318.8727515978,852.0130141794908,-234466.85973741833,-26.08745973749755,894.1767163150693,920.2641760525668,15,101,True
rolling,losing_streak_fitness,2_days,rep_3,2,0,100,313.0495168499706,659.640053362438,346.59053651246745,-6136.421202881342,619.8595874823524,6756.280790363694,-816.8384562235794,659.640053362438,1476.4785095860175,18390.948579863903,235.4713986925612,-18155.477181171344,130283.77939477288,1659.640053362438,-128624.13934141044,313.0495168499706,659.640053362438,346.59053651246745,6,101,True
rolling,losing_streak_fitness,2_days,rep_3,3,0,100,237.33333333333331,1193.5887063808873,956.255373047554,-14325.502671797143,1146.8075565293068,15472.31022832645,-1000.0,1193.5887063808873,2193.5887063808873,58295.80980800848,179.12337573792976,-58116.68643227055,535664.8869195118,949.6130700744908,-534715.2738494374,237.33333333333331,1193.5887063808873,956.255373047554,9,101,True
