window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,22406,22406,53560,7,1563,9.0,4,16,2,8.88643629358811,8.88643629358811,8.88643629358811,1.0,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.21428571428571427,1.3571428571428572,19.0,8
2,22406,53560,53560,86986,7,603,5.25,5,19,3,-98.40213650500684,-98.40213650500684,-98.40213650500684,1.0,27,-303.0,273.0,576.0,0.4739583333333333,437.0,0.1111111111111111,-11.222222222222221,24.0,16
3,53560,86986,86986,125287,10,268,4.5,6,29,8,-196.4155839862333,-196.4155839862333,-196.4155839862333,1.0,15,-355.0,282.0,637.0,0.4427001569858713,355.0,0.13333333333333333,-23.666666666666668,49.0,7
4,86986,125287,125287,130699,13,409,4.5,8,15,2,-1000.0,-1000.0,-1000.0,1.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
