entry_index,exit_index,direction,entry_price,exit_price,exit_reason,entry_timestamp,exit_timestamp,result,window_id,train_start,train_end,test_start,test_end,generation,repetition_id
2871,2872,short,30796.0,30796.75,SL,2026-06-16 15:30:00.006,2026-06-16 15:30:00.009,-3.0,1,0,22406,22406,53560,14,3
6024,6028,short,30805.5,30801.5,TP,2026-06-16 15:36:46.503,2026-06-16 15:36:46.503,16.0,1,0,22406,22406,53560,14,3
6029,6033,short,30799.25,30795.25,TP,2026-06-16 15:36:46.503,2026-06-16 15:36:46.503,16.0,1,0,22406,22406,53560,14,3
6034,6035,short,30793.5,30794.25,SL,2026-06-16 15:36:46.503,2026-06-16 15:36:46.505,-3.0,1,0,22406,22406,53560,14,3
15260,15261,short,30772.5,30773.25,SL,2026-06-16 16:16:44.159,2026-06-16 16:16:44.159,-3.0,1,0,22406,22406,53560,14,3
15897,15901,short,30745.75,30741.75,TP,2026-06-16 16:19:36.991,2026-06-16 16:19:36.991,16.0,1,0,22406,22406,53560,14,3
15902,15903,short,30740.5,30741.25,SL,2026-06-16 16:19:36.991,2026-06-16 16:19:36.993,-3.0,1,0,22406,22406,53560,14,3
19286,19287,short,30655.5,30656.25,SL,2026-06-16 16:30:17.664,2026-06-16 16:30:17.674,-3.0,1,0,22406,22406,53560,14,3
19898,19899,short,30606.75,30607.5,SL,2026-06-16 16:32:02.678,2026-06-16 16:32:02.685,-3.0,1,0,22406,22406,53560,14,3
20060,20061,long,30614.75,30614.0,SL,2026-06-16 16:32:24.063,2026-06-16 16:32:24.102,-3.0,1,0,22406,22406,53560,14,3
25191,25192,short,30599.75,30600.5,SL,2026-06-16 16:55:31.743,2026-06-16 16:55:31.749,-3.0,1,0,22406,22406,53560,14,3
25802,25806,short,30587.25,30588.0,SL,2026-06-16 16:58:36.196,2026-06-16 16:58:36.197,-3.0,1,0,22406,22406,53560,14,3
29591,29592,short,30554.5,30555.25,SL,2026-06-16 17:22:19.034,2026-06-16 17:22:19.034,-3.0,1,0,22406,22406,53560,14,3
30461,30465,short,30514.75,30515.5,SL,2026-06-16 17:26:47.950,2026-06-16 17:26:47.952,-3.0,1,0,22406,22406,53560,14,3
2225,2226,long,30528.0,30527.0,SL,2026-06-17 15:29:53.326,2026-06-17 15:29:53.328,-4.0,2,22406,53560,53560,86986,23,3
2295,2296,short,30519.25,30520.25,SL,2026-06-17 15:29:57.815,2026-06-17 15:29:57.822,-4.0,2,22406,53560,53560,86986,23,3
2446,2450,short,30498.75,30494.0,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,19.0,2,22406,53560,53560,86986,23,3
2451,2455,short,30491.5,30486.75,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,19.0,2,22406,53560,53560,86986,23,3
2456,2461,short,30485.25,30486.25,SL,2026-06-17 15:30:01.008,2026-06-17 15:30:01.012,-4.0,2,22406,53560,53560,86986,23,3
4487,4490,short,30424.5,30425.5,SL,2026-06-17 15:33:36.683,2026-06-17 15:33:36.684,-4.0,2,22406,53560,53560,86986,23,3
5204,5216,long,30448.0,30447.0,SL,2026-06-17 15:35:43.311,2026-06-17 15:35:44.320,-4.0,2,22406,53560,53560,86986,23,3
6717,6718,long,30410.25,30409.25,SL,2026-06-17 15:40:03.376,2026-06-17 15:40:03.376,-4.0,2,22406,53560,53560,86986,23,3
7263,7266,long,30468.25,30467.25,SL,2026-06-17 15:41:27.191,2026-06-17 15:41:27.206,-4.0,2,22406,53560,53560,86986,23,3
8815,8818,short,30499.5,30500.5,SL,2026-06-17 15:46:13.609,2026-06-17 15:46:13.618,-4.0,2,22406,53560,53560,86986,23,3
12831,12833,short,30338.75,30339.75,SL,2026-06-17 16:00:00.369,2026-06-17 16:00:00.381,-4.0,2,22406,53560,53560,86986,23,3
13320,13323,long,30374.25,30373.25,SL,2026-06-17 16:00:39.790,2026-06-17 16:00:39.793,-4.0,2,22406,53560,53560,86986,23,3
13500,13503,long,30384.0,30383.0,SL,2026-06-17 16:00:59.947,2026-06-17 16:00:59.948,-4.0,2,22406,53560,53560,86986,23,3
15053,15054,short,30359.75,30360.75,SL,2026-06-17 16:05:28.838,2026-06-17 16:05:28.846,-4.0,2,22406,53560,53560,86986,23,3
16886,16887,long,30396.25,30395.25,SL,2026-06-17 16:11:38.985,2026-06-17 16:11:39.005,-4.0,2,22406,53560,53560,86986,23,3
18948,18952,long,30484.0,30483.0,SL,2026-06-17 16:19:50.384,2026-06-17 16:19:50.386,-4.0,2,22406,53560,53560,86986,23,3
19447,19450,long,30501.0,30500.0,SL,2026-06-17 16:22:13.746,2026-06-17 16:22:13.747,-4.0,2,22406,53560,53560,86986,23,3
19494,19496,long,30505.75,30504.75,SL,2026-06-17 16:22:16.525,2026-06-17 16:22:16.530,-4.0,2,22406,53560,53560,86986,23,3
20050,20052,long,30545.0,30544.0,SL,2026-06-17 16:24:55.688,2026-06-17 16:24:55.689,-4.0,2,22406,53560,53560,86986,23,3
24752,24753,short,30408.5,30409.5,SL,2026-06-17 16:47:14.409,2026-06-17 16:47:14.410,-4.0,2,22406,53560,53560,86986,23,3
25333,25346,short,30349.0,30344.25,TP,2026-06-17 16:47:28.904,2026-06-17 16:47:28.925,19.0,2,22406,53560,53560,86986,23,3
25909,25910,long,30343.25,30342.25,SL,2026-06-17 16:47:43.909,2026-06-17 16:47:43.920,-4.0,2,22406,53560,53560,86986,23,3
26348,26349,short,30360.0,30361.0,SL,2026-06-17 16:48:11.736,2026-06-17 16:48:11.736,-4.0,2,22406,53560,53560,86986,23,3
26853,26854,short,30367.25,30368.25,SL,2026-06-17 16:49:16.072,2026-06-17 16:49:16.072,-4.0,2,22406,53560,53560,86986,23,3
28340,28344,short,30401.5,30402.5,SL,2026-06-17 16:55:10.963,2026-06-17 16:55:10.972,-4.0,2,22406,53560,53560,86986,23,3
29736,29738,long,30403.0,30402.0,SL,2026-06-17 17:03:06.103,2026-06-17 17:03:06.112,-4.0,2,22406,53560,53560,86986,23,3
30761,30762,short,30346.25,30347.25,SL,2026-06-17 17:09:33.397,2026-06-17 17:09:33.399,-4.0,2,22406,53560,53560,86986,23,3
3881,3883,short,30573.0,30575.25,SL,2026-06-18 15:30:00.019,2026-06-18 15:30:00.019,-9.0,3,53560,86986,86986,125287,5,3
8306,8308,long,30464.25,30462.0,SL,2026-06-18 15:36:17.758,2026-06-18 15:36:17.763,-9.0,3,53560,86986,86986,125287,5,3
8346,8348,short,30433.5,30435.75,SL,2026-06-18 15:36:20.154,2026-06-18 15:36:20.155,-9.0,3,53560,86986,86986,125287,5,3
8520,8525,long,30469.25,30476.5,TP,2026-06-18 15:36:36.035,2026-06-18 15:36:36.035,29.0,3,53560,86986,86986,125287,5,3
8526,8531,long,30478.25,30476.0,SL,2026-06-18 15:36:36.035,2026-06-18 15:36:36.036,-9.0,3,53560,86986,86986,125287,5,3
8588,8593,short,30443.25,30445.5,SL,2026-06-18 15:36:37.779,2026-06-18 15:36:37.781,-9.0,3,53560,86986,86986,125287,5,3
9750,9751,short,30427.75,30430.0,SL,2026-06-18 15:38:37.640,2026-06-18 15:38:37.642,-9.0,3,53560,86986,86986,125287,5,3
10039,10045,long,30448.75,30456.0,TP,2026-06-18 15:39:15.457,2026-06-18 15:39:15.457,29.0,3,53560,86986,86986,125287,5,3
11157,11158,short,30464.25,30466.5,SL,2026-06-18 15:41:28.165,2026-06-18 15:41:28.174,-9.0,3,53560,86986,86986,125287,5,3
11419,11420,short,30431.25,30433.5,SL,2026-06-18 15:42:03.839,2026-06-18 15:42:03.840,-9.0,3,53560,86986,86986,125287,5,3
11721,11722,short,30452.0,30454.25,SL,2026-06-18 15:42:46.803,2026-06-18 15:42:46.816,-9.0,3,53560,86986,86986,125287,5,3
13155,13157,long,30458.75,30456.5,SL,2026-06-18 15:45:34.773,2026-06-18 15:45:34.775,-9.0,3,53560,86986,86986,125287,5,3
13315,13316,long,30462.25,30460.0,SL,2026-06-18 15:45:49.165,2026-06-18 15:45:49.167,-9.0,3,53560,86986,86986,125287,5,3
21535,21539,short,30563.0,30565.25,SL,2026-06-18 16:07:25.078,2026-06-18 16:07:25.087,-9.0,3,53560,86986,86986,125287,5,3
31611,31613,long,30653.0,30650.75,SL,2026-06-18 16:48:07.237,2026-06-18 16:48:07.239,-9.0,3,53560,86986,86986,125287,5,3
