dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
train,1,0,22406,22406,53560,0,7,1521,8.5,5,11,2,64.0,4,64.0,102.0,38.0,2.6842105263157894,19.0,0.5,16.0,19.0,1
test,1,0,22406,22406,53560,0,7,1521,8.5,5,11,2,-18.0,12,-18.0,153.0,171.0,0.8947368421052632,114.0,0.25,-1.5,19.0,6
train,1,0,22406,22406,53560,1,7,1521,8.5,4,11,2,26.0,6,26.0,102.0,76.0,1.3421052631578947,57.0,0.3333333333333333,4.333333333333333,19.0,3
test,1,0,22406,22406,53560,1,7,1521,8.5,4,11,2,46.0,16,46.0,255.0,209.0,1.2200956937799043,114.0,0.3125,2.875,19.0,6
train,1,0,22406,22406,53560,2,6,333,6.25,4,11,2,52.0,12,52.0,204.0,152.0,1.3421052631578947,133.0,0.3333333333333333,4.333333333333333,19.0,7
test,1,0,22406,22406,53560,2,6,333,6.25,4,11,2,-227.0,23,-227.0,153.0,380.0,0.4026315789473684,323.0,0.13043478260869565,-9.869565217391305,19.0,17
train,1,0,22406,22406,53560,3,5,1761,9.0,5,10,2,92.0,2,92.0,92.0,0.0,inf,0.0,1.0,46.0,0.0,0
test,1,0,22406,22406,53560,3,5,1761,9.0,5,10,2,5.0,10,5.0,138.0,133.0,1.037593984962406,87.0,0.3,0.5,19.0,4
train,1,0,22406,22406,53560,4,8,1795,9.0,4,11,2,83.0,3,83.0,102.0,19.0,5.368421052631579,19.0,0.6666666666666666,27.666666666666668,19.0,1
test,1,0,22406,22406,53560,4,8,1795,9.0,4,11,2,14.0,14,14.0,204.0,190.0,1.0736842105263158,76.0,0.2857142857142857,1.0,19.0,4
train,1,0,22406,22406,53560,5,7,333,7.75,4,11,2,109.0,9,109.0,204.0,95.0,2.1473684210526316,95.0,0.4444444444444444,12.11111111111111,19.0,5
test,1,0,22406,22406,53560,5,7,333,7.75,4,11,2,39.0,9,39.0,153.0,114.0,1.3421052631578947,76.0,0.3333333333333333,4.333333333333333,19.0,4
train,1,0,22406,22406,53560,6,7,333,6.25,4,11,2,109.0,9,109.0,204.0,95.0,2.1473684210526316,95.0,0.4444444444444444,12.11111111111111,19.0,5
test,1,0,22406,22406,53560,6,7,333,6.25,4,11,2,-75.0,15,-75.0,153.0,228.0,0.6710526315789473,177.0,0.2,-5.0,19.0,9
train,1,0,22406,22406,53560,7,7,333,6.25,4,11,2,109.0,9,109.0,204.0,95.0,2.1473684210526316,95.0,0.4444444444444444,12.11111111111111,19.0,5
test,1,0,22406,22406,53560,7,7,333,6.25,4,11,2,-75.0,15,-75.0,153.0,228.0,0.6710526315789473,177.0,0.2,-5.0,19.0,9
train,1,0,22406,22406,53560,8,7,333,7.75,4,11,2,109.0,9,109.0,204.0,95.0,2.1473684210526316,95.0,0.4444444444444444,12.11111111111111,19.0,5
test,1,0,22406,22406,53560,8,7,333,7.75,4,11,2,39.0,9,39.0,153.0,114.0,1.3421052631578947,76.0,0.3333333333333333,4.333333333333333,19.0,4
train,1,0,22406,22406,53560,9,7,333,7.75,4,11,2,109.0,9,109.0,204.0,95.0,2.1473684210526316,95.0,0.4444444444444444,12.11111111111111,19.0,5
test,1,0,22406,22406,53560,9,7,333,7.75,4,11,2,39.0,9,39.0,153.0,114.0,1.3421052631578947,76.0,0.3333333333333333,4.333333333333333,19.0,4
train,1,0,22406,22406,53560,10,6,962,9.0,4,15,2,104.0,4,104.0,142.0,38.0,3.736842105263158,38.0,0.5,26.0,19.0,2
test,1,0,22406,22406,53560,10,6,962,9.0,4,15,2,56.0,16,56.0,284.0,228.0,1.2456140350877194,152.0,0.25,3.5,19.0,8
train,1,0,22406,22406,53560,11,6,894,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,11,6,894,9.0,4,16,2,114.0,14,114.0,304.0,190.0,1.6,133.0,0.2857142857142857,8.142857142857142,19.0,7
train,1,0,22406,22406,53560,12,6,894,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,12,6,894,9.0,4,16,2,114.0,14,114.0,304.0,190.0,1.6,133.0,0.2857142857142857,8.142857142857142,19.0,7
train,1,0,22406,22406,53560,13,6,333,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,13,6,333,9.0,4,16,2,-114.0,6,-114.0,0.0,114.0,0.0,114.0,0.0,-19.0,19.0,6
train,1,0,22406,22406,53560,14,7,894,8.5,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,14,7,894,8.5,4,16,2,0.0,15,0.0,228.0,228.0,1.0,171.0,0.2,0.0,19.0,9
train,1,0,22406,22406,53560,15,6,894,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,15,6,894,9.0,4,16,2,114.0,14,114.0,304.0,190.0,1.6,133.0,0.2857142857142857,8.142857142857142,19.0,7
train,1,0,22406,22406,53560,16,6,894,8.25,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,16,6,894,8.25,4,16,2,19.0,19,19.0,304.0,285.0,1.0666666666666667,171.0,0.21052631578947367,1.0,19.0,9
train,1,0,22406,22406,53560,17,6,352,8.5,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,17,6,352,8.5,4,16,2,-209.0,11,-209.0,0.0,209.0,0.0,209.0,0.0,-19.0,19.0,11
train,1,0,22406,22406,53560,18,7,333,8.25,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,18,7,333,8.25,4,16,2,-133.0,7,-133.0,0.0,133.0,0.0,133.0,0.0,-19.0,19.0,7
train,1,0,22406,22406,53560,19,6,894,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,19,6,894,9.0,4,16,2,114.0,14,114.0,304.0,190.0,1.6,133.0,0.2857142857142857,8.142857142857142,19.0,7
train,1,0,22406,22406,53560,20,6,333,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,20,6,333,9.0,4,16,2,-114.0,6,-114.0,0.0,114.0,0.0,114.0,0.0,-19.0,19.0,6
train,1,0,22406,22406,53560,21,6,894,8.5,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,21,6,894,8.5,4,16,2,19.0,19,19.0,304.0,285.0,1.0666666666666667,171.0,0.21052631578947367,1.0,19.0,9
train,1,0,22406,22406,53560,22,6,894,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,22,6,894,9.0,4,16,2,114.0,14,114.0,304.0,190.0,1.6,133.0,0.2857142857142857,8.142857142857142,19.0,7
train,1,0,22406,22406,53560,23,4,310,8.5,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,23,4,310,8.5,4,16,2,-304.0,16,-304.0,0.0,304.0,0.0,304.0,0.0,-19.0,19.0,16
train,1,0,22406,22406,53560,24,6,1000,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,24,6,1000,9.0,4,16,2,76.0,16,76.0,304.0,228.0,1.3333333333333333,152.0,0.25,4.75,19.0,8
train,1,0,22406,22406,53560,25,4,306,8.5,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,25,4,306,8.5,4,16,2,-304.0,16,-304.0,0.0,304.0,0.0,304.0,0.0,-19.0,19.0,16
train,1,0,22406,22406,53560,26,6,352,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,26,6,352,9.0,4,16,2,-114.0,6,-114.0,0.0,114.0,0.0,114.0,0.0,-19.0,19.0,6
train,1,0,22406,22406,53560,27,6,297,9.0,4,16,2,114.0,4,114.0,152.0,38.0,4.0,38.0,0.5,28.5,19.0,2
test,1,0,22406,22406,53560,27,6,297,9.0,4,16,2,-95.0,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5
train,1,0,22406,22406,53560,28,7,297,8.75,3,16,2,114.0,9,114.0,228.0,114.0,2.0,114.0,0.3333333333333333,12.666666666666666,19.0,6
test,1,0,22406,22406,53560,28,7,297,8.75,3,16,2,-76.0,9,-76.0,76.0,152.0,0.5,152.0,0.1111111111111111,-8.444444444444445,19.0,8
train,1,0,22406,22406,53560,29,6,297,8.75,3,18,2,144.0,9,144.0,258.0,114.0,2.263157894736842,114.0,0.3333333333333333,16.0,19.0,6
test,1,0,22406,22406,53560,29,6,297,8.75,3,18,2,-180.0,15,-180.0,86.0,266.0,0.3233082706766917,266.0,0.06666666666666667,-12.0,19.0,14
train,1,0,22406,22406,53560,30,6,297,8.75,3,18,2,144.0,9,144.0,258.0,114.0,2.263157894736842,114.0,0.3333333333333333,16.0,19.0,6
