window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,86986,86986,125287,12,482,3.75,6,27,2,330.0,110.0,330.0,3.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6
2,22406,125287,125287,130699,11,1372,9.25,5,13,2,-3000.0,-1000.0,-3000.0,3.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
