entry_index,exit_index,direction,entry_price,exit_price,exit_reason,entry_timestamp,exit_timestamp,result,window_id,train_start,train_end,test_start,test_end,generation,repetition_id
8522,8527,long,30471.75,30478.5,TP,2026-06-18 15:36:36.035,2026-06-18 15:36:36.035,27.0,1,0,86986,86986,125287,11,1
8528,8531,long,30480.75,30480.0,SL,2026-06-18 15:36:36.035,2026-06-18 15:36:36.036,-3.0,1,0,86986,86986,125287,11,1
8590,8593,short,30440.75,30441.5,SL,2026-06-18 15:36:37.779,2026-06-18 15:36:37.781,-3.0,1,0,86986,86986,125287,11,1
9265,9271,short,30418.0,30411.25,TP,2026-06-18 15:37:47.137,2026-06-18 15:37:47.137,27.0,1,0,86986,86986,125287,11,1
10041,10047,long,30451.25,30450.5,SL,2026-06-18 15:39:15.457,2026-06-18 15:39:15.459,-3.0,1,0,86986,86986,125287,11,1
10187,10188,long,30466.0,30465.25,SL,2026-06-18 15:39:29.647,2026-06-18 15:39:29.647,-3.0,1,0,86986,86986,125287,11,1
11419,11420,short,30431.25,30432.0,SL,2026-06-18 15:42:03.839,2026-06-18 15:42:03.840,-3.0,1,0,86986,86986,125287,11,1
13047,13051,long,30474.75,30474.0,SL,2026-06-18 15:45:26.232,2026-06-18 15:45:26.237,-3.0,1,0,86986,86986,125287,11,1
13611,13612,short,30442.0,30442.75,SL,2026-06-18 15:46:31.142,2026-06-18 15:46:31.142,-3.0,1,0,86986,86986,125287,11,1
21537,21539,short,30560.5,30561.25,SL,2026-06-18 16:07:25.078,2026-06-18 16:07:25.087,-3.0,1,0,86986,86986,125287,11,1
