generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter
0,1,0,86986,86986,125287,222.0,-4022.23,-1209.0,-32529.0,7066.541921218853,32751.0,0
1,1,0,86986,86986,125287,321.0,-704.82,-61.5,-26047.0,2769.4235785036058,26368.0,0
2,1,0,86986,86986,125287,262.0,-33.96,30.0,-1000.0,276.7260221105549,1262.0,1
3,1,0,86986,86986,125287,228.0,61.86,71.0,-1000.0,141.68923314027353,1228.0,2
4,1,0,86986,86986,125287,276.0,85.5,106.5,-461.0,113.65849077500776,737.0,3
5,1,0,86986,86986,125287,295.0,142.43,143.5,-39.0,61.919507051779355,334.0,4
6,1,0,86986,86986,125287,257.0,136.36,161.0,-296.0,92.15692808432469,553.0,5
7,1,0,86986,86986,125287,298.0,162.26,190.0,-1000.0,132.84217262707963,1298.0,6
8,1,0,86986,86986,125287,317.0,202.72,228.0,63.0,42.46759430031993,254.0,7
9,1,0,86986,86986,125287,317.0,206.32,228.0,-111.0,59.03018916049001,428.0,8
10,1,0,86986,86986,125287,317.0,213.78,228.0,50.0,42.93842902189933,267.0,9
11,1,0,86986,86986,125287,336.0,208.42,228.0,37.0,51.4336249721695,299.0,0
12,1,0,86986,86986,125287,336.0,204.29,228.0,13.0,61.32069945636776,323.0,1
13,1,0,86986,86986,125287,295.0,208.46,228.0,33.0,51.904422652690116,262.0,2
14,1,0,86986,86986,125287,321.0,202.7,228.0,13.0,71.1635617802575,308.0,3
15,1,0,86986,86986,125287,321.0,204.22,228.0,-10.0,73.88068185605186,331.0,4
16,1,0,86986,86986,125287,309.0,201.88,228.0,-4.0,75.77255706415353,313.0,5
17,1,0,86986,86986,125287,299.0,223.03,228.0,33.0,76.4805983187365,266.0,6
18,1,0,86986,86986,125287,299.0,246.7,280.0,24.0,72.60248764416555,275.0,7
19,1,0,86986,86986,125287,314.0,275.1,295.0,73.0,49.368230900268465,241.0,8
20,1,0,86986,86986,125287,314.0,285.84,295.0,73.0,34.787586314893446,241.0,9
21,1,0,86986,86986,125287,314.0,296.15,304.0,53.0,36.80946710680377,261.0,10
22,1,0,86986,86986,125287,314.0,294.66,314.0,53.0,51.11923475186382,261.0,11
23,1,0,86986,86986,125287,314.0,302.25,314.0,53.0,41.291859691320234,261.0,12
24,1,0,86986,86986,125287,314.0,306.18,314.0,184.0,26.19946024580883,130.0,13
25,1,0,86986,86986,125287,314.0,301.24,314.0,73.0,43.36085839099637,241.0,14
26,1,0,86986,86986,125287,314.0,303.69,314.0,73.0,34.78815977607986,241.0,15
27,1,0,86986,86986,125287,314.0,302.95,314.0,73.0,40.326790102858425,241.0,16
28,1,0,86986,86986,125287,314.0,309.34,314.0,194.0,19.845982724547312,120.0,17
29,1,0,86986,86986,125287,314.0,304.6,314.0,73.0,40.081734674854765,241.0,18
30,1,0,86986,86986,125287,314.0,300.07,314.0,73.0,43.657124796011765,241.0,19
31,1,0,86986,86986,125287,314.0,299.22,314.0,73.0,51.062959751524964,241.0,20
32,1,0,86986,86986,125287,314.0,307.39,314.0,184.0,22.594311879163953,130.0,21
33,1,0,86986,86986,125287,314.0,308.24,314.0,184.0,23.799719886306786,130.0,22
34,1,0,86986,86986,125287,314.0,306.15,314.0,73.0,32.25478587932668,241.0,23
35,1,0,86986,86986,125287,314.0,302.69,314.0,73.0,41.194462460065395,241.0,24
36,1,0,86986,86986,125287,314.0,304.79,314.0,73.0,37.30472253257385,241.0,25
37,1,0,86986,86986,125287,314.0,298.61,314.0,73.0,41.492337128728245,241.0,26
38,1,0,86986,86986,125287,314.0,301.22,314.0,73.0,43.803182394419565,241.0,27
39,1,0,86986,86986,125287,314.0,309.7,314.0,184.0,19.465327890867645,130.0,28
40,1,0,86986,86986,125287,314.0,300.07,314.0,73.0,40.20861131949752,241.0,29
41,1,0,86986,86986,125287,314.0,306.35,314.0,73.0,32.33579340844346,241.0,30
42,1,0,86986,86986,125287,314.0,306.55,314.0,73.0,36.24255409422365,241.0,31
43,1,0,86986,86986,125287,314.0,295.16,314.0,73.0,57.458060242830044,241.0,32
44,1,0,86986,86986,125287,314.0,307.99,314.0,73.0,27.304676404150143,241.0,33
45,1,0,86986,86986,125287,314.0,294.36,314.0,73.0,54.82230615839918,241.0,34
46,1,0,86986,86986,125287,314.0,305.38,314.0,73.0,32.353720532934574,241.0,35
47,1,0,86986,86986,125287,314.0,305.35,314.0,184.0,29.32106320505359,130.0,36
48,1,0,86986,86986,125287,314.0,306.33,314.0,73.0,32.16939225381478,241.0,37
49,1,0,86986,86986,125287,314.0,305.91,314.0,73.0,38.217901300280474,241.0,38
50,1,0,86986,86986,125287,314.0,306.44,314.0,73.0,31.66278126083868,241.0,39
51,1,0,86986,86986,125287,314.0,309.1,314.0,73.0,26.623260127151593,241.0,40
52,1,0,86986,86986,125287,314.0,303.42,314.0,73.0,40.69501744003121,241.0,41
53,1,0,86986,86986,125287,314.0,304.19,314.0,73.0,39.31219128767034,241.0,42
54,1,0,86986,86986,125287,314.0,302.09,314.0,73.0,43.615884188393494,241.0,43
55,1,0,86986,86986,125287,314.0,303.23,314.0,73.0,39.58493106823312,241.0,44
56,1,0,86986,86986,125287,314.0,303.33,314.0,73.0,39.31793612348061,241.0,45
57,1,0,86986,86986,125287,314.0,304.84,314.0,73.0,38.34682766434783,241.0,46
58,1,0,86986,86986,125287,314.0,307.55,314.0,73.0,29.69997279187952,241.0,47
59,1,0,86986,86986,125287,314.0,299.45,314.0,73.0,49.012753442343964,241.0,48
60,1,0,86986,86986,125287,314.0,300.19,314.0,73.0,47.26834954477329,241.0,49
61,1,0,86986,86986,125287,314.0,306.08,314.0,184.0,28.335179975472613,130.0,50
62,1,0,86986,86986,125287,314.0,304.46,314.0,73.0,34.70028090591624,241.0,51
63,1,0,86986,86986,125287,314.0,301.24,314.0,73.0,46.98465685516901,241.0,52
64,1,0,86986,86986,125287,314.0,308.42,314.0,184.0,22.95765975473418,130.0,53
65,1,0,86986,86986,125287,314.0,305.48,314.0,73.0,34.330679509085684,241.0,54
66,1,0,86986,86986,125287,314.0,298.65,314.0,73.0,48.225977952706664,241.0,55
67,1,0,86986,86986,125287,314.0,301.42,314.0,73.0,36.70829042407976,241.0,56
68,1,0,86986,86986,125287,314.0,303.72,314.0,73.0,39.73500098188376,241.0,57
69,1,0,86986,86986,125287,314.0,299.97,314.0,73.0,40.09293622763909,241.0,58
70,1,0,86986,86986,125287,314.0,302.32,314.0,73.0,33.0285704299545,241.0,59
71,1,0,86986,86986,125287,314.0,304.44,314.0,184.0,29.655707883997813,130.0,60
72,1,0,86986,86986,125287,314.0,305.66,314.0,73.0,32.114448115727875,241.0,61
73,1,0,86986,86986,125287,314.0,306.85,314.0,73.0,30.30564003913823,241.0,62
