dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,analysis_generation,selected_generation
test,1,0,53560,53560,86986,0,14,3625,9.75,4,22,13,64.0,2,32.0,106.0,74.0,1.4324324324324325,74.0,0.5,16.0,74.0,1,0,0
train,1,0,53560,53560,86986,0,14,3625,9.75,4,22,13,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0,0,0
test,1,0,53560,53560,86986,0,14,3625,9.75,4,22,13,64.0,2,32.0,106.0,74.0,1.4324324324324325,74.0,0.5,16.0,74.0,1,1,0
train,1,0,53560,53560,86986,0,14,3625,9.75,4,22,13,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0,1,0
test,1,0,53560,53560,86986,0,14,3625,9.75,4,22,13,64.0,2,32.0,106.0,74.0,1.4324324324324325,74.0,0.5,16.0,74.0,1,2,0
train,1,0,53560,53560,86986,0,14,3625,9.75,4,22,13,106.0,1,106.0,106.0,0.0,inf,0.0,1.0,106.0,0.0,0,2,0
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,3,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,3,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,4,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,4,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,5,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,5,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,6,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,6,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,7,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,7,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,8,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,8,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,9,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,9,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,10,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,10,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,11,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,11,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,12,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,12,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,13,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,13,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,14,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,14,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,15,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,15,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,16,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,16,3
test,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,262.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,17,3
train,1,0,53560,53560,86986,3,13,2777,8.5,8,27,4,131.0,1,131.0,131.0,0.0,inf,0.0,1.0,131.0,0.0,0,17,3
