entry_index,exit_index,direction,entry_price,exit_price,exit_reason,entry_timestamp,exit_timestamp,result,window_id,train_start,train_end,test_start,test_end,generation,repetition_id
2225,2226,long,30528.0,30527.25,SL,2026-06-17 15:29:53.326,2026-06-17 15:29:53.328,-3.0,1,0,53560,53560,86986,61,1
2448,2450,short,30496.0,30493.5,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,10.0,1,0,53560,53560,86986,61,1
2451,2454,short,30491.5,30489.0,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,10.0,1,0,53560,53560,86986,61,1
2455,2458,short,30486.5,30484.0,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,10.0,1,0,53560,53560,86986,61,1
2459,2461,short,30481.5,30482.25,SL,2026-06-17 15:30:01.008,2026-06-17 15:30:01.012,-3.0,1,0,53560,53560,86986,61,1
3612,3613,short,30453.5,30454.25,SL,2026-06-17 15:31:31.979,2026-06-17 15:31:31.981,-3.0,1,0,53560,53560,86986,61,1
4486,4489,short,30425.75,30423.25,TP,2026-06-17 15:33:36.683,2026-06-17 15:33:36.683,10.0,1,0,53560,53560,86986,61,1
6717,6718,long,30410.25,30409.5,SL,2026-06-17 15:40:03.376,2026-06-17 15:40:03.376,-3.0,1,0,53560,53560,86986,61,1
7263,7266,long,30468.25,30467.5,SL,2026-06-17 15:41:27.191,2026-06-17 15:41:27.206,-3.0,1,0,53560,53560,86986,61,1
8815,8818,short,30499.5,30500.25,SL,2026-06-17 15:46:13.609,2026-06-17 15:46:13.618,-3.0,1,0,53560,53560,86986,61,1
12832,12833,short,30337.75,30338.5,SL,2026-06-17 16:00:00.369,2026-06-17 16:00:00.381,-3.0,1,0,53560,53560,86986,61,1
13320,13323,long,30374.25,30373.5,SL,2026-06-17 16:00:39.790,2026-06-17 16:00:39.793,-3.0,1,0,53560,53560,86986,61,1
13500,13503,long,30384.0,30383.25,SL,2026-06-17 16:00:59.947,2026-06-17 16:00:59.948,-3.0,1,0,53560,53560,86986,61,1
15262,15264,long,30375.5,30378.0,TP,2026-06-17 16:06:13.286,2026-06-17 16:06:13.351,10.0,1,0,53560,53560,86986,61,1
16885,16886,long,30396.0,30395.25,SL,2026-06-17 16:11:38.974,2026-06-17 16:11:38.985,-3.0,1,0,53560,53560,86986,61,1
18754,18755,short,30448.5,30449.25,SL,2026-06-17 16:18:54.447,2026-06-17 16:18:54.469,-3.0,1,0,53560,53560,86986,61,1
18948,18951,long,30484.0,30486.5,TP,2026-06-17 16:19:50.384,2026-06-17 16:19:50.384,10.0,1,0,53560,53560,86986,61,1
19447,19450,long,30501.0,30500.25,SL,2026-06-17 16:22:13.746,2026-06-17 16:22:13.747,-3.0,1,0,53560,53560,86986,61,1
20050,20052,long,30545.0,30544.25,SL,2026-06-17 16:24:55.688,2026-06-17 16:24:55.689,-3.0,1,0,53560,53560,86986,61,1
22299,22300,short,30435.75,30436.5,SL,2026-06-17 16:36:10.444,2026-06-17 16:36:10.444,-3.0,1,0,53560,53560,86986,61,1
25334,25335,short,30347.75,30348.5,SL,2026-06-17 16:47:28.904,2026-06-17 16:47:28.905,-3.0,1,0,53560,53560,86986,61,1
28339,28342,short,30402.75,30400.25,TP,2026-06-17 16:55:10.963,2026-06-17 16:55:10.963,10.0,1,0,53560,53560,86986,61,1
28343,28344,short,30398.25,30399.0,SL,2026-06-17 16:55:10.963,2026-06-17 16:55:10.972,-3.0,1,0,53560,53560,86986,61,1
29736,29738,long,30403.0,30402.25,SL,2026-06-17 17:03:06.103,2026-06-17 17:03:06.112,-3.0,1,0,53560,53560,86986,61,1
30761,30762,short,30346.25,30347.0,SL,2026-06-17 17:09:33.397,2026-06-17 17:09:33.399,-3.0,1,0,53560,53560,86986,61,1
3025,3028,long,30604.0,30606.75,TP,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,11.0,2,22406,86986,86986,125287,5,1
3029,3032,long,30609.25,30612.0,TP,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,11.0,2,22406,86986,86986,125287,5,1
3033,3036,long,30614.5,30617.25,TP,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,11.0,2,22406,86986,86986,125287,5,1
3037,3038,long,30619.75,30619.0,SL,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,-3.0,2,22406,86986,86986,125287,5,1
8525,8528,long,30477.0,30479.75,TP,2026-06-18 15:36:36.035,2026-06-18 15:36:36.035,11.0,2,22406,86986,86986,125287,5,1
8529,8530,long,30482.0,30481.25,SL,2026-06-18 15:36:36.035,2026-06-18 15:36:36.035,-3.0,2,22406,86986,86986,125287,5,1
8590,8593,short,30440.75,30441.5,SL,2026-06-18 15:36:37.779,2026-06-18 15:36:37.781,-3.0,2,22406,86986,86986,125287,5,1
9268,9271,short,30414.25,30411.5,TP,2026-06-18 15:37:47.137,2026-06-18 15:37:47.137,11.0,2,22406,86986,86986,125287,5,1
10041,10044,long,30451.25,30454.0,TP,2026-06-18 15:39:15.457,2026-06-18 15:39:15.457,11.0,2,22406,86986,86986,125287,5,1
10045,10046,long,30456.25,30455.5,SL,2026-06-18 15:39:15.457,2026-06-18 15:39:15.457,-3.0,2,22406,86986,86986,125287,5,1
10188,10189,long,30466.75,30466.0,SL,2026-06-18 15:39:29.647,2026-06-18 15:39:29.654,-3.0,2,22406,86986,86986,125287,5,1
13050,13051,long,30478.0,30477.25,SL,2026-06-18 15:45:26.232,2026-06-18 15:45:26.237,-3.0,2,22406,86986,86986,125287,5,1
21537,21539,short,30560.5,30561.25,SL,2026-06-18 16:07:25.078,2026-06-18 16:07:25.087,-3.0,2,22406,86986,86986,125287,5,1
