generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter
0,1,0,53560,53560,86986,50.31152949374527,-2242.0623185288614,-1000.0,-31504.165347593655,4990.994600575103,31554.4768770874,0
1,1,0,53560,53560,86986,51.75,-562.6039383209475,-526.2204670536942,-1898.583435545669,409.8636526417219,1950.333435545669,0
2,1,0,53560,53560,86986,55.631645670427545,-338.6635896331037,-206.46908973329352,-2115.3806465976754,375.3388146278523,2171.012292268103,0
3,1,0,53560,53560,86986,136.0,-165.5829014507639,-98.31273454018267,-1190.5330375486476,253.3755168749024,1326.5330375486476,0
4,1,0,53560,53560,86986,136.0,-157.04466341437504,-34.119718473952105,-1000.0,321.0041570427079,1136.0,1
5,1,0,53560,53560,86986,193.5,-98.0440961075654,-14.802029153348833,-1000.0,290.7805056003672,1193.5,0
6,1,0,53560,53560,86986,193.5,-194.88359441012824,-10.182337649086286,-1000.0,410.857135549626,1193.5,1
7,1,0,53560,53560,86986,194.33610060922803,-53.02502411391092,16.770509831248425,-1000.0,291.3596653758105,1194.336100609228,0
8,1,0,53560,53560,86986,232.91814251172255,-7.678074511427053,70.32682269697605,-1000.0,302.59702755058777,1232.9181425117226,0
9,1,0,53560,53560,86986,232.91814251172255,91.23373618487203,100.45894683899489,-1000.0,134.35677622369337,1232.9181425117226,1
10,1,0,53560,53560,86986,232.91814251172255,115.3940374573414,122.81249719761541,-111.95427638102979,77.67454333797386,344.8724188927523,2
11,1,0,53560,53560,86986,271.9319767883137,121.08366919151284,155.94009266381752,-1000.0,132.04837551625243,1271.9319767883137,0
12,1,0,53560,53560,86986,284.7283305577832,142.98324184696574,173.48417795291883,-111.95427638102979,88.37966310008518,396.68260693881297,0
13,1,0,53560,53560,86986,284.7283305577832,163.4019010196826,193.5,-54.305800795126856,74.36465986752741,339.03413135291004,1
14,1,0,53560,53560,86986,284.7283305577832,184.83907714494728,211.7149971069598,-60.852280154485584,77.55313490936757,345.58061071226876,2
