window_id,first_generation,last_generation,first_population_best_fitness,last_population_best_fitness,population_best_improvement,first_population_average_fitness,last_population_average_fitness,population_average_improvement,first_population_median_fitness,last_population_median_fitness,population_median_improvement,first_std_fitness,last_std_fitness,std_change,first_fitness_range,last_fitness_range,fitness_range_change,first_best_so_far_fitness,last_best_so_far_fitness,best_so_far_improvement,final_selected_generation,number_of_generations_observed,optimizer_learned
1,0.0,100.0,491.93495504995377,659.640053362438,167.70509831248427,-12604.032259869811,643.7484204742925,13247.780680344104,-1000.0,659.640053362438,1659.640053362438,40284.556950605016,75.4059256124715,-40209.15102499254,251124.0008742725,435.2515014659069,-250688.74937280657,491.93495504995377,659.640053362438,167.70509831248427,48,101,True
2,0.0,100.0,293.69957013928365,1384.0,1090.3004298607163,-17576.12611666481,1292.716374968249,18868.84249163306,-1462.346410157665,1384.0,2846.346410157665,56645.67841981636,265.83639640225607,-56379.8420234141,440170.6962967495,1066.5461293353,-439104.1501674142,293.69957013928365,1384.0,1090.3004298607163,4,101,True
