dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,analysis_generation,selected_generation
test,1,0,86986,86986,125287,0,14,2273,6.25,6,18,2,1120.5,9,249.0,344.0,95.0,3.621052631578948,38.0,0.4444444444444444,27.666666666666668,19.0,2,0,0
train,1,0,86986,86986,125287,0,14,2273,6.25,6,18,2,491.93495504995377,5,220.0,258.0,38.0,6.789473684210527,19.0,0.6,44.0,19.0,1,0,0
test,1,0,86986,86986,125287,0,14,2273,6.25,6,18,2,1120.5,9,249.0,344.0,95.0,3.621052631578948,38.0,0.4444444444444444,27.666666666666668,19.0,2,1,0
train,1,0,86986,86986,125287,0,14,2273,6.25,6,18,2,491.93495504995377,5,220.0,258.0,38.0,6.789473684210527,19.0,0.6,44.0,19.0,1,1,0
test,1,0,86986,86986,125287,0,14,2273,6.25,6,18,2,1120.5,9,249.0,344.0,95.0,3.621052631578948,38.0,0.4444444444444444,27.666666666666668,19.0,2,2,0
train,1,0,86986,86986,125287,0,14,2273,6.25,6,18,2,491.93495504995377,5,220.0,258.0,38.0,6.789473684210527,19.0,0.6,44.0,19.0,1,2,0
test,1,0,86986,86986,125287,3,14,3234,5.75,5,19,2,1210.5,9,269.0,364.0,95.0,3.831578947368421,38.0,0.4444444444444444,29.88888888888889,19.0,2,3,3
train,1,0,86986,86986,125287,3,14,3234,5.75,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,3,3
test,1,0,86986,86986,125287,3,14,3234,5.75,5,19,2,1210.5,9,269.0,364.0,95.0,3.831578947368421,38.0,0.4444444444444444,29.88888888888889,19.0,2,4,3
train,1,0,86986,86986,125287,3,14,3234,5.75,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,4,3
test,1,0,86986,86986,125287,3,14,3234,5.75,5,19,2,1210.5,9,269.0,364.0,95.0,3.831578947368421,38.0,0.4444444444444444,29.88888888888889,19.0,2,5,3
train,1,0,86986,86986,125287,3,14,3234,5.75,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1,5,3
test,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,221.35943621178652,10,140.0,273.0,133.0,2.0526315789473686,114.0,0.3,14.0,19.0,6,6,6
train,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,529.0897844411664,6,216.0,273.0,57.0,4.789473684210527,19.0,0.5,36.0,19.0,1,6,6
test,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,221.35943621178652,10,140.0,273.0,133.0,2.0526315789473686,114.0,0.3,14.0,19.0,6,7,6
train,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,529.0897844411664,6,216.0,273.0,57.0,4.789473684210527,19.0,0.5,36.0,19.0,1,7,6
test,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,221.35943621178652,10,140.0,273.0,133.0,2.0526315789473686,114.0,0.3,14.0,19.0,6,8,6
train,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,529.0897844411664,6,216.0,273.0,57.0,4.789473684210527,19.0,0.5,36.0,19.0,1,8,6
test,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,221.35943621178652,10,140.0,273.0,133.0,2.0526315789473686,114.0,0.3,14.0,19.0,6,9,6
train,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,529.0897844411664,6,216.0,273.0,57.0,4.789473684210527,19.0,0.5,36.0,19.0,1,9,6
test,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,221.35943621178652,10,140.0,273.0,133.0,2.0526315789473686,114.0,0.3,14.0,19.0,6,10,6
train,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,529.0897844411664,6,216.0,273.0,57.0,4.789473684210527,19.0,0.5,36.0,19.0,1,10,6
test,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,221.35943621178652,10,140.0,273.0,133.0,2.0526315789473686,114.0,0.3,14.0,19.0,6,11,6
train,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,529.0897844411664,6,216.0,273.0,57.0,4.789473684210527,19.0,0.5,36.0,19.0,1,11,6
test,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,221.35943621178652,10,140.0,273.0,133.0,2.0526315789473686,114.0,0.3,14.0,19.0,6,12,6
train,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,529.0897844411664,6,216.0,273.0,57.0,4.789473684210527,19.0,0.5,36.0,19.0,1,12,6
test,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,221.35943621178652,10,140.0,273.0,133.0,2.0526315789473686,114.0,0.3,14.0,19.0,6,13,6
train,1,0,86986,86986,125287,6,13,3481,6.5,7,19,2,529.0897844411664,6,216.0,273.0,57.0,4.789473684210527,19.0,0.5,36.0,19.0,1,13,6
