dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,analysis_generation,selected_generation
test,1,0,53560,53560,86986,0,9,843,6.75,8,26,2,55.90169943749474,5,50.0,126.0,76.0,1.6578947368421053,76.0,0.2,10.0,19.0,4,0,0
train,1,0,53560,53560,86986,0,9,843,6.75,8,26,2,25.311394008759507,6,31.0,126.0,95.0,1.326315789473684,57.0,0.1666666666666666,5.166666666666667,19.0,3,0,0
test,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,58.09475019311125,15,45.0,216.0,171.0,1.263157894736842,114.0,0.4,3.0,19.0,6,1,1
train,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,271.9319767883137,12,157.0,252.0,95.0,2.652631578947368,38.0,0.5833333333333334,13.083333333333334,19.0,2,1,1
test,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,58.09475019311125,15,45.0,216.0,171.0,1.263157894736842,114.0,0.4,3.0,19.0,6,2,1
train,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,271.9319767883137,12,157.0,252.0,95.0,2.652631578947368,38.0,0.5833333333333334,13.083333333333334,19.0,2,2,1
test,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,58.09475019311125,15,45.0,216.0,171.0,1.263157894736842,114.0,0.4,3.0,19.0,6,3,1
train,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,271.9319767883137,12,157.0,252.0,95.0,2.652631578947368,38.0,0.5833333333333334,13.083333333333334,19.0,2,3,1
test,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,58.09475019311125,15,45.0,216.0,171.0,1.263157894736842,114.0,0.4,3.0,19.0,6,4,1
train,1,0,53560,53560,86986,1,7,2651,9.25,5,8,2,271.9319767883137,12,157.0,252.0,95.0,2.652631578947368,38.0,0.5833333333333334,13.083333333333334,19.0,2,4,1
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,5,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,5,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,6,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,6,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,7,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,7,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,8,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,8,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,9,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,9,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,10,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,10,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,11,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,11,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,12,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,12,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,13,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,13,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,14,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,14,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,15,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,15,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,16,5
train,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,312.0,9,104.0,180.0,76.0,2.3684210526315788,19.0,0.5555555555555556,11.555555555555555,19.0,1,16,5
test,1,0,53560,53560,86986,5,8,810,4.25,8,8,2,-34.42324795832026,14,-46.0,144.0,190.0,0.7578947368421053,190.0,0.2857142857142857,-3.2857142857142856,19.0,10,17,5
