generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter,walk_forward_type,fitness_function,train_size,repetition
4,2,22406,125287,125287,130699,463.0,169.05,199.0,-1726.0,226.89655788442005,2189.0,0,rolling,net_profit_fitness,3_days,rep_1
5,2,22406,125287,125287,130699,463.0,278.66,281.5,42.0,82.21334896155702,421.0,1,rolling,net_profit_fitness,3_days,rep_1
6,2,22406,125287,125287,130699,490.0,325.7,321.0,124.0,71.45507877560756,366.0,0,rolling,net_profit_fitness,3_days,rep_1
7,2,22406,125287,125287,130699,515.0,363.57,369.5,176.0,68.90166540040593,339.0,0,rolling,net_profit_fitness,3_days,rep_1
8,2,22406,125287,125287,130699,515.0,392.39,398.0,218.0,61.69342498896205,297.0,1,rolling,net_profit_fitness,3_days,rep_1
9,2,22406,125287,125287,130699,542.0,418.1,420.0,266.0,63.38920980097416,276.0,0,rolling,net_profit_fitness,3_days,rep_1
10,2,22406,125287,125287,130699,542.0,444.75,443.0,199.0,69.04432407424007,343.0,1,rolling,net_profit_fitness,3_days,rep_1
11,2,22406,125287,125287,130699,542.0,480.95,515.0,313.0,52.61454555577197,229.0,2,rolling,net_profit_fitness,3_days,rep_1
12,2,22406,125287,125287,130699,542.0,505.7,515.0,313.0,36.26320727707633,229.0,3,rolling,net_profit_fitness,3_days,rep_1
13,2,22406,125287,125287,130699,561.0,508.77,515.0,199.0,52.16211229998225,362.0,0,rolling,net_profit_fitness,3_days,rep_1
14,2,22406,125287,125287,130699,561.0,517.87,523.0,313.0,43.91650825110868,248.0,1,rolling,net_profit_fitness,3_days,rep_1
15,2,22406,125287,125287,130699,561.0,516.57,542.0,199.0,68.82230889777095,362.0,2,rolling,net_profit_fitness,3_days,rep_1
16,2,22406,125287,125287,130699,561.0,525.94,542.0,199.0,66.15513142713431,362.0,3,rolling,net_profit_fitness,3_days,rep_1
17,2,22406,125287,125287,130699,561.0,536.23,542.0,337.0,38.10613964688472,224.0,4,rolling,net_profit_fitness,3_days,rep_1
18,2,22406,125287,125287,130699,561.0,540.06,561.0,199.0,60.58232899004945,362.0,5,rolling,net_profit_fitness,3_days,rep_1
19,2,22406,125287,125287,130699,561.0,539.14,561.0,218.0,66.486426046862,343.0,6,rolling,net_profit_fitness,3_days,rep_1
20,2,22406,125287,125287,130699,561.0,547.99,561.0,356.0,42.31041971148024,205.0,7,rolling,net_profit_fitness,3_days,rep_1
21,2,22406,125287,125287,130699,561.0,545.0,561.0,218.0,51.51855603723397,343.0,8,rolling,net_profit_fitness,3_days,rep_1
22,2,22406,125287,125287,130699,561.0,550.96,561.0,359.0,35.37216848074632,202.0,9,rolling,net_profit_fitness,3_days,rep_1
23,2,22406,125287,125287,130699,561.0,542.26,561.0,218.0,57.364617962114885,343.0,10,rolling,net_profit_fitness,3_days,rep_1
24,2,22406,125287,125287,130699,561.0,542.26,561.0,218.0,65.53642213504355,343.0,11,rolling,net_profit_fitness,3_days,rep_1
25,2,22406,125287,125287,130699,561.0,544.81,561.0,218.0,52.22343121317066,343.0,12,rolling,net_profit_fitness,3_days,rep_1
26,2,22406,125287,125287,130699,561.0,543.32,561.0,218.0,59.79930745181897,343.0,13,rolling,net_profit_fitness,3_days,rep_1
27,2,22406,125287,125287,130699,561.0,550.51,561.0,409.0,31.4737328352685,152.0,14,rolling,net_profit_fitness,3_days,rep_1
28,2,22406,125287,125287,130699,561.0,542.34,561.0,218.0,65.51909583619053,343.0,15,rolling,net_profit_fitness,3_days,rep_1
29,2,22406,125287,125287,130699,561.0,541.05,561.0,218.0,72.15462843117137,343.0,16,rolling,net_profit_fitness,3_days,rep_1
30,2,22406,125287,125287,130699,561.0,543.2,561.0,218.0,52.88810372051086,343.0,17,rolling,net_profit_fitness,3_days,rep_1
31,2,22406,125287,125287,130699,561.0,542.53,561.0,218.0,52.90098526893656,343.0,18,rolling,net_profit_fitness,3_days,rep_1
32,2,22406,125287,125287,130699,561.0,546.52,561.0,218.0,51.36234520590454,343.0,19,rolling,net_profit_fitness,3_days,rep_1
33,2,22406,125287,125287,130699,561.0,545.62,561.0,218.0,59.61336369735507,343.0,20,rolling,net_profit_fitness,3_days,rep_1
34,2,22406,125287,125287,130699,561.0,540.4,561.0,218.0,67.26308967274126,343.0,21,rolling,net_profit_fitness,3_days,rep_1
35,2,22406,125287,125287,130699,561.0,549.89,561.0,218.0,46.2526865176609,343.0,22,rolling,net_profit_fitness,3_days,rep_1
36,2,22406,125287,125287,130699,561.0,530.77,561.0,218.0,73.09794936946044,343.0,23,rolling,net_profit_fitness,3_days,rep_1
37,2,22406,125287,125287,130699,561.0,540.32,561.0,218.0,65.00036985131761,343.0,24,rolling,net_profit_fitness,3_days,rep_1
38,2,22406,125287,125287,130699,561.0,541.52,561.0,218.0,65.52191090071175,343.0,25,rolling,net_profit_fitness,3_days,rep_1
39,2,22406,125287,125287,130699,561.0,540.65,561.0,218.0,57.241359455582746,343.0,26,rolling,net_profit_fitness,3_days,rep_1
40,2,22406,125287,125287,130699,561.0,550.47,561.0,356.0,37.59579145800146,205.0,27,rolling,net_profit_fitness,3_days,rep_1
41,2,22406,125287,125287,130699,561.0,539.44,561.0,218.0,57.77915460674989,343.0,28,rolling,net_profit_fitness,3_days,rep_1
42,2,22406,125287,125287,130699,561.0,536.65,561.0,218.0,66.85418702843019,343.0,29,rolling,net_profit_fitness,3_days,rep_1
43,2,22406,125287,125287,130699,561.0,547.78,561.0,359.0,40.57057200892432,202.0,30,rolling,net_profit_fitness,3_days,rep_1
44,2,22406,125287,125287,130699,561.0,541.6,561.0,218.0,58.43342062950488,343.0,31,rolling,net_profit_fitness,3_days,rep_1
45,2,22406,125287,125287,130699,561.0,552.36,561.0,359.0,34.34157594496558,202.0,32,rolling,net_profit_fitness,3_days,rep_1
46,2,22406,125287,125287,130699,561.0,547.6,561.0,218.0,47.969687398303,343.0,33,rolling,net_profit_fitness,3_days,rep_1
47,2,22406,125287,125287,130699,561.0,542.81,561.0,356.0,49.66304542421941,205.0,34,rolling,net_profit_fitness,3_days,rep_1
48,2,22406,125287,125287,130699,561.0,536.56,561.0,218.0,64.76442470269235,343.0,35,rolling,net_profit_fitness,3_days,rep_1
49,2,22406,125287,125287,130699,561.0,544.94,561.0,218.0,52.116384906836885,343.0,36,rolling,net_profit_fitness,3_days,rep_1
50,2,22406,125287,125287,130699,561.0,537.85,561.0,218.0,62.21636651739044,343.0,37,rolling,net_profit_fitness,3_days,rep_1
51,2,22406,125287,125287,130699,561.0,546.92,561.0,218.0,46.8924580957602,343.0,38,rolling,net_profit_fitness,3_days,rep_1
52,2,22406,125287,125287,130699,561.0,536.23,561.0,218.0,68.6738529631772,343.0,39,rolling,net_profit_fitness,3_days,rep_1
53,2,22406,125287,125287,130699,561.0,537.87,561.0,218.0,59.15698256215056,343.0,40,rolling,net_profit_fitness,3_days,rep_1
54,2,22406,125287,125287,130699,561.0,542.31,561.0,356.0,47.53174271638444,205.0,41,rolling,net_profit_fitness,3_days,rep_1
55,2,22406,125287,125287,130699,561.0,540.88,561.0,218.0,60.87879662729774,343.0,42,rolling,net_profit_fitness,3_days,rep_1
56,2,22406,125287,125287,130699,561.0,539.98,561.0,218.0,60.96778086030607,343.0,43,rolling,net_profit_fitness,3_days,rep_1
57,2,22406,125287,125287,130699,561.0,530.12,561.0,218.0,81.23507228837167,343.0,44,rolling,net_profit_fitness,3_days,rep_1
58,2,22406,125287,125287,130699,561.0,539.74,561.0,218.0,65.79408035759,343.0,45,rolling,net_profit_fitness,3_days,rep_1
59,2,22406,125287,125287,130699,561.0,544.16,561.0,218.0,59.54299354926725,343.0,46,rolling,net_profit_fitness,3_days,rep_1
60,2,22406,125287,125287,130699,561.0,534.28,561.0,218.0,80.78667256823037,343.0,47,rolling,net_profit_fitness,3_days,rep_1
61,2,22406,125287,125287,130699,561.0,540.64,561.0,218.0,60.53340675472786,343.0,48,rolling,net_profit_fitness,3_days,rep_1
62,2,22406,125287,125287,130699,561.0,545.02,561.0,218.0,56.00937511711857,343.0,49,rolling,net_profit_fitness,3_days,rep_1
63,2,22406,125287,125287,130699,561.0,536.96,561.0,218.0,70.9278933890332,343.0,50,rolling,net_profit_fitness,3_days,rep_1
64,2,22406,125287,125287,130699,561.0,546.73,561.0,397.0,39.40616139077182,164.0,51,rolling,net_profit_fitness,3_days,rep_1
65,2,22406,125287,125287,130699,561.0,543.01,561.0,218.0,61.354162306425735,343.0,52,rolling,net_profit_fitness,3_days,rep_1
66,2,22406,125287,125287,130699,561.0,539.45,561.0,218.0,68.62257704872414,343.0,53,rolling,net_profit_fitness,3_days,rep_1
67,2,22406,125287,125287,130699,561.0,551.88,561.0,218.0,42.68093511419615,343.0,54,rolling,net_profit_fitness,3_days,rep_1
68,2,22406,125287,125287,130699,561.0,546.62,561.0,218.0,56.07764818769263,343.0,55,rolling,net_profit_fitness,3_days,rep_1
69,2,22406,125287,125287,130699,561.0,534.0,561.0,218.0,72.26494462892933,343.0,56,rolling,net_profit_fitness,3_days,rep_1
70,2,22406,125287,125287,130699,561.0,550.25,561.0,397.0,35.925673833681124,164.0,57,rolling,net_profit_fitness,3_days,rep_1
71,2,22406,125287,125287,130699,561.0,536.14,561.0,218.0,77.86001683933945,343.0,58,rolling,net_profit_fitness,3_days,rep_1
72,2,22406,125287,125287,130699,561.0,540.36,561.0,218.0,61.17296557444078,343.0,59,rolling,net_profit_fitness,3_days,rep_1
73,2,22406,125287,125287,130699,561.0,540.17,561.0,218.0,69.23989260009526,343.0,60,rolling,net_profit_fitness,3_days,rep_1
