dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,walk_forward_type,fitness_function,train_size,repetition,analysis_generation,selected_generation
train,1,0,86986,86986,125287,1,12,524,6.75,1,27,3,321.0,6,321.0,393.0,72.0,5.458333333333333,48.0,0.5,53.5,24.0,2,rolling,net_profit_fitness,3_days,rep_1,10,1
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,11,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,11,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,12,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,12,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,13,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,13,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,14,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,14,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,15,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,15,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,16,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,16,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,17,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,17,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,18,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,18,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,19,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,19,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,20,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,20,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,21,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,21,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,22,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,22,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,23,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,23,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,24,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,24,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,25,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,25,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,26,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,26,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,27,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,27,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,28,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,28,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,29,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,29,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,30,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,30,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,31,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,31,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,32,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,32,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,33,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,33,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,34,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,34,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,35,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,35,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,36,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,36,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,37,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,37,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,38,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,38,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,39,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,39,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,40,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,40,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,41,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,41,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,42,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,42,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,43,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,43,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,44,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,44,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,45,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,45,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,46,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,46,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,47,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,47,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,48,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,48,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,49,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,49,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,50,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,50,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,51,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,51,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,52,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,52,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,53,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,53,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,54,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,54,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,55,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,55,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,56,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,56,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,57,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,57,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,58,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,58,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,59,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,59,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,60,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,60,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,61,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,61,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,62,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,62,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,63,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,63,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,64,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,64,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,65,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,65,11
test,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,330.0,10,110.0,262.0,152.0,1.7236842105263157,114.0,0.2,11.0,19.0,6,rolling,net_profit_fitness,3_days,rep_1,66,11
train,1,0,86986,86986,125287,11,12,482,3.75,6,27,2,336.0,6,336.0,393.0,57.0,6.894736842105263,38.0,0.5,56.0,19.0,2,rolling,net_profit_fitness,3_days,rep_1,66,11
