generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter
0,1,0,22406,22406,53560,26.0,-1022.85,-1000.0,-11132.0,1458.2643368959643,11158.0,0
1,1,0,22406,22406,53560,32.0,-558.2,-231.0,-9348.0,989.4259839815093,9380.0,0
2,1,0,22406,22406,53560,57.0,-376.69,-142.0,-1710.0,422.77144038839805,1767.0,0
3,1,0,22406,22406,53560,47.0,-244.76,-97.0,-1941.0,378.93983211538523,1988.0,1
4,1,0,22406,22406,53560,47.0,-298.98,-58.5,-2492.0,482.2549093329767,2539.0,2
5,1,0,22406,22406,53560,56.0,-165.37,-34.0,-1000.0,329.5218039719516,1056.0,3
6,1,0,22406,22406,53560,42.0,-121.11,-20.5,-1514.0,303.6089954550295,1556.0,4
7,1,0,22406,22406,53560,64.0,-57.62,-19.0,-1000.0,180.55133185424978,1064.0,0
8,1,0,22406,22406,53560,114.0,-125.06,-19.0,-1000.0,299.4673999559278,1114.0,0
9,1,0,22406,22406,53560,94.0,-107.28,-19.0,-1000.0,290.30172670043237,1094.0,1
10,1,0,22406,22406,53560,57.0,-86.68,-12.5,-1120.0,260.5407694109552,1177.0,2
11,1,0,22406,22406,53560,84.0,-11.15,11.0,-1000.0,108.97459392542888,1084.0,3
12,1,0,22406,22406,53560,84.0,-1.11,14.0,-1000.0,107.84218688772624,1084.0,4
13,1,0,22406,22406,53560,84.0,1.42,15.0,-1000.0,110.71696374361997,1084.0,5
14,1,0,22406,22406,53560,84.0,18.82,28.0,-323.0,50.89390430051024,407.0,6
15,1,0,22406,22406,53560,114.0,16.86,28.0,-288.0,57.577005090153094,402.0,7
16,1,0,22406,22406,53560,114.0,35.07,40.0,-248.0,53.09477993706779,362.0,8
17,1,0,22406,22406,53560,114.0,31.13,52.0,-390.0,78.97162960727277,504.0,9
18,1,0,22406,22406,53560,114.0,60.03,80.0,-114.0,51.34562131557888,228.0,10
19,1,0,22406,22406,53560,114.0,85.62,97.0,-96.0,39.941062640451676,210.0,11
20,1,0,22406,22406,53560,114.0,96.16,114.0,-57.0,33.743452788068474,171.0,12
21,1,0,22406,22406,53560,114.0,106.16,114.0,-57.0,25.280535092150533,171.0,13
22,1,0,22406,22406,53560,114.0,107.52,114.0,-57.0,26.319129272386,171.0,14
23,1,0,22406,22406,53560,114.0,107.56,114.0,38.0,17.933840254185,76.0,15
24,1,0,22406,22406,53560,114.0,108.27,114.0,-57.0,26.01819681793044,171.0,16
25,1,0,22406,22406,53560,114.0,105.54,114.0,-57.0,26.80171108663992,171.0,17
26,1,0,22406,22406,53560,114.0,103.89,114.0,-19.0,26.63478965942889,133.0,18
