entry_index,exit_index,direction,entry_price,exit_price,exit_reason,entry_timestamp,exit_timestamp,result,window_id,train_start,train_end,test_start,test_end,generation,repetition_id
2618,2620,short,30823.25,30824.0,SL,2026-06-16 15:27:50.044,2026-06-16 15:27:50.070,-3.0,1,0,22406,22406,53560,8,3
2653,2654,long,30834.75,30834.0,SL,2026-06-16 15:28:00.148,2026-06-16 15:28:00.148,-3.0,1,0,22406,22406,53560,8,3
2864,2868,short,30804.5,30800.5,TP,2026-06-16 15:30:00.006,2026-06-16 15:30:00.006,16.0,1,0,22406,22406,53560,8,3
2869,2872,short,30797.75,30798.5,SL,2026-06-16 15:30:00.006,2026-06-16 15:30:00.009,-3.0,1,0,22406,22406,53560,8,3
3193,3194,short,30776.5,30777.25,SL,2026-06-16 15:30:08.670,2026-06-16 15:30:08.674,-3.0,1,0,22406,22406,53560,8,3
3572,3573,long,30795.5,30794.75,SL,2026-06-16 15:30:34.365,2026-06-16 15:30:34.365,-3.0,1,0,22406,22406,53560,8,3
3632,3633,long,30804.25,30803.5,SL,2026-06-16 15:30:39.581,2026-06-16 15:30:39.581,-3.0,1,0,22406,22406,53560,8,3
3880,3881,short,30777.75,30778.5,SL,2026-06-16 15:31:05.082,2026-06-16 15:31:05.093,-3.0,1,0,22406,22406,53560,8,3
5036,5037,long,30762.0,30761.25,SL,2026-06-16 15:34:06.865,2026-06-16 15:34:06.874,-3.0,1,0,22406,22406,53560,8,3
5183,5184,long,30774.5,30773.75,SL,2026-06-16 15:34:33.157,2026-06-16 15:34:33.157,-3.0,1,0,22406,22406,53560,8,3
5407,5408,long,30809.75,30809.0,SL,2026-06-16 15:35:04.341,2026-06-16 15:35:04.342,-3.0,1,0,22406,22406,53560,8,3
6152,6154,short,30800.75,30801.5,SL,2026-06-16 15:37:01.516,2026-06-16 15:37:01.517,-3.0,1,0,22406,22406,53560,8,3
6196,6198,short,30797.75,30798.5,SL,2026-06-16 15:37:06.569,2026-06-16 15:37:06.570,-3.0,1,0,22406,22406,53560,8,3
11716,11717,short,30811.0,30811.75,SL,2026-06-16 15:59:38.477,2026-06-16 15:59:38.477,-3.0,1,0,22406,22406,53560,8,3
12094,12095,long,30817.0,30816.25,SL,2026-06-16 16:00:34.101,2026-06-16 16:00:34.133,-3.0,1,0,22406,22406,53560,8,3
12101,12102,long,30821.75,30821.0,SL,2026-06-16 16:00:34.307,2026-06-16 16:00:34.324,-3.0,1,0,22406,22406,53560,8,3
12103,12110,long,30823.25,30822.5,SL,2026-06-16 16:00:34.360,2026-06-16 16:00:34.481,-3.0,1,0,22406,22406,53560,8,3
12877,12878,short,30791.0,30791.75,SL,2026-06-16 16:03:51.620,2026-06-16 16:03:51.635,-3.0,1,0,22406,22406,53560,8,3
15259,15262,short,30773.75,30774.5,SL,2026-06-16 16:16:44.159,2026-06-16 16:16:44.175,-3.0,1,0,22406,22406,53560,8,3
15991,15992,short,30737.5,30738.25,SL,2026-06-16 16:19:42.520,2026-06-16 16:19:42.520,-3.0,1,0,22406,22406,53560,8,3
16440,16441,long,30755.75,30755.0,SL,2026-06-16 16:21:00.924,2026-06-16 16:21:00.925,-3.0,1,0,22406,22406,53560,8,3
16454,16455,long,30762.25,30761.5,SL,2026-06-16 16:21:01.723,2026-06-16 16:21:01.723,-3.0,1,0,22406,22406,53560,8,3
19160,19161,short,30671.5,30672.25,SL,2026-06-16 16:30:01.689,2026-06-16 16:30:01.705,-3.0,1,0,22406,22406,53560,8,3
20111,20112,long,30632.25,30631.5,SL,2026-06-16 16:32:29.521,2026-06-16 16:32:29.523,-3.0,1,0,22406,22406,53560,8,3
22378,22379,long,30688.0,30687.25,SL,2026-06-16 16:40:40.895,2026-06-16 16:40:40.922,-3.0,1,0,22406,22406,53560,8,3
25190,25191,short,30600.25,30601.0,SL,2026-06-16 16:55:31.743,2026-06-16 16:55:31.743,-3.0,1,0,22406,22406,53560,8,3
25800,25804,short,30590.0,30586.0,TP,2026-06-16 16:58:36.196,2026-06-16 16:58:36.196,16.0,1,0,22406,22406,53560,8,3
25805,25806,short,30583.75,30584.5,SL,2026-06-16 16:58:36.196,2026-06-16 16:58:36.197,-3.0,1,0,22406,22406,53560,8,3
25881,25882,short,30578.75,30579.5,SL,2026-06-16 16:58:49.548,2026-06-16 16:58:49.548,-3.0,1,0,22406,22406,53560,8,3
29589,29593,short,30557.0,30557.75,SL,2026-06-16 17:22:19.034,2026-06-16 17:22:19.038,-3.0,1,0,22406,22406,53560,8,3
30864,30865,long,30517.0,30516.25,SL,2026-06-16 17:28:39.666,2026-06-16 17:28:39.685,-3.0,1,0,22406,22406,53560,8,3
2454,2460,short,30487.75,30481.0,TP,2026-06-17 15:30:01.008,2026-06-17 15:30:01.008,27.0,2,0,53560,53560,86986,15,3
8522,8527,long,30471.75,30478.5,TP,2026-06-18 15:36:36.035,2026-06-18 15:36:36.035,27.0,3,0,86986,86986,125287,6,3
8528,8531,long,30480.75,30480.0,SL,2026-06-18 15:36:36.035,2026-06-18 15:36:36.036,-3.0,3,0,86986,86986,125287,6,3
8590,8593,short,30440.75,30441.5,SL,2026-06-18 15:36:37.779,2026-06-18 15:36:37.781,-3.0,3,0,86986,86986,125287,6,3
9266,9272,short,30416.75,30417.5,SL,2026-06-18 15:37:47.137,2026-06-18 15:37:47.139,-3.0,3,0,86986,86986,125287,6,3
10041,10047,long,30451.25,30450.5,SL,2026-06-18 15:39:15.457,2026-06-18 15:39:15.459,-3.0,3,0,86986,86986,125287,6,3
13048,13051,long,30476.0,30475.25,SL,2026-06-18 15:45:26.232,2026-06-18 15:45:26.237,-3.0,3,0,86986,86986,125287,6,3
13611,13612,short,30442.0,30442.75,SL,2026-06-18 15:46:31.142,2026-06-18 15:46:31.142,-3.0,3,0,86986,86986,125287,6,3
21537,21539,short,30560.5,30561.25,SL,2026-06-18 16:07:25.078,2026-06-18 16:07:25.087,-3.0,3,0,86986,86986,125287,6,3
