dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
train,1,0,53560,53560,86986,0,10,938,5.75,9,25,6,-26.08745973749755,5,-35.0,121.0,156.0,0.7756410256410257,117.0,0.2,-7.0,39.0,3
test,1,0,53560,53560,86986,0,10,938,5.75,9,25,6,-1000.0,2,82.0,121.0,39.0,3.1025641025641026,39.0,0.5,41.0,39.0,1
train,1,0,53560,53560,86986,1,9,1993,5.25,5,9,2,-38.86344486710841,22,-58.0,246.0,304.0,0.8092105263157895,149.0,0.2727272727272727,-2.6363636363636362,19.0,7
test,1,0,53560,53560,86986,1,9,1993,5.25,5,9,2,-79.06700852273782,22,-118.0,205.0,323.0,0.6346749226006192,282.0,0.22727272727272727,-5.363636363636363,19.0,14
train,1,0,53560,53560,86986,2,9,1993,10.0,5,15,2,31.087577905008942,7,47.0,142.0,95.0,1.4947368421052631,76.0,0.2857142857142857,6.714285714285714,19.0,4
test,1,0,53560,53560,86986,2,9,1993,10.0,5,15,2,49.74012464801431,7,47.0,142.0,95.0,1.4947368421052631,95.0,0.2857142857142857,6.714285714285714,19.0,5
train,1,0,53560,53560,86986,3,12,1465,9.5,3,28,2,44.7213595499958,5,60.0,136.0,76.0,1.7894736842105263,57.0,0.2,12.0,19.0,3
test,1,0,53560,53560,86986,3,12,1465,9.5,3,28,2,-1000.0,2,117.0,136.0,19.0,7.157894736842105,19.0,0.5,58.5,19.0,1
train,1,0,53560,53560,86986,4,8,1993,9.5,5,11,2,116.91102386002784,11,141.0,255.0,114.0,2.236842105263158,76.0,0.45454545454545453,12.818181818181818,19.0,4
test,1,0,53560,53560,86986,4,8,1993,9.5,5,11,2,-26.681079438433517,13,-37.0,153.0,190.0,0.8052631578947368,190.0,0.23076923076923078,-2.8461538461538463,19.0,10
train,1,0,53560,53560,86986,5,7,2421,9.25,7,10,2,99.2043345827187,6,81.0,138.0,57.0,2.4210526315789473,38.0,0.5,13.5,19.0,2
test,1,0,53560,53560,86986,5,7,2421,9.25,7,10,2,52.1749194749951,5,35.0,92.0,57.0,1.6140350877192982,57.0,0.4,7.0,19.0,3
train,1,0,53560,53560,86986,6,7,1642,9.5,4,10,2,138.6129864045934,19,159.0,368.0,209.0,1.7607655502392345,95.0,0.42105263157894735,8.368421052631579,19.0,5
test,1,0,53560,53560,86986,6,7,1642,9.5,4,10,2,-79.62225269985771,21,-139.0,184.0,323.0,0.5696594427244582,304.0,0.19047619047619047,-6.619047619047619,19.0,16
train,1,0,53560,53560,86986,7,7,1993,9.25,5,5,2,228.63070659909178,12,132.0,189.0,57.0,3.3157894736842106,38.0,0.75,11.0,19.0,2
test,1,0,53560,53560,86986,7,7,1993,9.25,5,5,2,224.0,16,56.0,189.0,133.0,1.4210526315789473,55.0,0.5625,3.5,19.0,2
train,1,0,53560,53560,86986,8,8,563,8.75,4,11,2,311.88018532763505,13,173.0,306.0,133.0,2.300751879699248,38.0,0.46153846153846156,13.307692307692308,19.0,2
test,1,0,53560,53560,86986,8,8,563,8.75,4,11,2,-66.55870509925651,17,-113.0,153.0,266.0,0.575187969924812,266.0,0.17647058823529413,-6.647058823529412,19.0,14
train,1,0,53560,53560,86986,9,8,563,8.75,4,9,2,261.42637586900065,15,135.0,287.0,152.0,1.888157894736842,38.0,0.4666666666666667,9.0,19.0,2
test,1,0,53560,53560,86986,9,8,563,8.75,4,9,2,-61.821335726595294,18,-102.0,164.0,266.0,0.6165413533834586,266.0,0.2222222222222222,-5.666666666666667,19.0,14
train,1,0,53560,53560,86986,10,8,563,8.75,4,10,2,374.97733264825484,13,208.0,322.0,114.0,2.824561403508772,38.0,0.5384615384615384,16.0,19.0,2
