dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,walk_forward_type,fitness_function,train_size,repetition
train,2,22406,86986,86986,125287,94,13,800,4.75,1,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,net_profit_fitness,2_days,rep_1
test,2,22406,86986,86986,125287,94,13,800,4.75,1,23,2,140.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,net_profit_fitness,2_days,rep_1
train,2,22406,86986,86986,125287,95,13,498,4.75,1,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,net_profit_fitness,2_days,rep_1
test,2,22406,86986,86986,125287,95,13,498,4.75,1,23,2,140.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,net_profit_fitness,2_days,rep_1
train,2,22406,86986,86986,125287,96,13,900,5.25,2,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,net_profit_fitness,2_days,rep_1
test,2,22406,86986,86986,125287,96,13,900,5.25,2,23,2,140.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,net_profit_fitness,2_days,rep_1
train,2,22406,86986,86986,125287,97,13,860,5.25,1,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,net_profit_fitness,2_days,rep_1
test,2,22406,86986,86986,125287,97,13,860,5.25,1,23,2,140.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,net_profit_fitness,2_days,rep_1
train,2,22406,86986,86986,125287,98,13,865,5.0,1,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,net_profit_fitness,2_days,rep_1
test,2,22406,86986,86986,125287,98,13,865,5.0,1,23,2,140.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,net_profit_fitness,2_days,rep_1
train,2,22406,86986,86986,125287,99,13,860,5.0,3,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,net_profit_fitness,2_days,rep_1
test,2,22406,86986,86986,125287,99,13,860,5.0,3,23,2,140.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,net_profit_fitness,2_days,rep_1
train,2,22406,86986,86986,125287,100,13,910,5.5,1,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,net_profit_fitness,2_days,rep_1
test,2,22406,86986,86986,125287,100,13,910,5.5,1,23,2,140.0,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,0,14,3280,4.25,4,30,3,294.0,9,294.0,438.0,144.0,3.0416666666666665,96.0,0.3333333333333333,32.666666666666664,24.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,0,14,3280,4.25,4,30,3,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,1,7,1944,5.0,7,19,2,469.0,39,469.0,1001.0,532.0,1.881578947368421,190.0,0.282051282051282,12.025641025641026,19.0,10,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,1,7,1944,5.0,7,19,2,-38.0,1,-19.0,0.0,19.0,0.0,19.0,0.0,-19.0,19.0,1,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,2,12,2505,9.75,2,19,2,447.0,17,447.0,637.0,190.0,3.3526315789473684,95.0,0.4117647058823529,26.294117647058822,19.0,5,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,2,12,2505,9.75,2,19,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,3,12,2190,6.5,1,19,2,447.0,17,447.0,637.0,190.0,3.3526315789473684,95.0,0.4117647058823529,26.294117647058822,19.0,5,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,3,12,2190,6.5,1,19,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,4,12,2190,7.0,1,27,2,484.0,14,484.0,655.0,171.0,3.830409356725146,114.0,0.3571428571428571,34.57142857142857,19.0,6,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,4,12,2190,7.0,1,27,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,5,12,2190,3.5,2,9,2,466.0,26,466.0,656.0,190.0,3.4526315789473685,73.0,0.6153846153846154,17.923076923076923,19.0,3,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,5,12,2190,3.5,2,9,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,6,12,2190,3.5,7,27,2,503.0,13,503.0,655.0,152.0,4.309210526315789,95.0,0.3846153846153846,38.69230769230769,19.0,5,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,6,12,2190,3.5,7,27,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,7,12,2190,3.5,7,19,2,466.0,16,466.0,637.0,171.0,3.7251461988304095,76.0,0.4375,29.125,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,7,12,2190,3.5,7,19,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,8,12,2724,5.0,6,19,2,466.0,16,466.0,637.0,171.0,3.7251461988304095,76.0,0.4375,29.125,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,8,12,2724,5.0,6,19,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,9,12,2505,3.25,9,19,2,485.0,15,485.0,637.0,152.0,4.190789473684211,57.0,0.4666666666666667,32.333333333333336,19.0,3,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,9,12,2505,3.25,9,19,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,10,12,2190,3.0,9,19,2,485.0,15,485.0,637.0,152.0,4.190789473684211,57.0,0.4666666666666667,32.333333333333336,19.0,3,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,10,12,2190,3.0,9,19,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,11,12,2724,3.0,9,19,2,485.0,15,485.0,637.0,152.0,4.190789473684211,57.0,0.4666666666666667,32.333333333333336,19.0,3,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,11,12,2724,3.0,9,19,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,12,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,12,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,13,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,13,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,14,12,1992,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,14,12,1992,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,15,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,15,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,16,12,2255,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,16,12,2255,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,17,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,17,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,18,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,18,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,19,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,19,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,20,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,20,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,21,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,21,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,22,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,22,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,23,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,23,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,24,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,24,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,25,12,2299,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,25,12,2299,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,26,12,2412,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,26,12,2412,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,27,12,2277,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,27,12,2277,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,28,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,28,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,29,12,2299,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,29,12,2299,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,30,12,2164,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,30,12,2164,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,31,12,2250,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,31,12,2250,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,32,12,2219,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,32,12,2219,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,33,12,2164,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,33,12,2164,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,34,12,2250,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,34,12,2250,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,35,12,2412,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,35,12,2412,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,36,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,36,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,37,12,2190,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,37,12,2190,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,38,12,2299,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,38,12,2299,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,39,12,2194,5.25,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,39,12,2194,5.25,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,40,12,2387,5.25,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,40,12,2387,5.25,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,41,12,2412,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,41,12,2412,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,42,12,2219,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,42,12,2219,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,43,12,2412,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,43,12,2412,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,44,12,2194,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,44,12,2194,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,45,12,2317,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,45,12,2317,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,46,12,2055,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,46,12,2055,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,47,12,2194,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,47,12,2194,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,48,12,2150,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,48,12,2150,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,49,12,2317,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,49,12,2317,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,50,12,2293,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,50,12,2293,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,51,12,2164,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,51,12,2164,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,52,12,2217,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,52,12,2217,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,53,12,2055,5.25,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,53,12,2055,5.25,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,54,12,1849,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,54,12,1849,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,55,12,2321,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,55,12,2321,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,56,12,2194,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,56,12,2194,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,57,12,2085,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,57,12,2085,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,58,12,2194,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,58,12,2194,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,59,12,2194,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,59,12,2194,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
train,3,53560,125287,125287,130699,60,12,2194,5.0,7,20,2,520.0,15,520.0,672.0,152.0,4.421052631578948,76.0,0.4666666666666667,34.666666666666664,19.0,4,rolling,net_profit_fitness,2_days,rep_1
test,3,53560,125287,125287,130699,60,12,2194,5.0,7,20,2,-2000.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0,rolling,net_profit_fitness,2_days,rep_1
