generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter,walk_forward_type,fitness_function,train_size,repetition
0,1,0,53560,53560,86986,101.0,-1842.52,-409.5,-17557.0,3213.5505191283205,17658.0,0,rolling,net_profit_fitness,2_days,rep_1
1,1,0,53560,53560,86986,101.0,-239.99,-115.5,-1486.0,338.9370340200419,1587.0,1,rolling,net_profit_fitness,2_days,rep_1
2,1,0,53560,53560,86986,101.0,-111.5,-69.0,-1794.0,230.253242225936,1895.0,2,rolling,net_profit_fitness,2_days,rep_1
3,1,0,53560,53560,86986,131.0,-40.8,-26.0,-386.0,87.5231571088648,517.0,0,rolling,net_profit_fitness,2_days,rep_1
4,1,0,53560,53560,86986,107.0,-3.95,9.5,-401.0,76.17037985776865,508.0,1,rolling,net_profit_fitness,2_days,rep_1
5,1,0,53560,53560,86986,101.0,16.21,27.0,-206.0,50.33349287552479,307.0,2,rolling,net_profit_fitness,2_days,rep_1
6,1,0,53560,53560,86986,107.0,29.44,42.0,-341.0,54.33850505224754,448.0,3,rolling,net_profit_fitness,2_days,rep_1
7,1,0,53560,53560,86986,107.0,38.79,50.0,-230.0,50.22259441624845,337.0,4,rolling,net_profit_fitness,2_days,rep_1
8,1,0,53560,53560,86986,126.0,45.98,54.5,-69.0,42.908401381208655,195.0,5,rolling,net_profit_fitness,2_days,rep_1
9,1,0,53560,53560,86986,107.0,55.18,76.0,-138.0,43.93897972636528,245.0,6,rolling,net_profit_fitness,2_days,rep_1
10,1,0,53560,53560,86986,107.0,58.22,76.0,-69.0,45.829411402449296,176.0,7,rolling,net_profit_fitness,2_days,rep_1
11,1,0,53560,53560,86986,126.0,51.21,76.0,-200.0,57.19032463907888,326.0,8,rolling,net_profit_fitness,2_days,rep_1
12,1,0,53560,53560,86986,126.0,58.5,76.0,-131.0,53.41650711459176,257.0,9,rolling,net_profit_fitness,2_days,rep_1
13,1,0,53560,53560,86986,131.0,71.2,101.0,-244.0,55.59394633129464,375.0,10,rolling,net_profit_fitness,2_days,rep_1
14,1,0,53560,53560,86986,131.0,82.52,101.0,-29.0,42.21361741132232,160.0,11,rolling,net_profit_fitness,2_days,rep_1
15,1,0,53560,53560,86986,131.0,65.41,102.0,-1000.0,120.74357962310884,1131.0,12,rolling,net_profit_fitness,2_days,rep_1
16,1,0,53560,53560,86986,131.0,97.4,107.0,-24.0,36.87927342127022,155.0,13,rolling,net_profit_fitness,2_days,rep_1
17,1,0,53560,53560,86986,131.0,99.3,107.0,-49.0,46.59876011702934,180.0,14,rolling,net_profit_fitness,2_days,rep_1
18,1,0,53560,53560,86986,131.0,108.58,126.0,-49.0,47.51632999466201,180.0,15,rolling,net_profit_fitness,2_days,rep_1
19,1,0,53560,53560,86986,131.0,113.95,126.0,-24.0,43.16339053907006,155.0,16,rolling,net_profit_fitness,2_days,rep_1
20,1,0,53560,53560,86986,131.0,122.61,131.0,-24.0,30.333797865240893,155.0,17,rolling,net_profit_fitness,2_days,rep_1
21,1,0,53560,53560,86986,131.0,99.67,131.0,-1000.0,161.4143332226013,1131.0,18,rolling,net_profit_fitness,2_days,rep_1
22,1,0,53560,53560,86986,131.0,111.26,131.0,-1000.0,117.29920474727624,1131.0,19,rolling,net_profit_fitness,2_days,rep_1
23,1,0,53560,53560,86986,131.0,122.05,131.0,-29.0,33.893289166220654,160.0,20,rolling,net_profit_fitness,2_days,rep_1
24,1,0,53560,53560,86986,131.0,110.74,131.0,-1000.0,117.14228764863503,1131.0,21,rolling,net_profit_fitness,2_days,rep_1
25,1,0,53560,53560,86986,131.0,108.03,131.0,-1000.0,118.47698962544192,1131.0,22,rolling,net_profit_fitness,2_days,rep_1
26,1,0,53560,53560,86986,131.0,116.53,131.0,-29.0,44.22565072238261,160.0,23,rolling,net_profit_fitness,2_days,rep_1
27,1,0,53560,53560,86986,131.0,111.02,131.0,-1000.0,117.31008550681464,1131.0,24,rolling,net_profit_fitness,2_days,rep_1
28,1,0,53560,53560,86986,131.0,115.59,131.0,-1000.0,114.8333966662094,1131.0,25,rolling,net_profit_fitness,2_days,rep_1
29,1,0,53560,53560,86986,131.0,90.72,131.0,-1000.0,163.80698669131573,1131.0,26,rolling,net_profit_fitness,2_days,rep_1
30,1,0,53560,53560,86986,131.0,117.5,131.0,-24.0,41.424752274577344,155.0,27,rolling,net_profit_fitness,2_days,rep_1
31,1,0,53560,53560,86986,131.0,127.27,131.0,-29.0,22.45437798980615,160.0,28,rolling,net_profit_fitness,2_days,rep_1
32,1,0,53560,53560,86986,131.0,124.62,131.0,-24.0,26.998234136043905,155.0,29,rolling,net_profit_fitness,2_days,rep_1
33,1,0,53560,53560,86986,131.0,114.27,131.0,-1000.0,115.6273931229276,1131.0,30,rolling,net_profit_fitness,2_days,rep_1
34,1,0,53560,53560,86986,131.0,112.81,131.0,-34.0,48.10923912190764,165.0,31,rolling,net_profit_fitness,2_days,rep_1
35,1,0,53560,53560,86986,131.0,116.87,131.0,-29.0,43.76490337789823,160.0,32,rolling,net_profit_fitness,2_days,rep_1
36,1,0,53560,53560,86986,131.0,106.71,131.0,-1000.0,119.50878375223888,1131.0,33,rolling,net_profit_fitness,2_days,rep_1
37,1,0,53560,53560,86986,131.0,115.13,131.0,-29.0,45.90254388760536,160.0,34,rolling,net_profit_fitness,2_days,rep_1
38,1,0,53560,53560,86986,131.0,111.97,131.0,-29.0,48.892059011085166,160.0,35,rolling,net_profit_fitness,2_days,rep_1
39,1,0,53560,53560,86986,131.0,100.26,131.0,-1000.0,120.84321756856374,1131.0,36,rolling,net_profit_fitness,2_days,rep_1
40,1,0,53560,53560,86986,131.0,111.03,131.0,-1000.0,117.04332746914923,1131.0,37,rolling,net_profit_fitness,2_days,rep_1
41,1,0,53560,53560,86986,131.0,118.71,131.0,-29.0,39.01263587064783,160.0,38,rolling,net_profit_fitness,2_days,rep_1
42,1,0,53560,53560,86986,131.0,106.87,131.0,-1000.0,118.45117094815863,1131.0,39,rolling,net_profit_fitness,2_days,rep_1
43,1,0,53560,53560,86986,131.0,118.17,131.0,-34.0,42.12368872161069,165.0,40,rolling,net_profit_fitness,2_days,rep_1
44,1,0,53560,53560,86986,131.0,105.75,131.0,-1000.0,120.01644458030312,1131.0,41,rolling,net_profit_fitness,2_days,rep_1
45,1,0,53560,53560,86986,131.0,120.89,131.0,-29.0,36.48824219090059,160.0,42,rolling,net_profit_fitness,2_days,rep_1
46,1,0,53560,53560,86986,131.0,121.23,131.0,-38.0,37.03911527839266,169.0,43,rolling,net_profit_fitness,2_days,rep_1
47,1,0,53560,53560,86986,131.0,112.72,131.0,-1000.0,116.38225766408684,1131.0,44,rolling,net_profit_fitness,2_days,rep_1
48,1,0,53560,53560,86986,131.0,109.0,131.0,-1000.0,117.91984951267072,1131.0,45,rolling,net_profit_fitness,2_days,rep_1
49,1,0,53560,53560,86986,131.0,111.71,131.0,-1000.0,116.267915530546,1131.0,46,rolling,net_profit_fitness,2_days,rep_1
50,1,0,53560,53560,86986,131.0,120.16,131.0,-24.0,38.67965299166418,155.0,47,rolling,net_profit_fitness,2_days,rep_1
51,1,0,53560,53560,86986,131.0,122.44,131.0,-29.0,30.8578755725096,160.0,48,rolling,net_profit_fitness,2_days,rep_1
52,1,0,53560,53560,86986,131.0,119.24,131.0,-29.0,39.18568074893654,160.0,49,rolling,net_profit_fitness,2_days,rep_1
53,1,0,53560,53560,86986,131.0,103.95,131.0,-1000.0,120.84328067728252,1131.0,50,rolling,net_profit_fitness,2_days,rep_1
54,1,0,53560,53560,86986,131.0,111.17,131.0,-1000.0,117.34762783105484,1131.0,51,rolling,net_profit_fitness,2_days,rep_1
55,1,0,53560,53560,86986,131.0,110.06,131.0,-1000.0,117.9539218371635,1131.0,52,rolling,net_profit_fitness,2_days,rep_1
56,1,0,53560,53560,86986,131.0,106.52,131.0,-1000.0,119.4329599364929,1131.0,53,rolling,net_profit_fitness,2_days,rep_1
57,1,0,53560,53560,86986,131.0,113.44,131.0,-1000.0,116.60390692901808,1131.0,54,rolling,net_profit_fitness,2_days,rep_1
58,1,0,53560,53560,86986,131.0,111.92,131.0,-34.0,48.28465260067299,165.0,55,rolling,net_profit_fitness,2_days,rep_1
59,1,0,53560,53560,86986,131.0,114.52,131.0,-1000.0,114.71329918584424,1131.0,56,rolling,net_profit_fitness,2_days,rep_1
60,1,0,53560,53560,86986,131.0,104.22,131.0,-1000.0,120.68395824540136,1131.0,57,rolling,net_profit_fitness,2_days,rep_1
61,1,0,53560,53560,86986,131.0,107.09,131.0,-1000.0,119.24697188201596,1131.0,58,rolling,net_profit_fitness,2_days,rep_1
62,1,0,53560,53560,86986,131.0,101.56,131.0,-1000.0,161.01410440760094,1131.0,59,rolling,net_profit_fitness,2_days,rep_1
63,1,0,53560,53560,86986,131.0,111.22,131.0,-1000.0,117.29480944710352,1131.0,60,rolling,net_profit_fitness,2_days,rep_1
64,1,0,53560,53560,86986,131.0,113.84,131.0,-1000.0,115.57495447115738,1131.0,61,rolling,net_profit_fitness,2_days,rep_1
65,1,0,53560,53560,86986,131.0,117.49,131.0,-39.0,43.14024463387646,170.0,62,rolling,net_profit_fitness,2_days,rep_1
66,1,0,53560,53560,86986,131.0,88.55,131.0,-1000.0,195.3525885121153,1131.0,63,rolling,net_profit_fitness,2_days,rep_1
67,1,0,53560,53560,86986,131.0,121.95,131.0,-34.0,33.89150097566997,165.0,64,rolling,net_profit_fitness,2_days,rep_1
68,1,0,53560,53560,86986,131.0,127.31,131.0,-34.0,23.22472341660451,165.0,65,rolling,net_profit_fitness,2_days,rep_1
69,1,0,53560,53560,86986,131.0,113.2,131.0,-1000.0,115.78934198436278,1131.0,66,rolling,net_profit_fitness,2_days,rep_1
70,1,0,53560,53560,86986,131.0,113.32,131.0,-34.0,48.7897737256694,165.0,67,rolling,net_profit_fitness,2_days,rep_1
71,1,0,53560,53560,86986,131.0,94.24,131.0,-1000.0,163.164174618045,1131.0,68,rolling,net_profit_fitness,2_days,rep_1
72,1,0,53560,53560,86986,131.0,119.13,131.0,-34.0,41.06822483269871,165.0,69,rolling,net_profit_fitness,2_days,rep_1
73,1,0,53560,53560,86986,131.0,116.18,131.0,-34.0,44.59636711208616,165.0,70,rolling,net_profit_fitness,2_days,rep_1
74,1,0,53560,53560,86986,131.0,124.44,131.0,-34.0,28.34859482025217,165.0,71,rolling,net_profit_fitness,2_days,rep_1
75,1,0,53560,53560,86986,131.0,99.42,131.0,-1000.0,161.79418151378982,1131.0,72,rolling,net_profit_fitness,2_days,rep_1
76,1,0,53560,53560,86986,131.0,119.52,131.0,-34.0,37.73739136547076,165.0,73,rolling,net_profit_fitness,2_days,rep_1
77,1,0,53560,53560,86986,131.0,114.89,131.0,-1000.0,115.91349046908763,1131.0,74,rolling,net_profit_fitness,2_days,rep_1
78,1,0,53560,53560,86986,131.0,104.49,131.0,-1000.0,160.34763339492585,1131.0,75,rolling,net_profit_fitness,2_days,rep_1
79,1,0,53560,53560,86986,131.0,120.88,131.0,-24.0,34.703733097594714,155.0,76,rolling,net_profit_fitness,2_days,rep_1
