walk_forward_type,fitness_function,train_size,repetition,window_id,first_generation,last_generation,first_population_best_fitness,last_population_best_fitness,population_best_improvement,first_population_average_fitness,last_population_average_fitness,population_average_improvement,first_population_median_fitness,last_population_median_fitness,population_median_improvement,first_std_fitness,last_std_fitness,std_change,first_fitness_range,last_fitness_range,fitness_range_change,first_best_so_far_fitness,last_best_so_far_fitness,best_so_far_improvement,final_selected_generation,number_of_generations_observed,optimizer_learned
rolling,net_profit_fitness,2_days,rep_1,1,0,100,101.0,131.0,30.0,-1842.52,120.42,1962.94,-409.5,131.0,540.5,3213.5505191283205,39.23489994555069,-3174.3156191827698,17658.0,175.0,-17483.0,101.0,131.0,30.0,3,101,True
rolling,net_profit_fitness,2_days,rep_1,2,0,100,213.0,295.0,82.0,-2466.98,290.79,2757.77,-892.0,295.0,1187.0,6587.355424944479,24.13024214256015,-6563.225182801919,60227.0,222.0,-60005.0,213.0,295.0,82.0,23,101,True
rolling,net_profit_fitness,2_days,rep_1,3,0,100,294.0,520.0,226.0,-5355.21,506.18,5861.39,-1419.0,520.0,1939.0,8057.3971826821935,40.9760659385205,-8016.421116743673,42359.0,205.0,-42154.0,294.0,520.0,226.0,12,101,True
rolling,net_profit_fitness,2_days,rep_2,1,0,100,87.0,106.0,19.0,-2177.66,100.95,2278.6099999999997,-621.5,106.0,727.5,4334.872494064615,24.613117550516748,-4310.259376514098,30682.0,125.0,-30557.0,87.0,106.0,19.0,2,101,True
rolling,net_profit_fitness,2_days,rep_2,2,0,100,175.0,228.0,53.0,-3195.6,225.29,3420.89,-814.5,228.0,1042.5,6401.183864621205,15.846036371498984,-6385.337828249706,35432.0,115.0,-35317.0,175.0,228.0,53.0,5,101,True
rolling,net_profit_fitness,2_days,rep_2,3,0,100,229.0,539.0,310.0,-3867.06,532.13,4399.19,-1084.0,539.0,1623.0,6385.142972889677,28.95159841019232,-6356.191374479485,30746.0,181.0,-30565.0,229.0,574.0,345.0,5,101,True
rolling,net_profit_fitness,2_days,rep_3,1,0,100,106.0,106.0,0.0,-2026.45,98.65,2125.1,-484.0,106.0,590.0,3941.704562249765,27.75192231034081,-3913.952639939424,24480.0,140.0,-24340.0,106.0,131.0,25.0,3,101,True
rolling,net_profit_fitness,2_days,rep_3,2,0,100,197.0,355.0,158.0,-1924.8,347.45,2272.25,-412.0,355.0,767.0,4151.659118273493,34.26025615075216,-4117.398862122741,23093.0,262.0,-22831.0,197.0,355.0,158.0,9,101,True
rolling,net_profit_fitness,2_days,rep_3,3,0,100,104.0,520.0,416.0,-3644.19,507.67,4151.86,-1000.0,520.0,1520.0,6078.54881786863,37.09612275201175,-6041.452695116618,37171.0,269.0,-36902.0,104.0,520.0,416.0,7,101,True
