walk_forward_type,fitness_function,train_size,repetition,window_id,first_generation,last_generation,first_train_fitness,last_train_fitness,train_improvement,first_test_fitness,last_test_fitness,test_improvement,first_generalization_gap,last_generalization_gap,gap_change,number_of_generations_observed,overfit_flag
rolling,net_profit_fitness,2_days,rep_1,1,0,100,101.0,131.0,30.0,64.0,262.0,198.0,37.0,-131.0,-168.0,101,False
rolling,net_profit_fitness,2_days,rep_1,2,0,100,213.0,295.0,82.0,-850.0,140.0,990.0,1063.0,155.0,-908.0,101,False
rolling,net_profit_fitness,2_days,rep_1,3,0,100,294.0,520.0,226.0,-2000.0,-2000.0,0.0,2294.0,2520.0,226.0,101,True
rolling,net_profit_fitness,2_days,rep_2,1,0,100,87.0,106.0,19.0,262.0,94.0,-168.0,-175.0,12.0,187.0,101,True
rolling,net_profit_fitness,2_days,rep_2,2,0,100,175.0,228.0,53.0,-1106.0,-200.0,906.0,1281.0,428.0,-853.0,101,False
rolling,net_profit_fitness,2_days,rep_2,3,0,100,229.0,574.0,345.0,-2000.0,-2000.0,0.0,2229.0,2574.0,345.0,101,True
rolling,net_profit_fitness,2_days,rep_3,1,0,100,106.0,131.0,25.0,64.0,262.0,198.0,42.0,-131.0,-173.0,101,False
rolling,net_profit_fitness,2_days,rep_3,2,0,100,197.0,355.0,158.0,208.0,-4.0,-212.0,-11.0,359.0,370.0,101,True
rolling,net_profit_fitness,2_days,rep_3,3,0,100,104.0,520.0,416.0,-2000.0,-2000.0,0.0,2104.0,2520.0,416.0,101,True
