train_size,mean_test_fitness,median_test_fitness,std_test_fitness,min_test_fitness,max_test_fitness,mean_net_profit,median_net_profit,mean_max_drawdown,median_max_drawdown,mean_win_rate,mean_expectancy,mean_number_of_trades,number_of_windows
1_day,-379.44650279401293,-206.70779199311664,444.10853935130797,-1000.0,222.0,-228.5,-41.0,318.5833333333333,161.5,0.15060443571599177,-18.996246242527707,11.083333333333334,24
2_days,-454.8283399537573,-74.97916051468786,827.2813226060914,-2000.0,311.88018532763505,11.61111111111111,0.0,89.44444444444444,67.5,0.25177210770348024,15.648121613317691,6.611111111111111,18
3_days,-876.3146161208102,-459.5,1389.4563319670442,-3000.0,381.0,54.583333333333336,13.5,53.25,28.5,0.12867965367965367,5.871212121212121,4.583333333333333,12
