window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,22406,22406,53560,5,565,7.25,4,9,2,-4.930066485916346,-4.930066485916346,-4.930066485916346,1.0,35,-5.0,451.0,456.0,0.9890350877192983,162.0,0.3142857142857143,-0.14285714285714285,19.0,6
2,0,53560,53560,86986,11,511,3.75,2,6,2,161.66632302368973,80.83316151184486,161.66632302368973,2.0,6,66.0,104.0,38.0,2.736842105263158,38.0,0.6666666666666666,11.0,19.0,2
3,0,86986,86986,125287,12,534,4.25,8,23,2,229.10259710444143,76.36753236814714,229.10259710444143,3.0,8,108.0,222.0,114.0,1.9473684210526316,76.0,0.25,13.5,19.0,4
4,0,125287,125287,130699,14,2563,6.25,2,10,2,-1000.0,-1000.0,-1000.0,4.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
