dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,analysis_generation,selected_generation
test,1,0,22406,22406,53560,0,7,1563,8.75,4,4,4,-206.2207555024469,23,-172.0,176.0,348.0,0.5057471264367817,239.0,0.4782608695652174,-7.478260869565218,29.0,4,0,0
train,1,0,22406,22406,53560,0,7,1563,8.75,4,4,4,-49.0260701622673,8,-52.0,64.0,116.0,0.5517241379310345,87.0,0.5,-6.5,29.0,3,0,0
test,1,0,22406,22406,53560,1,6,855,7.25,4,25,3,-12.5,25,-20.0,484.0,504.0,0.9603174603174603,192.0,0.16,-0.8,24.0,8,1,1
train,1,0,22406,22406,53560,1,6,855,7.25,4,25,3,31.714285714285715,9,74.0,242.0,168.0,1.4404761904761905,168.0,0.2222222222222222,8.222222222222221,24.0,7,1,1
test,1,0,22406,22406,53560,1,6,855,7.25,4,25,3,-12.5,25,-20.0,484.0,504.0,0.9603174603174603,192.0,0.16,-0.8,24.0,8,2,1
train,1,0,22406,22406,53560,1,6,855,7.25,4,25,3,31.714285714285715,9,74.0,242.0,168.0,1.4404761904761905,168.0,0.2222222222222222,8.222222222222221,24.0,7,2,1
test,1,0,22406,22406,53560,1,6,855,7.25,4,25,3,-12.5,25,-20.0,484.0,504.0,0.9603174603174603,192.0,0.16,-0.8,24.0,8,3,1
train,1,0,22406,22406,53560,1,6,855,7.25,4,25,3,31.714285714285715,9,74.0,242.0,168.0,1.4404761904761905,168.0,0.2222222222222222,8.222222222222221,24.0,7,3,1
test,1,0,22406,22406,53560,1,6,855,7.25,4,25,3,-12.5,25,-20.0,484.0,504.0,0.9603174603174603,192.0,0.16,-0.8,24.0,8,4,1
train,1,0,22406,22406,53560,1,6,855,7.25,4,25,3,31.714285714285715,9,74.0,242.0,168.0,1.4404761904761905,168.0,0.2222222222222222,8.222222222222221,24.0,7,4,1
test,1,0,22406,22406,53560,5,7,1563,9.5,4,15,4,-49.57696037475472,14,-106.0,213.0,319.0,0.6677115987460815,232.0,0.2142857142857142,-7.571428571428571,29.0,8,5,5
train,1,0,22406,22406,53560,5,7,1563,9.5,4,15,4,61.49186938124422,5,55.0,142.0,87.0,1.632183908045977,58.0,0.4,11.0,29.0,2,5,5
test,1,0,22406,22406,53560,5,7,1563,9.5,4,15,4,-49.57696037475472,14,-106.0,213.0,319.0,0.6677115987460815,232.0,0.2142857142857142,-7.571428571428571,29.0,8,6,5
train,1,0,22406,22406,53560,5,7,1563,9.5,4,15,4,61.49186938124422,5,55.0,142.0,87.0,1.632183908045977,58.0,0.4,11.0,29.0,2,6,5
test,1,0,22406,22406,53560,5,7,1563,9.5,4,15,4,-49.57696037475472,14,-106.0,213.0,319.0,0.6677115987460815,232.0,0.2142857142857142,-7.571428571428571,29.0,8,7,5
train,1,0,22406,22406,53560,5,7,1563,9.5,4,15,4,61.49186938124422,5,55.0,142.0,87.0,1.632183908045977,58.0,0.4,11.0,29.0,2,7,5
test,1,0,22406,22406,53560,5,7,1563,9.5,4,15,4,-49.57696037475472,14,-106.0,213.0,319.0,0.6677115987460815,232.0,0.2142857142857142,-7.571428571428571,29.0,8,8,5
train,1,0,22406,22406,53560,5,7,1563,9.5,4,15,4,61.49186938124422,5,55.0,142.0,87.0,1.632183908045977,58.0,0.4,11.0,29.0,2,8,5
test,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,1.8708286933869709,14,4.0,213.0,209.0,1.0191387559808611,152.0,0.2142857142857142,0.2857142857142857,19.0,8,9,9
train,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,95.03288904374106,5,85.0,142.0,57.0,2.491228070175439,38.0,0.4,17.0,19.0,2,9,9
test,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,1.8708286933869709,14,4.0,213.0,209.0,1.0191387559808611,152.0,0.2142857142857142,0.2857142857142857,19.0,8,10,9
train,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,95.03288904374106,5,85.0,142.0,57.0,2.491228070175439,38.0,0.4,17.0,19.0,2,10,9
test,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,1.8708286933869709,14,4.0,213.0,209.0,1.0191387559808611,152.0,0.2142857142857142,0.2857142857142857,19.0,8,11,9
train,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,95.03288904374106,5,85.0,142.0,57.0,2.491228070175439,38.0,0.4,17.0,19.0,2,11,9
test,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,1.8708286933869709,14,4.0,213.0,209.0,1.0191387559808611,152.0,0.2142857142857142,0.2857142857142857,19.0,8,12,9
train,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,95.03288904374106,5,85.0,142.0,57.0,2.491228070175439,38.0,0.4,17.0,19.0,2,12,9
test,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,1.8708286933869709,14,4.0,213.0,209.0,1.0191387559808611,152.0,0.2142857142857142,0.2857142857142857,19.0,8,13,9
train,1,0,22406,22406,53560,9,7,1563,9.0,4,15,2,95.03288904374106,5,85.0,142.0,57.0,2.491228070175439,38.0,0.4,17.0,19.0,2,13,9
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,14,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,14,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,15,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,15,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,16,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,16,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,17,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,17,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,18,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,18,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,19,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,19,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,20,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,20,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,21,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,21,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,22,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,22,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,23,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,23,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,24,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,24,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,25,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,25,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,26,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,26,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,27,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,27,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,28,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,28,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,29,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,29,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,30,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,30,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,31,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,31,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,32,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,32,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,33,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,33,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,34,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,34,14
test,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,8.88643629358811,14,19.0,228.0,209.0,1.0909090909090908,152.0,0.2142857142857142,1.3571428571428572,19.0,8,35,14
train,1,0,22406,22406,53560,14,7,1563,9.0,4,16,2,106.21322893124,5,95.0,152.0,57.0,2.6666666666666665,38.0,0.4,19.0,19.0,2,35,14
