window_id,first_generation,last_generation,first_train_fitness,last_train_fitness,train_improvement,first_test_fitness,last_test_fitness,test_improvement,first_generalization_gap,last_generalization_gap,gap_change,number_of_generations_observed,overfit_flag
1,0.0,100.0,158.0,295.0,137.0,318.0,381.0,63.0,-160.0,-86.0,74.0,101,False
2,0.0,100.0,360.0,673.0,313.0,-3000.0,-3000.0,0.0,3360.0,3673.0,313.0,101,True
