window_id,first_generation,last_generation,first_population_best_fitness,last_population_best_fitness,population_best_improvement,first_population_average_fitness,last_population_average_fitness,population_average_improvement,first_population_median_fitness,last_population_median_fitness,population_median_improvement,first_std_fitness,last_std_fitness,std_change,first_fitness_range,last_fitness_range,fitness_range_change,first_best_so_far_fitness,last_best_so_far_fitness,best_so_far_improvement,final_selected_generation,number_of_generations_observed,optimizer_learned
1,0.0,100.0,101.0,131.0,30.0,-1842.52,120.42,1962.94,-409.5,131.0,540.5,3213.5505191283205,39.23489994555069,-3174.3156191827698,17658.0,175.0,-17483.0,101.0,131.0,30.0,3,101,True
2,0.0,100.0,213.0,295.0,82.0,-2466.98,290.79,2757.77,-892.0,295.0,1187.0,6587.355424944479,24.13024214256015,-6563.225182801919,60227.0,222.0,-60005.0,213.0,295.0,82.0,23,101,True
3,0.0,100.0,294.0,520.0,226.0,-5355.21,506.18,5861.39,-1419.0,520.0,1939.0,8057.3971826821935,40.9760659385205,-8016.421116743673,42359.0,205.0,-42154.0,294.0,520.0,226.0,12,101,True
