dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,analysis_generation,selected_generation
test,1,0,22406,22406,53560,0,10,1628,5.5,9,5,9,-45.0,5,-45.0,63.0,108.0,0.5833333333333334,87.0,0.6,-9.0,54.0,1,0,0
train,1,0,22406,22406,53560,0,10,1628,5.5,9,5,9,21.0,1,21.0,21.0,0.0,inf,0.0,1.0,21.0,0.0,0,0,0
test,1,0,22406,22406,53560,1,6,2061,9.25,6,4,30,-715.0,10,-715.0,80.0,795.0,0.10062893081761,763.0,0.5,-71.5,159.0,3,1,1
train,1,0,22406,22406,53560,1,6,2061,9.25,6,4,30,32.0,2,32.0,32.0,0.0,inf,0.0,1.0,16.0,0.0,0,1,1
test,1,0,22406,22406,53560,2,10,1715,5.75,8,17,26,-614.0,6,-614.0,81.0,695.0,0.116546762589928,614.0,0.1666666666666666,-102.33333333333331,139.0,4,2,2
train,1,0,22406,22406,53560,2,10,1715,5.75,8,17,26,81.0,1,81.0,81.0,0.0,inf,0.0,1.0,81.0,0.0,0,2,2
test,1,0,22406,22406,53560,2,10,1715,5.75,8,17,26,-614.0,6,-614.0,81.0,695.0,0.116546762589928,614.0,0.1666666666666666,-102.33333333333331,139.0,4,3,2
train,1,0,22406,22406,53560,2,10,1715,5.75,8,17,26,81.0,1,81.0,81.0,0.0,inf,0.0,1.0,81.0,0.0,0,3,2
test,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,4,4
train,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,141.0,1,141.0,141.0,0.0,inf,0.0,1.0,141.0,0.0,0,4,4
test,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,5,4
train,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,141.0,1,141.0,141.0,0.0,inf,0.0,1.0,141.0,0.0,0,5,4
test,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,6,4
train,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,141.0,1,141.0,141.0,0.0,inf,0.0,1.0,141.0,0.0,0,6,4
test,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,7,4
train,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,141.0,1,141.0,141.0,0.0,inf,0.0,1.0,141.0,0.0,0,7,4
test,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,8,4
train,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,141.0,1,141.0,141.0,0.0,inf,0.0,1.0,141.0,0.0,0,8,4
test,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,9,4
train,1,0,22406,22406,53560,4,8,3211,6.5,8,29,23,141.0,1,141.0,141.0,0.0,inf,0.0,1.0,141.0,0.0,0,9,4
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,10,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,10,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,11,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,11,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,12,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,12,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,13,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,13,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,14,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,14,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,15,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,15,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,16,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,16,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,17,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,17,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,18,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,18,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,19,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,19,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,20,10
train,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,146.0,1,146.0,146.0,0.0,inf,0.0,1.0,146.0,0.0,0,20,10
test,1,0,22406,22406,53560,10,8,2413,6.75,8,30,23,-620.0,5,-620.0,0.0,620.0,0.0,620.0,0.0,-124.0,124.0,5,21,10
