window_id,first_generation,last_generation,first_population_best_fitness,last_population_best_fitness,population_best_improvement,first_population_average_fitness,last_population_average_fitness,population_average_improvement,first_population_median_fitness,last_population_median_fitness,population_median_improvement,first_std_fitness,last_std_fitness,std_change,first_fitness_range,last_fitness_range,fitness_range_change,first_best_so_far_fitness,last_best_so_far_fitness,best_so_far_improvement,final_selected_generation,number_of_generations_observed,optimizer_learned
1,0.0,100.0,21.0,146.0,125.0,-1194.78,121.5,1316.28,-1000.0,146.0,1146.0,1816.6465863777632,126.5670661041893,-1690.079520273574,10941.0,1146.0,-9795.0,21.0,146.0,125.0,10,101,True
2,0.0,100.0,71.0,375.0,304.0,-1301.02,360.17,1661.19,-399.5,375.0,774.5,2235.1118426358244,55.47573042932077,-2179.6361122065036,11175.0,285.0,-10890.0,71.0,375.0,304.0,21,101,True
3,0.0,100.0,93.0,262.0,169.0,-1106.08,254.2,1360.28,-220.5,262.0,482.5,1998.7492234349504,33.98098101448913,-1964.7682424204613,14015.0,190.0,-13825.0,93.0,262.0,169.0,8,101,True
4,0.0,100.0,264.0,416.0,152.0,-2396.21,400.05,2796.26,-527.0,416.0,943.0,4485.957966214849,68.42386833244491,-4417.534097882404,22872.0,599.0,-22273.0,264.0,424.0,160.0,1,101,True
