dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,analysis_generation,selected_generation
test,1,0,22406,22406,53560,0,8,2034,6.0,5,7,7,-313.0495168499706,20,-280.0,248.0,528.0,0.4696969696969697,347.0,0.4,-14.0,44.0,4,0,0
train,1,0,22406,22406,53560,0,8,2034,6.0,5,7,7,-54.899339704590254,7,-83.0,93.0,176.0,0.5284090909090909,176.0,0.4285714285714285,-11.857142857142858,44.0,4,0,0
test,1,0,22406,22406,53560,0,8,2034,6.0,5,7,7,-313.0495168499706,20,-280.0,248.0,528.0,0.4696969696969697,347.0,0.4,-14.0,44.0,4,1,0
train,1,0,22406,22406,53560,0,8,2034,6.0,5,7,7,-54.899339704590254,7,-83.0,93.0,176.0,0.5284090909090909,176.0,0.4285714285714285,-11.857142857142858,44.0,4,1,0
test,1,0,22406,22406,53560,2,4,1694,8.75,4,8,9,-1038.5984402068011,32,-918.0,324.0,1242.0,0.2608695652173913,918.0,0.28125,-28.6875,54.0,5,2,2
train,1,0,22406,22406,53560,2,4,1694,8.75,4,8,9,81.0,9,54.0,216.0,162.0,1.3333333333333333,108.0,0.6666666666666666,6.0,54.0,2,2,2
test,1,0,22406,22406,53560,2,4,1694,8.75,4,8,9,-1038.5984402068011,32,-918.0,324.0,1242.0,0.2608695652173913,918.0,0.28125,-28.6875,54.0,5,3,2
train,1,0,22406,22406,53560,2,4,1694,8.75,4,8,9,81.0,9,54.0,216.0,162.0,1.3333333333333333,108.0,0.6666666666666666,6.0,54.0,2,3,2
test,1,0,22406,22406,53560,4,6,565,4.25,4,8,5,-327.7002898991699,47,-478.0,576.0,1054.0,0.5464895635673624,552.0,0.3404255319148936,-10.170212765957446,34.0,10,4,4
train,1,0,22406,22406,53560,4,6,565,4.25,4,8,5,100.62305898749054,20,90.0,396.0,306.0,1.2941176470588236,136.0,0.55,4.5,34.0,4,4,4
test,1,0,22406,22406,53560,4,6,565,4.25,4,8,5,-327.7002898991699,47,-478.0,576.0,1054.0,0.5464895635673624,552.0,0.3404255319148936,-10.170212765957446,34.0,10,5,4
train,1,0,22406,22406,53560,4,6,565,4.25,4,8,5,100.62305898749054,20,90.0,396.0,306.0,1.2941176470588236,136.0,0.55,4.5,34.0,4,5,4
test,1,0,22406,22406,53560,6,6,1308,8.75,4,8,7,-475.0,25,-380.0,324.0,704.0,0.4602272727272727,380.0,0.36,-15.2,44.0,4,6,6
train,1,0,22406,22406,53560,6,6,1308,8.75,4,8,7,137.17142559585795,6,56.0,144.0,88.0,1.6363636363636365,44.0,0.6666666666666666,9.333333333333334,44.0,1,6,6
test,1,0,22406,22406,53560,6,6,1308,8.75,4,8,7,-475.0,25,-380.0,324.0,704.0,0.4602272727272727,380.0,0.36,-15.2,44.0,4,7,6
train,1,0,22406,22406,53560,6,6,1308,8.75,4,8,7,137.17142559585795,6,56.0,144.0,88.0,1.6363636363636365,44.0,0.6666666666666666,9.333333333333334,44.0,1,7,6
test,1,0,22406,22406,53560,6,6,1308,8.75,4,8,7,-475.0,25,-380.0,324.0,704.0,0.4602272727272727,380.0,0.36,-15.2,44.0,4,8,6
train,1,0,22406,22406,53560,6,6,1308,8.75,4,8,7,137.17142559585795,6,56.0,144.0,88.0,1.6363636363636365,44.0,0.6666666666666666,9.333333333333334,44.0,1,8,6
test,1,0,22406,22406,53560,9,6,565,7.0,4,8,3,-76.1976377586602,28,-72.0,360.0,432.0,0.8333333333333334,144.0,0.3571428571428571,-2.571428571428572,24.0,5,9,9
train,1,0,22406,22406,53560,9,6,565,7.0,4,8,3,159.1979899370592,11,96.0,216.0,120.0,1.8,48.0,0.5454545454545454,8.727272727272727,24.0,2,9,9
test,1,0,22406,22406,53560,9,6,565,7.0,4,8,3,-76.1976377586602,28,-72.0,360.0,432.0,0.8333333333333334,144.0,0.3571428571428571,-2.571428571428572,24.0,5,10,9
train,1,0,22406,22406,53560,9,6,565,7.0,4,8,3,159.1979899370592,11,96.0,216.0,120.0,1.8,48.0,0.5454545454545454,8.727272727272727,24.0,2,10,9
test,1,0,22406,22406,53560,9,6,565,7.0,4,8,3,-76.1976377586602,28,-72.0,360.0,432.0,0.8333333333333334,144.0,0.3571428571428571,-2.571428571428572,24.0,5,11,9
train,1,0,22406,22406,53560,9,6,565,7.0,4,8,3,159.1979899370592,11,96.0,216.0,120.0,1.8,48.0,0.5454545454545454,8.727272727272727,24.0,2,11,9
