dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak,walk_forward_type,fitness_function,train_size,repetition
test,1,0,86986,86986,125287,26,13,728,5.0,5,23,2,110.67971810589329,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,losing_streak_fitness,3_days,rep_1
train,1,0,86986,86986,125287,27,13,735,5.75,5,23,2,659.640053362438,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,losing_streak_fitness,3_days,rep_1
test,1,0,86986,86986,125287,27,13,735,5.75,5,23,2,110.67971810589329,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,losing_streak_fitness,3_days,rep_1
train,1,0,86986,86986,125287,28,13,825,4.75,5,23,2,659.640053362438,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,losing_streak_fitness,3_days,rep_1
test,1,0,86986,86986,125287,28,13,825,4.75,5,23,2,110.67971810589329,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,losing_streak_fitness,3_days,rep_1
train,1,0,86986,86986,125287,29,13,825,4.75,5,23,2,659.640053362438,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,losing_streak_fitness,3_days,rep_1
test,1,0,86986,86986,125287,29,13,825,4.75,5,23,2,110.67971810589329,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,losing_streak_fitness,3_days,rep_1
train,1,0,86986,86986,125287,30,13,834,4.5,5,23,2,659.640053362438,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,losing_streak_fitness,3_days,rep_1
test,1,0,86986,86986,125287,30,13,834,4.5,5,23,2,110.67971810589329,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,losing_streak_fitness,3_days,rep_1
train,1,0,86986,86986,125287,31,13,707,5.0,5,23,2,659.640053362438,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,losing_streak_fitness,3_days,rep_1
test,1,0,86986,86986,125287,31,13,707,5.0,5,23,2,110.67971810589329,10,70.0,222.0,152.0,1.4605263157894737,114.0,0.2,7.0,19.0,6,rolling,losing_streak_fitness,3_days,rep_1
train,1,0,86986,86986,125287,32,13,714,4.75,5,23,2,659.640053362438,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1,rolling,losing_streak_fitness,3_days,rep_1
