entry_index,exit_index,direction,entry_price,exit_price,exit_reason,entry_timestamp,exit_timestamp,result,window_id,train_start,train_end,test_start,test_end,generation,repetition_id
3026,3030,long,30605.25,30610.0,TP,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,19.0,1,0,86986,86986,125287,34,3
3031,3035,long,30612.0,30616.75,TP,2026-06-18 15:26:33.962,2026-06-18 15:26:33.962,19.0,1,0,86986,86986,125287,34,3
3036,3039,long,30618.25,30617.5,SL,2026-06-18 15:26:33.962,2026-06-18 15:26:33.965,-3.0,1,0,86986,86986,125287,34,3
8525,8529,long,30477.0,30481.75,TP,2026-06-18 15:36:36.035,2026-06-18 15:36:36.035,19.0,1,0,86986,86986,125287,34,3
8530,8531,long,30482.25,30481.5,SL,2026-06-18 15:36:36.035,2026-06-18 15:36:36.036,-3.0,1,0,86986,86986,125287,34,3
8591,8593,short,30439.5,30440.25,SL,2026-06-18 15:36:37.779,2026-06-18 15:36:37.781,-3.0,1,0,86986,86986,125287,34,3
9268,9272,short,30414.25,30415.0,SL,2026-06-18 15:37:47.137,2026-06-18 15:37:47.139,-3.0,1,0,86986,86986,125287,34,3
10042,10047,long,30452.5,30451.75,SL,2026-06-18 15:39:15.457,2026-06-18 15:39:15.459,-3.0,1,0,86986,86986,125287,34,3
13050,13051,long,30478.0,30477.25,SL,2026-06-18 15:45:26.232,2026-06-18 15:45:26.237,-3.0,1,0,86986,86986,125287,34,3
13612,13613,short,30441.75,30442.5,SL,2026-06-18 15:46:31.142,2026-06-18 15:46:31.144,-3.0,1,0,86986,86986,125287,34,3
