dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
train,1,0,86986,86986,125287,0,14,3904,6.5,4,16,13,178.88543819998318,5,80.0,228.0,148.0,1.5405405405405406,74.0,0.6,16.0,74.0,1
test,1,0,86986,86986,125287,0,14,3904,6.5,4,16,13,-297.0,9,-66.0,304.0,370.0,0.8216216216216217,220.0,0.4444444444444444,-7.333333333333333,74.0,2
train,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1
test,1,0,86986,86986,125287,1,14,782,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5
train,1,0,86986,86986,125287,2,14,3423,8.25,5,19,4,480.7546151624548,5,215.0,273.0,58.0,4.706896551724138,29.0,0.6,43.0,29.0,1
test,1,0,86986,86986,125287,2,14,3423,8.25,5,19,4,11.313708498984761,8,8.0,182.0,174.0,1.0459770114942528,174.0,0.25,1.0,29.0,6
train,1,0,86986,86986,125287,3,14,3344,8.5,6,18,2,491.93495504995377,5,220.0,258.0,38.0,6.7894736842105265,19.0,0.6,44.0,19.0,1
test,1,0,86986,86986,125287,3,14,3344,8.5,6,18,2,122.23371057118409,7,77.0,172.0,95.0,1.8105263157894738,95.0,0.2857142857142857,11.0,19.0,5
train,1,0,86986,86986,125287,4,14,3344,8.5,4,18,2,491.93495504995377,5,220.0,258.0,38.0,6.7894736842105265,19.0,0.6,44.0,19.0,1
test,1,0,86986,86986,125287,4,14,3344,8.5,4,18,2,1120.5,9,249.0,344.0,95.0,3.6210526315789475,38.0,0.4444444444444444,27.666666666666668,19.0,2
train,1,0,86986,86986,125287,5,14,1199,8.25,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1
test,1,0,86986,86986,125287,5,14,1199,8.25,5,19,2,-127.455874717488,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5
train,1,0,86986,86986,125287,6,14,1595,5.0,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1
test,1,0,86986,86986,125287,6,14,1595,5.0,5,19,2,1210.5,9,269.0,364.0,95.0,3.831578947368421,38.0,0.4444444444444444,29.88888888888889,19.0,2
train,1,0,86986,86986,125287,7,14,1290,8.0,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1
test,1,0,86986,86986,125287,7,14,1290,8.0,5,19,2,96.16652224137047,8,68.0,182.0,114.0,1.5964912280701755,114.0,0.25,8.5,19.0,6
train,1,0,86986,86986,125287,8,14,1290,8.0,5,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1
test,1,0,86986,86986,125287,8,14,1290,8.0,5,19,2,96.16652224137047,8,68.0,182.0,114.0,1.5964912280701755,114.0,0.25,8.5,19.0,6
train,1,0,86986,86986,125287,9,14,1484,9.5,2,19,2,525.4759747124506,5,235.0,273.0,38.0,7.184210526315789,19.0,0.6,47.0,19.0,1
test,1,0,86986,86986,125287,9,14,1484,9.5,2,19,2,1210.5,9,269.0,364.0,95.0,3.831578947368421,38.0,0.4444444444444444,29.88888888888889,19.0,2
