window_id,train_start,train_end,test_start,test_end,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,raw_test_fitness,test_fitness,test_fitness_multiplier,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
1,0,86986,86986,125287,13,4000,6.5,7,19,2,221.35943621178654,73.78647873726219,221.35943621178654,3.0,10,140.0,273.0,133.0,2.0526315789473686,114.0,0.3,14.0,19.0,6
2,22406,125287,125287,130699,14,2400,4.75,6,10,2,-1000.0,-1000.0,-1000.0,3.0,0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0
