window_id,first_generation,last_generation,first_population_best_fitness,last_population_best_fitness,population_best_improvement,first_population_average_fitness,last_population_average_fitness,population_average_improvement,first_population_median_fitness,last_population_median_fitness,population_median_improvement,first_std_fitness,last_std_fitness,std_change,first_fitness_range,last_fitness_range,fitness_range_change,first_best_so_far_fitness,last_best_so_far_fitness,best_so_far_improvement,final_selected_generation,number_of_generations_observed,optimizer_learned
1,0.0,100.0,16.0,102.0,86.0,-1183.93,99.08,1283.01,-1000.0,102.0,1102.0,1667.0057367518675,16.796873205896077,-1650.2088635459713,11584.0,140.0,-11444.0,16.0,102.0,86.0,7,101,True
2,0.0,100.0,82.0,106.0,24.0,-1243.76,93.96,1337.72,-377.0,106.0,483.0,2689.5441359066594,35.503569318357755,-2654.0405665883018,20994.0,160.0,-20834.0,82.0,131.0,49.0,3,101,True
3,0.0,100.0,222.0,222.0,0.0,-1306.47,206.93,1513.4,-255.5,222.0,477.5,3014.2253019321697,58.295529741814576,-2955.929772190355,16558.0,432.0,-16126.0,222.0,222.0,0.0,0,101,False
4,0.0,100.0,199.0,447.0,248.0,-2118.91,435.7,2554.6099999999997,-881.0,447.0,1328.0,3349.504730749478,37.71008492499725,-3311.7946458244805,17036.0,171.0,-16865.0,199.0,447.0,248.0,19,101,True
