generation,window_id,train_start,train_end,test_start,test_end,best_fitness,average_fitness,median_fitness,worst_fitness,std_fitness,fitness_range,patience_counter
0,1,0,22406,22406,53560,-107.23753488815792,-1873.6802704067495,-1000.0,-21267.081130139093,3453.9712852030734,21159.843595250935,0
1,1,0,22406,22406,53560,-58.696784409369485,-1549.184798838365,-1000.0,-50513.865590438516,5247.1260641474955,50455.16880602915,0
2,1,0,22406,22406,53560,-27.95084971874737,-698.2230467561271,-537.0126586066058,-6399.410983637478,744.5722635641825,6371.460133918731,0
3,1,0,22406,22406,53560,4.8074017006186525,-779.7394366583349,-406.7844449566979,-10124.395795415261,1391.2407247944693,10129.20319711588,0
4,1,0,22406,22406,53560,19.595917942265423,-561.2421811111337,-194.12206211556685,-9727.54141805626,1153.8104116070892,9747.137335998526,0
5,1,0,22406,22406,53560,9.797958971132712,-379.95791395821135,-109.56733089748971,-4979.307137643515,650.1205533967038,4989.105096614648,1
6,1,0,22406,22406,53560,124.70765814495915,-214.71409809518747,-55.37005768508881,-2425.609690124765,420.98809051999496,2550.3173482697243,0
7,1,0,22406,22406,53560,100.62305898749054,-59.3812263978225,-27.95084971874737,-1000.0,173.76719450697018,1100.6230589874906,1
8,1,0,22406,22406,53560,167.70509831248424,-110.57471485610168,-26.553307232810003,-1000.0,285.72311160717084,1167.7050983124843,0
9,1,0,22406,22406,53560,68.58571279792898,-106.25602886336318,-12.373983021018516,-1000.0,288.0328893340673,1068.5857127979289,1
10,1,0,22406,22406,53560,100.62305898749054,-66.95749903185325,-2.7950849718747373,-1000.0,226.61949787096364,1100.6230589874906,2
11,1,0,22406,22406,53560,100.62305898749054,-71.21297682255772,3.0867098629086893,-1000.0,258.4434461595311,1100.6230589874906,3
12,1,0,22406,22406,53560,167.70509831248424,-42.13511061151533,8.485281374238571,-1000.0,222.94029938011673,1167.7050983124843,4
13,1,0,22406,22406,53560,40.41658075592243,-13.608417617200034,26.51959718300685,-1000.0,176.25428397950577,1040.4165807559225,5
14,1,0,22406,22406,53560,40.41658075592243,29.768778175677916,34.29285639896449,-8.385254915624213,12.667419319999913,48.80183567154664,6
15,1,0,22406,22406,53560,40.41658075592243,4.070949066718839,40.41658075592243,-1000.0,177.9011947674695,1040.4165807559225,7
16,1,0,22406,22406,53560,40.41658075592243,26.217024522650313,40.41658075592243,-1000.0,104.53508604553038,1040.4165807559225,8
17,1,0,22406,22406,53560,40.41658075592243,37.05416360039852,40.41658075592243,-46.54030511288038,11.939178138427897,86.95688586880281,9
18,1,0,22406,22406,53560,40.41658075592243,36.65137736640584,40.41658075592243,-46.54030511288038,12.774274264124207,86.95688586880281,10
19,1,0,22406,22406,53560,40.41658075592243,12.49927697235484,40.41658075592243,-1000.0,146.35909501140952,1040.4165807559225,11
20,1,0,22406,22406,53560,40.41658075592243,17.27194990518295,40.41658075592243,-1000.0,146.32152898641428,1040.4165807559225,12
21,1,0,22406,22406,53560,40.41658075592243,37.20402802101626,40.41658075592243,-46.54030511288038,13.125967832855318,86.95688586880281,13
22,1,0,22406,22406,53560,40.41658075592243,22.683717183803942,40.41658075592243,-1000.0,104.95112774336282,1040.4165807559225,14
23,1,0,22406,22406,53560,40.41658075592243,6.238624384027354,40.41658075592243,-1000.0,178.26513016323798,1040.4165807559225,15
24,1,0,22406,22406,53560,40.41658075592243,7.144435570582521,40.41658075592243,-1000.0,178.17803862955884,1040.4165807559225,16
25,1,0,22406,22406,53560,40.41658075592243,36.69569800142321,40.41658075592243,-46.54030511288038,12.87846913673553,86.95688586880281,17
26,1,0,22406,22406,53560,40.41658075592243,6.25923830184176,40.41658075592243,-1000.0,178.27425778902426,1040.4165807559225,18
27,1,0,22406,22406,53560,40.41658075592243,17.100795412845507,40.41658075592243,-1000.0,146.33138144247562,1040.4165807559225,19
28,1,0,22406,22406,53560,40.41658075592243,17.92124897631428,40.41658075592243,-1000.0,146.3044713645968,1040.4165807559225,20
29,1,0,22406,22406,53560,63.355259362494046,38.98064069066797,40.41658075592243,-2.7950849718747373,6.608831515185929,66.15034433436878,21
30,1,0,22406,22406,53560,63.355259362494046,18.59093418697346,40.41658075592243,-1000.0,146.57636732576495,1063.355259362494,22
31,1,0,22406,22406,53560,63.355259362494046,30.444264581552584,40.41658075592243,-1000.0,104.94331558060301,1063.355259362494,23
32,1,0,22406,22406,53560,63.355259362494046,23.304085951392704,40.41658075592243,-1000.0,147.83401178171405,1063.355259362494,24
33,1,0,22406,22406,53560,63.355259362494046,33.3842274055071,63.355259362494046,-1000.0,149.00709289825227,1063.355259362494,25
34,1,0,22406,22406,53560,63.355259362494046,47.457677690140535,63.355259362494046,-1000.0,107.2345959413451,1063.355259362494,26
35,1,0,22406,22406,53560,63.355259362494046,6.14934048662899,63.355259362494046,-1000.0,232.71961991456146,1063.355259362494,27
36,1,0,22406,22406,53560,63.355259362494046,18.82273565460652,63.355259362494046,-1000.0,209.17591273708587,1063.355259362494,28
37,1,0,22406,22406,53560,63.355259362494046,-1.6874535635119547,63.355259362494046,-1000.0,253.5355281408435,1063.355259362494,29
38,1,0,22406,22406,53560,63.355259362494046,17.924961320388082,63.355259362494046,-1000.0,209.23333997265496,1063.355259362494,30
39,1,0,22406,22406,53560,63.355259362494046,7.987936943006605,63.355259362494046,-1000.0,232.69724403536787,1063.355259362494,31
40,1,0,22406,22406,53560,63.355259362494046,6.143560498313252,63.355259362494046,-1000.0,232.7187529080227,1063.355259362494,32
41,1,0,22406,22406,53560,63.355259362494046,39.9374225001379,63.355259362494046,-1000.0,149.8442890105991,1063.355259362494,33
42,1,0,22406,22406,53560,63.355259362494046,-12.209202758261902,63.355259362494046,-1000.0,272.4032995592787,1063.355259362494,34
43,1,0,22406,22406,53560,63.355259362494046,3.984615989794026,63.355259362494046,-1000.0,232.3302333311836,1063.355259362494,35
44,1,0,22406,22406,53560,63.355259362494046,19.573871635422186,63.355259362494046,-1000.0,209.22410695139124,1063.355259362494,36
45,1,0,22406,22406,53560,63.355259362494046,17.73040948885015,63.355259362494046,-1000.0,209.06042366343902,1063.355259362494,37
46,1,0,22406,22406,53560,63.355259362494046,6.3680815941845434,63.355259362494046,-1000.0,232.43552207591574,1063.355259362494,38
47,1,0,22406,22406,53560,63.355259362494046,15.401551649031845,63.355259362494046,-1000.0,209.1430298692688,1063.355259362494,39
48,1,0,22406,22406,53560,63.355259362494046,-2.436156699230405,63.355259362494046,-1000.0,253.60565645496132,1063.355259362494,40
49,1,0,22406,22406,53560,63.355259362494046,19.41902044860647,63.355259362494046,-1000.0,209.19999527979746,1063.355259362494,41
50,1,0,22406,22406,53560,63.355259362494046,37.665760294622366,63.355259362494046,-1000.0,150.13602493567333,1063.355259362494,42
51,1,0,22406,22406,53560,63.355259362494046,19.27572923842222,63.355259362494046,-1000.0,209.24200793728718,1063.355259362494,43
52,1,0,22406,22406,53560,63.355259362494046,19.39331262561295,63.355259362494046,-1000.0,209.26334501710852,1063.355259362494,44
53,1,0,22406,22406,53560,63.355259362494046,40.04922589901288,63.355259362494046,-1000.0,149.75373182574145,1063.355259362494,45
54,1,0,22406,22406,53560,63.355259362494046,7.934088451922344,63.355259362494046,-1000.0,232.6075767352608,1063.355259362494,46
55,1,0,22406,22406,53560,63.355259362494046,-1.9168403495776705,63.355259362494046,-1000.0,253.54290385925097,1063.355259362494,47
56,1,0,22406,22406,53560,63.355259362494046,60.23556489713773,63.355259362494046,-42.485291572496,13.110813614602241,105.84055093499005,48
57,1,0,22406,22406,53560,63.355259362494046,28.082400376934384,63.355259362494046,-1000.0,182.20619666585785,1063.355259362494,49
58,1,0,22406,22406,53560,63.355259362494046,-24.00383712857747,63.355259362494046,-1000.0,289.37272754435276,1063.355259362494,50
59,1,0,22406,22406,53560,63.355259362494046,29.983817431297147,63.355259362494046,-1000.0,182.11903682046872,1063.355259362494,51
60,1,0,22406,22406,53560,63.355259362494046,30.250472016987864,63.355259362494046,-1000.0,182.15398466264378,1063.355259362494,52
61,1,0,22406,22406,53560,63.355259362494046,38.576008903593596,63.355259362494046,-1000.0,149.50606811539572,1063.355259362494,53
62,1,0,22406,22406,53560,63.355259362494046,36.34404734280028,63.355259362494046,-1000.0,150.0898279496331,1063.355259362494,54
63,1,0,22406,22406,53560,63.355259362494046,28.18005592944732,63.355259362494046,-1000.0,182.20773378910417,1063.355259362494,55
64,1,0,22406,22406,53560,63.355259362494046,57.04970269057789,63.355259362494046,-42.485291572496,18.191270233560623,105.84055093499005,56
65,1,0,22406,22406,53560,63.355259362494046,39.08373986686085,63.355259362494046,-1000.0,149.6928548257342,1063.355259362494,57
66,1,0,22406,22406,53560,63.355259362494046,27.516689096122388,63.355259362494046,-1000.0,182.54579284674796,1063.355259362494,58
67,1,0,22406,22406,53560,63.355259362494046,28.185835917763058,63.355259362494046,-1000.0,182.28049631231661,1063.355259362494,59
68,1,0,22406,22406,53560,63.355259362494046,7.38587216069092,63.355259362494046,-1000.0,232.57399653530337,1063.355259362494,60
69,1,0,22406,22406,53560,63.355259362494046,38.392102750565826,63.355259362494046,-1000.0,149.79014239401278,1063.355259362494,61
70,1,0,22406,22406,53560,63.355259362494046,40.25883987503418,63.355259362494046,-1000.0,149.48692171933686,1063.355259362494,62
71,1,0,22406,22406,53560,63.355259362494046,49.47286893969067,63.355259362494046,-1000.0,106.83603564759419,1063.355259362494,63
72,1,0,22406,22406,53560,63.355259362494046,38.44671051513804,63.355259362494046,-1000.0,149.7859055939512,1063.355259362494,64
73,1,0,22406,22406,53560,63.355259362494046,18.363962082475094,63.355259362494046,-1000.0,209.10214347330148,1063.355259362494,65
74,1,0,22406,22406,53560,63.355259362494046,7.164698208038154,63.355259362494046,-1000.0,232.72905974997798,1063.355259362494,66
75,1,0,22406,22406,53560,63.355259362494046,-43.662646943636794,63.355259362494046,-1000.0,320.40872280141906,1063.355259362494,67
