dataset_type,window_id,train_start,train_end,test_start,test_end,generation,min_impulse_candles,max_duration_ms,diagonal_imbalance_ratio_threshold,min_imbalance_count,take_profit_ticks,stop_loss_ticks,fitness,number_of_trades,net_profit,gross_profit,gross_loss,profit_factor,max_drawdown,win_rate,expectancy,biggest_loss,longest_losing_streak
train,1,0,86986,86986,125287,0,13,1462,6.5,2,10,3,158.0,8,158.0,230.0,72.0,3.1944444444444446,24.0,0.625,19.75,24.0,1
test,1,0,86986,86986,125287,0,13,1462,6.5,2,10,3,318.0,16,106.0,322.0,216.0,1.4907407407407407,120.0,0.4375,6.625,24.0,5
train,1,0,86986,86986,125287,1,13,2378,5.5,7,23,11,205.0,5,205.0,333.0,128.0,2.6015625,64.0,0.6,41.0,64.0,1
test,1,0,86986,86986,125287,1,13,2378,5.5,7,23,11,-537.0,11,-179.0,333.0,512.0,0.650390625,401.0,0.2727272727272727,-16.272727272727273,64.0,5
train,1,0,86986,86986,125287,2,15,3229,3.0,5,16,3,228.0,3,228.0,228.0,0.0,inf,0.0,1.0,76.0,0.0,0
test,1,0,86986,86986,125287,2,15,3229,3.0,5,16,3,324.0,8,108.0,228.0,120.0,1.9,96.0,0.375,13.5,24.0,4
train,1,0,86986,86986,125287,3,15,2660,4.75,5,16,2,228.0,3,228.0,228.0,0.0,inf,0.0,1.0,76.0,0.0,0
test,1,0,86986,86986,125287,3,15,2660,4.75,5,16,2,399.0,8,133.0,228.0,95.0,2.4,76.0,0.375,16.625,19.0,4
train,1,0,86986,86986,125287,4,13,915,8.75,5,23,4,275.0,5,275.0,333.0,58.0,5.741379310344827,29.0,0.6,55.0,29.0,1
test,1,0,86986,86986,125287,4,13,915,8.75,5,23,4,-609.0,7,-203.0,0.0,203.0,0.0,203.0,0.0,-29.0,29.0,7
train,1,0,86986,86986,125287,5,13,413,3.0,6,23,3,285.0,5,285.0,333.0,48.0,6.9375,24.0,0.6,57.0,24.0,1
test,1,0,86986,86986,125287,5,13,413,3.0,6,23,3,306.0,7,102.0,222.0,120.0,1.85,72.0,0.2857142857142857,14.571428571428571,24.0,3
train,1,0,86986,86986,125287,6,13,413,3.25,6,23,3,285.0,5,285.0,333.0,48.0,6.9375,24.0,0.6,57.0,24.0,1
test,1,0,86986,86986,125287,6,13,413,3.25,6,23,3,306.0,7,102.0,222.0,120.0,1.85,72.0,0.2857142857142857,14.571428571428571,24.0,3
train,1,0,86986,86986,125287,7,13,413,3.0,5,23,3,285.0,5,285.0,333.0,48.0,6.9375,24.0,0.6,57.0,24.0,1
test,1,0,86986,86986,125287,7,13,413,3.0,5,23,3,306.0,7,102.0,222.0,120.0,1.85,72.0,0.2857142857142857,14.571428571428571,24.0,3
train,1,0,86986,86986,125287,8,13,413,3.25,7,23,3,285.0,5,285.0,333.0,48.0,6.9375,24.0,0.6,57.0,24.0,1
test,1,0,86986,86986,125287,8,13,413,3.25,7,23,3,378.0,6,126.0,222.0,96.0,2.3125,48.0,0.3333333333333333,21.0,24.0,2
train,1,0,86986,86986,125287,9,13,413,4.75,6,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,9,13,413,4.75,6,23,2,381.0,7,127.0,222.0,95.0,2.336842105263158,57.0,0.2857142857142857,18.142857142857142,19.0,3
train,1,0,86986,86986,125287,10,13,413,3.25,6,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,10,13,413,3.25,6,23,2,381.0,7,127.0,222.0,95.0,2.336842105263158,57.0,0.2857142857142857,18.142857142857142,19.0,3
train,1,0,86986,86986,125287,11,13,413,3.25,8,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,11,13,413,3.25,8,23,2,438.0,6,146.0,222.0,76.0,2.9210526315789473,38.0,0.3333333333333333,24.333333333333332,19.0,2
train,1,0,86986,86986,125287,12,13,413,4.75,8,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,12,13,413,4.75,8,23,2,438.0,6,146.0,222.0,76.0,2.9210526315789473,38.0,0.3333333333333333,24.333333333333332,19.0,2
train,1,0,86986,86986,125287,13,13,413,4.75,6,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,13,13,413,4.75,6,23,2,381.0,7,127.0,222.0,95.0,2.336842105263158,57.0,0.2857142857142857,18.142857142857142,19.0,3
train,1,0,86986,86986,125287,14,13,413,4.75,6,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,14,13,413,4.75,6,23,2,381.0,7,127.0,222.0,95.0,2.336842105263158,57.0,0.2857142857142857,18.142857142857142,19.0,3
train,1,0,86986,86986,125287,15,13,3229,3.25,9,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,15,13,3229,3.25,9,23,2,933.0,11,311.0,444.0,133.0,3.338345864661654,76.0,0.36363636363636365,28.272727272727273,19.0,4
train,1,0,86986,86986,125287,16,13,1585,5.75,8,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,16,13,1585,5.75,8,23,2,600.0,10,200.0,333.0,133.0,2.5037593984962405,76.0,0.3,20.0,19.0,4
train,1,0,86986,86986,125287,17,13,3229,4.75,9,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,17,13,3229,4.75,9,23,2,210.0,10,70.0,222.0,152.0,1.4605263157894737,152.0,0.2,7.0,19.0,8
train,1,0,86986,86986,125287,18,13,413,4.75,8,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,18,13,413,4.75,8,23,2,438.0,6,146.0,222.0,76.0,2.9210526315789473,38.0,0.3333333333333333,24.333333333333332,19.0,2
train,1,0,86986,86986,125287,19,13,413,4.75,8,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,19,13,413,4.75,8,23,2,438.0,6,146.0,222.0,76.0,2.9210526315789473,38.0,0.3333333333333333,24.333333333333332,19.0,2
train,1,0,86986,86986,125287,20,13,884,4.75,9,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,20,13,884,4.75,9,23,2,-399.0,7,-133.0,0.0,133.0,0.0,133.0,0.0,-19.0,19.0,7
train,1,0,86986,86986,125287,21,13,429,4.75,9,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,21,13,429,4.75,9,23,2,-285.0,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5
train,1,0,86986,86986,125287,22,13,413,4.75,9,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,22,13,413,4.75,9,23,2,-285.0,5,-95.0,0.0,95.0,0.0,95.0,0.0,-19.0,19.0,5
train,1,0,86986,86986,125287,23,13,413,4.75,5,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,23,13,413,4.75,5,23,2,381.0,7,127.0,222.0,95.0,2.336842105263158,57.0,0.2857142857142857,18.142857142857142,19.0,3
train,1,0,86986,86986,125287,24,13,884,4.75,9,23,2,295.0,5,295.0,333.0,38.0,8.763157894736842,19.0,0.6,59.0,19.0,1
test,1,0,86986,86986,125287,24,13,884,4.75,9,23,2,-399.0,7,-133.0,0.0,133.0,0.0,133.0,0.0,-19.0,19.0,7
