window_id,first_generation,last_generation,first_train_fitness,last_train_fitness,train_improvement,first_test_fitness,last_test_fitness,test_improvement,first_generalization_gap,last_generalization_gap,gap_change,number_of_generations_observed,overfit_flag
1,0.0,100.0,491.93495504995377,659.640053362438,167.70509831248427,1120.5,360.1854522325964,-760.3145477674036,-628.5650449500463,299.45460112984165,928.0196460798879,101,True
2,0.0,100.0,293.69957013928365,1384.0,1090.3004298607163,-1000.0,-1000.0,0.0,1293.6995701392837,2384.0,1090.3004298607163,101,True
